pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
NYC	N_Europe	jlSCF_10	500001	600000	0.1666335178611055	1394
MENA	E_Asia	jlSCF_10	500001	600000	0.806833503283507	1394
N_Europe	E_Asia	jlSCF_10	500001	600000	0.7066432419122354	1394
N_Europe	E_Asia	jlSCF_10	600001	700000	0.5779982344943435	531
N_Europe	MENA	jlSCF_10	600001	700000	0.2024781764563864	531
MENA	E_Asia	jlSCF_10	600001	700000	0.4662168325925124	531
NYC	E_Asia	jlSCF_10	600001	700000	0.7079727570626501	531
NYC	N_Europe	jlSCF_10	600001	700000	0.1858287754282799	531
NYC	MENA	jlSCF_10	600001	700000	0.4996666204998535	531
NYC	N_Europe	jlSCF_10	700001	800000	0.3368314533101906	1472
NYC	MENA	jlSCF_10	700001	800000	0.4940004621085151	1472
NYC	E_Asia	jlSCF_10	700001	800000	0.8004163579826501	1472
N_Europe	MENA	jlSCF_10	700001	800000	0.1409523486341379	1472
N_Europe	E_Asia	jlSCF_10	700001	800000	0.6148494325031633	1472
MENA	E_Asia	jlSCF_10	700001	800000	0.7645185904955787	1472
NYC	N_Europe	jlSCF_10	800001	900000	0.1486999505903427	1390
NYC	MENA	jlSCF_10	800001	900000	0.1686253065173729	1390
N_Europe	E_Asia	jlSCF_10	800001	900000	0.2910428216305227	1390
N_Europe	MENA	jlSCF_10	800001	900000	0.2061945865089761	1390
NYC	E_Asia	jlSCF_10	800001	900000	0.3836496056565471	1390
MENA	E_Asia	jlSCF_10	800001	900000	0.4936299718090066	1390
NYC	N_Europe	jlSCF_10	900001	1000000	0.1254332087586444	989
NYC	MENA	jlSCF_10	900001	1000000	0.2076625554708878	989
NYC	E_Asia	jlSCF_10	900001	1000000	0.4393975742213248	989
N_Europe	MENA	jlSCF_10	900001	1000000	0.1356942911817718	989
N_Europe	E_Asia	jlSCF_10	900001	1000000	0.417146512411636	989
MENA	E_Asia	jlSCF_10	900001	1000000	0.4533322295824464	989
N_Europe	E_Asia	jlSCF_10	1000001	1100000	0.2963991507407124	782
N_Europe	MENA	jlSCF_10	1000001	1100000	0.3784481045978782	782
MENA	E_Asia	jlSCF_10	1000001	1100000	0.8132304874278896	782
NYC	MENA	jlSCF_10	1000001	1100000	0.3391125617263347	782
NYC	N_Europe	jlSCF_10	1000001	1100000	0.1422743572010835	782
NYC	E_Asia	jlSCF_10	1000001	1100000	0.3871833669631486	782
NYC	E_Asia	jlSCF_10	1100001	1200000	0.2770329563332398	1494
NYC	MENA	jlSCF_10	1100001	1200000	0.3700819393727377	1494
NYC	N_Europe	jlSCF_10	1100001	1200000	0.0083237549502928	1494
N_Europe	MENA	jlSCF_10	1100001	1200000	0.3219097408371881	1494
MENA	E_Asia	jlSCF_10	1100001	1200000	0.8619516207947879	1494
N_Europe	E_Asia	jlSCF_10	1100001	1200000	0.3723858935264944	1494
NYC	E_Asia	jlSCF_10	1200001	1300000	0.4422208854976759	1292
MENA	E_Asia	jlSCF_10	1200001	1300000	0.8549704348459536	1292
N_Europe	E_Asia	jlSCF_10	1200001	1300000	0.523179899870923	1292
N_Europe	MENA	jlSCF_10	1200001	1300000	0.1558483727328069	1292
NYC	MENA	jlSCF_10	1200001	1300000	0.2088890056816594	1292
NYC	N_Europe	jlSCF_10	1200001	1300000	0.0104745602973572	1292
NYC	N_Europe	jlSCF_10	1300001	1400000	0.0386939784085489	1195
N_Europe	E_Asia	jlSCF_10	1300001	1400000	0.206638738456843	1195
NYC	E_Asia	jlSCF_10	1300001	1400000	0.23842287420477	1195
NYC	MENA	jlSCF_10	1300001	1400000	0.3247908718644527	1195
MENA	E_Asia	jlSCF_10	1300001	1400000	0.6331975750680481	1195
N_Europe	MENA	jlSCF_10	1300001	1400000	0.3730380160691627	1195
NYC	N_Europe	jlSCF_10	1400001	1500000	0.0815688445036328	1106
NYC	E_Asia	jlSCF_10	1400001	1500000	0.4185616853248313	1106
N_Europe	MENA	jlSCF_10	1400001	1500000	0.1629282377793496	1106
N_Europe	E_Asia	jlSCF_10	1400001	1500000	0.3230271234846755	1106
MENA	E_Asia	jlSCF_10	1400001	1500000	0.7385258859779958	1106
NYC	MENA	jlSCF_10	1400001	1500000	0.0986741976059435	1106
NYC	E_Asia	jlSCF_10	1500001	1600000	0.4890265718843326	1477
N_Europe	MENA	jlSCF_10	1500001	1600000	0.1702086502439175	1477
NYC	MENA	jlSCF_10	1500001	1600000	0.3838768776390049	1477
NYC	N_Europe	jlSCF_10	1500001	1600000	0.1416515388730743	1477
N_Europe	E_Asia	jlSCF_10	1500001	1600000	0.464938690072496	1477
MENA	E_Asia	jlSCF_10	1500001	1600000	0.7994770795462273	1477
N_Europe	E_Asia	jlSCF_10	1600001	1700000	0.5359114418406985	645
N_Europe	MENA	jlSCF_10	1600001	1700000	0.0355225194212211	645
NYC	E_Asia	jlSCF_10	1600001	1700000	0.5264075238651055	645
NYC	MENA	jlSCF_10	1600001	1700000	0.1376617448700288	645
NYC	N_Europe	jlSCF_10	1600001	1700000	0.0539307931862494	645
MENA	E_Asia	jlSCF_10	1600001	1700000	0.6645953411838769	645
MENA	E_Asia	jlSCF_10	1700001	1800000	0.7848640615165762	1178
N_Europe	E_Asia	jlSCF_10	1700001	1800000	0.6303597172268235	1178
N_Europe	MENA	jlSCF_10	1700001	1800000	0.1287076815742844	1178
NYC	E_Asia	jlSCF_10	1700001	1800000	0.6461624533774174	1178
NYC	MENA	jlSCF_10	1700001	1800000	0.2188221968604978	1178
NYC	N_Europe	jlSCF_10	1700001	1800000	0.0703151742547695	1178
NYC	E_Asia	jlSCF_10	1800001	1900000	0.6047221497891121	1458
NYC	MENA	jlSCF_10	1800001	1900000	0.0969080052094431	1458
N_Europe	MENA	jlSCF_10	1800001	1900000	0.049962047983293	1458
NYC	N_Europe	jlSCF_10	1800001	1900000	0.0729124733605376	1458
N_Europe	E_Asia	jlSCF_10	1800001	1900000	0.7175054938073967	1458
MENA	E_Asia	jlSCF_10	1800001	1900000	0.8500841741138135	1458
NYC	N_Europe	jlSCF_10	1900001	2000000	0.0983194878137117	362
N_Europe	MENA	jlSCF_10	1900001	2000000	0.0320545033307725	362
NYC	MENA	jlSCF_10	1900001	2000000	0.0864150866412925	362
MENA	E_Asia	jlSCF_10	1900001	2000000	0.569668419395777	362
N_Europe	E_Asia	jlSCF_10	1900001	2000000	0.3379066978284677	362
NYC	E_Asia	jlSCF_10	1900001	2000000	0.2075759342439819	362
N_Europe	MENA	jlSCF_10	2100001	2200000	0.0448465668320671	854
NYC	E_Asia	jlSCF_10	2100001	2200000	0.3168164523649586	854
NYC	MENA	jlSCF_10	2100001	2200000	0.105432175636818	854
NYC	N_Europe	jlSCF_10	2100001	2200000	0.159895328705852	854
MENA	E_Asia	jlSCF_10	2100001	2200000	0.4222884410590715	854
N_Europe	E_Asia	jlSCF_10	2100001	2200000	0.3409998053126257	854
NYC	N_Europe	jlSCF_10	2200001	2300000	0.0610377871573411	949
NYC	MENA	jlSCF_10	2200001	2300000	0.0662671472612102	949
NYC	E_Asia	jlSCF_10	2200001	2300000	0.2651631180146745	949
N_Europe	MENA	jlSCF_10	2200001	2300000	0.0458347500999189	949
MENA	E_Asia	jlSCF_10	2200001	2300000	0.5607797510126408	949
N_Europe	E_Asia	jlSCF_10	2200001	2300000	0.3760037005321162	949
MENA	E_Asia	jlSCF_10	2300001	2400000	0.6566927785001607	409
NYC	N_Europe	jlSCF_10	2300001	2400000	0.0799441382671983	409
NYC	MENA	jlSCF_10	2300001	2400000	0.139275460573088	409
NYC	E_Asia	jlSCF_10	2300001	2400000	0.3076656782615012	409
N_Europe	MENA	jlSCF_10	2300001	2400000	0.0341428071105659	409
N_Europe	E_Asia	jlSCF_10	2300001	2400000	0.3747447807089519	409
NYC	MENA	jlSCF_10	2400001	2500000	0.1396670477974737	529
NYC	N_Europe	jlSCF_10	2400001	2500000	0.0671475813463002	529
MENA	E_Asia	jlSCF_10	2400001	2500000	0.5950629225849734	529
N_Europe	E_Asia	jlSCF_10	2400001	2500000	0.3742476288233639	529
N_Europe	MENA	jlSCF_10	2400001	2500000	0.0533454041378786	529
NYC	E_Asia	jlSCF_10	2400001	2500000	0.3565872095443109	529
NYC	N_Europe	jlSCF_10	2500001	2600000	0.0259265162604614	193
NYC	MENA	jlSCF_10	2500001	2600000	0.1539704718764118	193
NYC	E_Asia	jlSCF_10	2500001	2600000	0.298858711548878	193
N_Europe	MENA	jlSCF_10	2500001	2600000	0.0841479463701755	193
N_Europe	E_Asia	jlSCF_10	2500001	2600000	0.3419781043211058	193
MENA	E_Asia	jlSCF_10	2500001	2600000	0.5658425061718636	193
MENA	E_Asia	jlSCF_10	2600001	2700000	0.3744312622995416	594
N_Europe	E_Asia	jlSCF_10	2600001	2700000	0.3249213509137989	594
N_Europe	MENA	jlSCF_10	2600001	2700000	0.0047019807309078	594
NYC	E_Asia	jlSCF_10	2600001	2700000	0.2286929798850245	594
NYC	MENA	jlSCF_10	2600001	2700000	0.0650803964602215	594
NYC	N_Europe	jlSCF_10	2600001	2700000	0.0701408398485723	594
MENA	E_Asia	jlSCF_10	2700001	2800000	0.382958681658144	774
N_Europe	E_Asia	jlSCF_10	2700001	2800000	0.3646553206980548	774
N_Europe	MENA	jlSCF_10	2700001	2800000	0.0433017433246592	774
NYC	E_Asia	jlSCF_10	2700001	2800000	0.3275567644830043	774
NYC	MENA	jlSCF_10	2700001	2800000	0.0987977375692259	774
NYC	N_Europe	jlSCF_10	2700001	2800000	0.0507061322312305	774
MENA	E_Asia	jlSCF_10	2800001	2900000	0.592342125693848	993
N_Europe	E_Asia	jlSCF_10	2800001	2900000	0.5486160036380644	993
N_Europe	MENA	jlSCF_10	2800001	2900000	0.21067169739236	993
NYC	N_Europe	jlSCF_10	2800001	2900000	0.0691489261038937	993
NYC	MENA	jlSCF_10	2800001	2900000	0.3492277794134693	993
NYC	E_Asia	jlSCF_10	2800001	2900000	0.5811461895328862	993
NYC	MENA	jlSCF_10	2900001	3000000	0.4957004295404905	1274
NYC	E_Asia	jlSCF_10	2900001	3000000	0.3171957524077381	1274
NYC	N_Europe	jlSCF_10	2900001	3000000	0.3166458619268376	1274
N_Europe	E_Asia	jlSCF_10	2900001	3000000	0.4044715433616972	1274
MENA	E_Asia	jlSCF_10	2900001	3000000	0.5918137647931647	1274
N_Europe	MENA	jlSCF_10	2900001	3000000	0.129838923295301	1274
NYC	N_Europe	jlSCF_10	3000001	3100000	0.1275778026693066	848
NYC	E_Asia	jlSCF_10	3000001	3100000	0.4080270007411648	848
N_Europe	MENA	jlSCF_10	3000001	3100000	0.2852508467784429	848
N_Europe	E_Asia	jlSCF_10	3000001	3100000	0.3692779031797504	848
MENA	E_Asia	jlSCF_10	3000001	3100000	0.748266754848324	848
NYC	MENA	jlSCF_10	3000001	3100000	0.4885480647094012	848
NYC	MENA	jlSCF_10	3100001	3200000	0.4810540496469005	1114
MENA	E_Asia	jlSCF_10	3100001	3200000	0.8978644223826847	1114
N_Europe	E_Asia	jlSCF_10	3100001	3200000	0.3300784729395984	1114
N_Europe	MENA	jlSCF_10	3100001	3200000	0.388394816912361	1114
NYC	E_Asia	jlSCF_10	3100001	3200000	0.2497123810630863	1114
NYC	N_Europe	jlSCF_10	3100001	3200000	0.0059221209726443	1114
MENA	E_Asia	jlSCF_10	3200001	3300000	0.7959369906639174	924
NYC	N_Europe	jlSCF_10	3200001	3300000	0.0882167403757912	924
NYC	MENA	jlSCF_10	3200001	3300000	0.5455925615741245	924
NYC	E_Asia	jlSCF_10	3200001	3300000	0.2610885679049853	924
N_Europe	MENA	jlSCF_10	3200001	3300000	0.3088568810340318	924
N_Europe	E_Asia	jlSCF_10	3200001	3300000	0.322888977587343	924
NYC	N_Europe	jlSCF_10	3300001	3400000	0.3244612110088776	1133
N_Europe	E_Asia	jlSCF_10	3300001	3400000	0.3823675342809999	1133
N_Europe	MENA	jlSCF_10	3300001	3400000	0.1991033750978207	1133
NYC	E_Asia	jlSCF_10	3300001	3400000	0.5539874023161561	1133
NYC	MENA	jlSCF_10	3300001	3400000	0.75930262242675	1133
MENA	E_Asia	jlSCF_10	3300001	3400000	0.6766475488521717	1133
MENA	E_Asia	jlSCF_10	3400001	3500000	0.7467063711719679	937
NYC	N_Europe	jlSCF_10	3400001	3500000	0.2114419779431208	937
NYC	MENA	jlSCF_10	3400001	3500000	0.6133619271579352	937
NYC	E_Asia	jlSCF_10	3400001	3500000	0.5316587688230812	937
N_Europe	MENA	jlSCF_10	3400001	3500000	0.2234589681991091	937
N_Europe	E_Asia	jlSCF_10	3400001	3500000	0.4797588114888896	937
MENA	E_Asia	jlSCF_10	3500001	3600000	0.704195116829949	1304
N_Europe	E_Asia	jlSCF_10	3500001	3600000	0.5977966128520018	1304
N_Europe	MENA	jlSCF_10	3500001	3600000	0.174256439776199	1304
NYC	MENA	jlSCF_10	3500001	3600000	0.5414991489010815	1304
NYC	N_Europe	jlSCF_10	3500001	3600000	0.1980014880292034	1304
NYC	E_Asia	jlSCF_10	3500001	3600000	0.7260718143553196	1304
MENA	E_Asia	jlSCF_10	3600001	3700000	0.6205100927895658	1059
N_Europe	MENA	jlSCF_10	3600001	3700000	0.1818038198283562	1059
NYC	E_Asia	jlSCF_10	3600001	3700000	0.6966980601252742	1059
NYC	MENA	jlSCF_10	3600001	3700000	0.4163274104418979	1059
NYC	N_Europe	jlSCF_10	3600001	3700000	0.1010346693134373	1059
N_Europe	E_Asia	jlSCF_10	3600001	3700000	0.5643076386992563	1059
N_Europe	MENA	jlSCF_10	3700001	3800000	0.2526823728613555	960
MENA	E_Asia	jlSCF_10	3700001	3800000	0.7974064412995837	960
N_Europe	E_Asia	jlSCF_10	3700001	3800000	0.7060991814530546	960
NYC	E_Asia	jlSCF_10	3700001	3800000	0.8597330286218904	960
NYC	N_Europe	jlSCF_10	3700001	3800000	0.1552032098710791	960
NYC	MENA	jlSCF_10	3700001	3800000	0.6364343889157853	960
MENA	E_Asia	jlSCF_10	3800001	3900000	0.7570601540108285	907
N_Europe	E_Asia	jlSCF_10	3800001	3900000	0.779198935903281	907
N_Europe	MENA	jlSCF_10	3800001	3900000	0.4022364961463647	907
NYC	E_Asia	jlSCF_10	3800001	3900000	0.8604285319101781	907
NYC	MENA	jlSCF_10	3800001	3900000	0.6691360742943987	907
NYC	N_Europe	jlSCF_10	3800001	3900000	0.0843771213333872	907
N_Europe	MENA	jlSCF_10	3900001	4000000	0.4714730033802079	1128
NYC	E_Asia	jlSCF_10	3900001	4000000	0.672287687245077	1128
NYC	MENA	jlSCF_10	3900001	4000000	0.8537632450676383	1128
NYC	N_Europe	jlSCF_10	3900001	4000000	0.1886347618358035	1128
MENA	E_Asia	jlSCF_10	3900001	4000000	0.4320969105775656	1128
N_Europe	E_Asia	jlSCF_10	3900001	4000000	0.4007914636884446	1128
MENA	E_Asia	jlSCF_10	4000001	4100000	0.6337954705368638	1476
N_Europe	E_Asia	jlSCF_10	4000001	4100000	0.4110920731948342	1476
N_Europe	MENA	jlSCF_10	4000001	4100000	0.375508531322925	1476
NYC	N_Europe	jlSCF_10	4000001	4100000	0.2039621070346577	1476
NYC	MENA	jlSCF_10	4000001	4100000	0.8408234355254728	1476
NYC	E_Asia	jlSCF_10	4000001	4100000	0.729431507531912	1476
N_Europe	E_Asia	jlSCF_10	4100001	4200000	0.4221567991810244	1430
MENA	E_Asia	jlSCF_10	4100001	4200000	0.5574670052304619	1430
N_Europe	MENA	jlSCF_10	4100001	4200000	0.3921601865248217	1430
NYC	E_Asia	jlSCF_10	4100001	4200000	0.667000887323579	1430
NYC	MENA	jlSCF_10	4100001	4200000	0.7832611053008087	1430
NYC	N_Europe	jlSCF_10	4100001	4200000	0.1799693802276947	1430
MENA	E_Asia	jlSCF_10	4200001	4300000	0.6113672815090654	826
NYC	MENA	jlSCF_10	4200001	4300000	0.5679930353866686	826
NYC	E_Asia	jlSCF_10	4200001	4300000	0.5541585982573087	826
N_Europe	MENA	jlSCF_10	4200001	4300000	0.21012062665238	826
N_Europe	E_Asia	jlSCF_10	4200001	4300000	0.3786391106295204	826
NYC	N_Europe	jlSCF_10	4200001	4300000	0.0997463734147418	826
N_Europe	MENA	jlSCF_10	4300001	4400000	0.3675007891098427	574
NYC	MENA	jlSCF_10	4300001	4400000	0.6694591698290391	574
MENA	E_Asia	jlSCF_10	4300001	4400000	0.6774143346439899	574
N_Europe	E_Asia	jlSCF_10	4300001	4400000	0.5441706409862246	574
NYC	E_Asia	jlSCF_10	4300001	4400000	0.7070704705004024	574
NYC	N_Europe	jlSCF_10	4300001	4400000	0.178678981039895	574
MENA	E_Asia	jlSCF_10	4400001	4500000	0.428694231053709	1018
N_Europe	E_Asia	jlSCF_10	4400001	4500000	0.4558890761012042	1018
N_Europe	MENA	jlSCF_10	4400001	4500000	0.2689906545252629	1018
NYC	E_Asia	jlSCF_10	4400001	4500000	0.6158752750221689	1018
NYC	MENA	jlSCF_10	4400001	4500000	0.5803187592513617	1018
NYC	N_Europe	jlSCF_10	4400001	4500000	0.2357260361794415	1018
NYC	MENA	jlSCF_10	4500001	4600000	0.366094462877187	1093
NYC	N_Europe	jlSCF_10	4500001	4600000	0.0589172072136449	1093
MENA	E_Asia	jlSCF_10	4500001	4600000	0.4014131760468549	1093
N_Europe	E_Asia	jlSCF_10	4500001	4600000	0.4507105943430955	1093
N_Europe	MENA	jlSCF_10	4500001	4600000	0.1589969807267349	1093
NYC	E_Asia	jlSCF_10	4500001	4600000	0.5578389721727481	1093
NYC	N_Europe	jlSCF_10	4600001	4700000	0.1152658302147193	65
NYC	MENA	jlSCF_10	4600001	4700000	0.3261859445529586	65
NYC	E_Asia	jlSCF_10	4600001	4700000	0.45557818461264	65
N_Europe	MENA	jlSCF_10	4600001	4700000	0.0795825738753291	65
N_Europe	E_Asia	jlSCF_10	4600001	4700000	0.3407124310455918	65
MENA	E_Asia	jlSCF_10	4600001	4700000	0.3829712740054393	65
NYC	N_Europe	jlSCF_10	4700001	4800000	0.069630794727053	1024
NYC	MENA	jlSCF_10	4700001	4800000	0.4741401132566993	1024
NYC	E_Asia	jlSCF_10	4700001	4800000	0.5997454461466122	1024
N_Europe	MENA	jlSCF_10	4700001	4800000	0.2542958781427345	1024
N_Europe	E_Asia	jlSCF_10	4700001	4800000	0.484136853681501	1024
MENA	E_Asia	jlSCF_10	4700001	4800000	0.4965811186937496	1024
NYC	N_Europe	jlSCF_10	4800001	4900000	0.0387176580906648	1248
NYC	MENA	jlSCF_10	4800001	4900000	0.5920538547796964	1248
NYC	E_Asia	jlSCF_10	4800001	4900000	0.6602934531720188	1248
N_Europe	E_Asia	jlSCF_10	4800001	4900000	0.5703964807291734	1248
MENA	E_Asia	jlSCF_10	4800001	4900000	0.6206143667381817	1248
N_Europe	MENA	jlSCF_10	4800001	4900000	0.3976256866718988	1248
NYC	MENA	jlSCF_10	4900001	5000000	0.7569613440782305	1056
N_Europe	E_Asia	jlSCF_10	4900001	5000000	0.6587459820804622	1056
N_Europe	MENA	jlSCF_10	4900001	5000000	0.5995837386753959	1056
NYC	E_Asia	jlSCF_10	4900001	5000000	0.7453182430645362	1056
NYC	N_Europe	jlSCF_10	4900001	5000000	0.0562706666827954	1056
MENA	E_Asia	jlSCF_10	4900001	5000000	0.7619761808412094	1056
MENA	E_Asia	jlSCF_10	5000001	5100000	0.8327582908406205	791
NYC	N_Europe	jlSCF_10	5000001	5100000	0.0635621908298963	791
NYC	MENA	jlSCF_10	5000001	5100000	0.8229070408853416	791
NYC	E_Asia	jlSCF_10	5000001	5100000	0.7645261440768018	791
N_Europe	MENA	jlSCF_10	5000001	5100000	0.670913269555959	791
N_Europe	E_Asia	jlSCF_10	5000001	5100000	0.6577554414926088	791
N_Europe	E_Asia	jlSCF_10	5100001	5200000	0.626952505550854	1671
N_Europe	MENA	jlSCF_10	5100001	5200000	0.5914263240929669	1671
NYC	E_Asia	jlSCF_10	5100001	5200000	0.7503440968645609	1671
NYC	MENA	jlSCF_10	5100001	5200000	0.7911816798295404	1671
NYC	N_Europe	jlSCF_10	5100001	5200000	0.07882384408294	1671
MENA	E_Asia	jlSCF_10	5100001	5200000	0.8836429025602622	1671
NYC	E_Asia	jlSCF_10	5200001	5300000	0.6997918728663918	1489
NYC	MENA	jlSCF_10	5200001	5300000	0.6301935683332417	1489
N_Europe	MENA	jlSCF_10	5200001	5300000	0.4066099400977077	1489
N_Europe	E_Asia	jlSCF_10	5200001	5300000	0.5814867793760699	1489
MENA	E_Asia	jlSCF_10	5200001	5300000	0.7888349276106237	1489
NYC	N_Europe	jlSCF_10	5200001	5300000	0.0805613882881167	1489
N_Europe	E_Asia	jlSCF_10	5300001	5400000	0.478064908634603	870
N_Europe	MENA	jlSCF_10	5300001	5400000	0.1913937036523769	870
NYC	E_Asia	jlSCF_10	5300001	5400000	0.6161333623526944	870
NYC	MENA	jlSCF_10	5300001	5400000	0.4370938604849661	870
NYC	N_Europe	jlSCF_10	5300001	5400000	0.1035408543195363	870
MENA	E_Asia	jlSCF_10	5300001	5400000	0.6607641059469642	870
MENA	E_Asia	jlSCF_10	5600001	5700000	-0.0356943386646357	1
N_Europe	E_Asia	jlSCF_10	5600001	5700000	0.0686794281898829	1
NYC	N_Europe	jlSCF_10	5600001	5700000	-0.0135191985653063	1
NYC	MENA	jlSCF_10	5600001	5700000	0.0297651991375021	1
NYC	E_Asia	jlSCF_10	5600001	5700000	0.0462362890451883	1
N_Europe	MENA	jlSCF_10	5600001	5700000	0.0376770603384842	1
NYC	N_Europe	jlSCF_10	6800001	6900000	-0.02301305581699	1
NYC	MENA	jlSCF_10	6800001	6900000	0.2258243412891289	1
NYC	E_Asia	jlSCF_10	6800001	6900000	0.1588252060179297	1
N_Europe	MENA	jlSCF_10	6800001	6900000	0.1880492091388401	1
N_Europe	E_Asia	jlSCF_10	6800001	6900000	0.1328350270149212	1
MENA	E_Asia	jlSCF_10	6800001	6900000	0.0346770567960437	1
MENA	E_Asia	jlSCF_10	7200001	7300000	NA	1
N_Europe	E_Asia	jlSCF_10	7200001	7300000	0.421898919211335	1
N_Europe	MENA	jlSCF_10	7200001	7300000	0.203431003414348	1
NYC	MENA	jlSCF_10	7200001	7300000	0.2201522718271948	1
NYC	N_Europe	jlSCF_10	7200001	7300000	-0.0246879884109389	1
NYC	E_Asia	jlSCF_10	7200001	7300000	0.3364782976784005	1
NYC	N_Europe	jlSCF_10	7300001	7400000	0.0950750558266969	157
NYC	MENA	jlSCF_10	7300001	7400000	0.785064126064422	157
NYC	E_Asia	jlSCF_10	7300001	7400000	0.8586124229911599	157
N_Europe	MENA	jlSCF_10	7300001	7400000	0.5581190361957149	157
N_Europe	E_Asia	jlSCF_10	7300001	7400000	0.7546743334835192	157
MENA	E_Asia	jlSCF_10	7300001	7400000	0.6220695002398752	157
NYC	MENA	jlSCF_10	7400001	7500000	0.698027400111356	526
MENA	E_Asia	jlSCF_10	7400001	7500000	0.7576918482628333	526
N_Europe	MENA	jlSCF_10	7400001	7500000	0.4677532839160496	526
NYC	E_Asia	jlSCF_10	7400001	7500000	0.8281244812775156	526
NYC	N_Europe	jlSCF_10	7400001	7500000	0.0871326539449994	526
N_Europe	E_Asia	jlSCF_10	7400001	7500000	0.7380095092851212	526
MENA	E_Asia	jlSCF_10	7500001	7600000	0.6775052868679511	666
N_Europe	E_Asia	jlSCF_10	7500001	7600000	0.5529257679679132	666
N_Europe	MENA	jlSCF_10	7500001	7600000	0.1814957584667906	666
NYC	E_Asia	jlSCF_10	7500001	7600000	0.6473190754027149	666
NYC	MENA	jlSCF_10	7500001	7600000	0.3642340261975739	666
NYC	N_Europe	jlSCF_10	7500001	7600000	0.0619224550486959	666
NYC	E_Asia	jlSCF_10	7600001	7700000	0.6281873532503255	686
MENA	E_Asia	jlSCF_10	7600001	7700000	0.6739522151046264	686
N_Europe	E_Asia	jlSCF_10	7600001	7700000	0.5172857315723013	686
N_Europe	MENA	jlSCF_10	7600001	7700000	0.3030283393991444	686
NYC	MENA	jlSCF_10	7600001	7700000	0.4853548105958721	686
NYC	N_Europe	jlSCF_10	7600001	7700000	0.0733680827904974	686
NYC	N_Europe	jlSCF_10	7700001	7800000	0.0719389081846517	1145
N_Europe	MENA	jlSCF_10	7700001	7800000	0.4071975985005466	1145
MENA	E_Asia	jlSCF_10	7700001	7800000	0.8192518966612701	1145
N_Europe	E_Asia	jlSCF_10	7700001	7800000	0.6259790887044553	1145
NYC	E_Asia	jlSCF_10	7700001	7800000	0.7334242015441051	1145
NYC	MENA	jlSCF_10	7700001	7800000	0.6442178496183872	1145
MENA	E_Asia	jlSCF_10	7800001	7900000	0.6457499241368293	1148
N_Europe	MENA	jlSCF_10	7800001	7900000	0.5654421974700801	1148
NYC	E_Asia	jlSCF_10	7800001	7900000	0.7039931453691988	1148
NYC	MENA	jlSCF_10	7800001	7900000	0.7562021244519058	1148
NYC	N_Europe	jlSCF_10	7800001	7900000	0.0741371512211955	1148
N_Europe	E_Asia	jlSCF_10	7800001	7900000	0.5608917094345588	1148
MENA	E_Asia	jlSCF_10	7900001	8000000	0.8034662962792516	994
N_Europe	E_Asia	jlSCF_10	7900001	8000000	0.7485751942181611	994
N_Europe	MENA	jlSCF_10	7900001	8000000	0.5882753298539819	994
NYC	MENA	jlSCF_10	7900001	8000000	0.9178607475311914	994
