pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
MENA	E_Asia	jlSCF_9	2800001	2887983	0.7623166063808694	1453
NYC	N_Europe	jlSCF_9	2887983	2910958	0.4596916888790885	173
NYC	MENA	jlSCF_9	2887983	2910958	0.6304124067417359	173
N_Europe	E_Asia	jlSCF_9	2887983	2910958	0.4791040697900228	173
N_Europe	MENA	jlSCF_9	2887983	2910958	0.1215127308218202	173
MENA	E_Asia	jlSCF_9	2887983	2910958	0.7569074983113976	173
NYC	E_Asia	jlSCF_9	2887983	2910958	0.7219765033670851	173
NYC	MENA	jlSCF_9	2910958	2949731	0.6453227458892015	584
N_Europe	E_Asia	jlSCF_9	2910958	2949731	0.5083978430514552	584
N_Europe	MENA	jlSCF_9	2910958	2949731	0.2523027300095295	584
NYC	E_Asia	jlSCF_9	2910958	2949731	0.6975098500406837	584
NYC	N_Europe	jlSCF_9	2910958	2949731	0.3625590265884651	584
MENA	E_Asia	jlSCF_9	2910958	2949731	0.6887641423287434	584
N_Europe	E_Asia	jlSCF_9	2949731	3247952	0.5054365930808189	3441
MENA	E_Asia	jlSCF_9	2949731	3247952	0.6815307069573795	3441
N_Europe	MENA	jlSCF_9	2949731	3247952	0.3974655342463552	3441
NYC	E_Asia	jlSCF_9	2949731	3247952	0.8272538024563734	3441
NYC	MENA	jlSCF_9	2949731	3247952	0.7981595525740641	3441
NYC	N_Europe	jlSCF_9	2949731	3247952	0.4205440314410683	3441
NYC	E_Asia	jlSCF_9	3247952	3268026	0.4559477205682325	276
N_Europe	MENA	jlSCF_9	3247952	3268026	0.4016477303602742	276
NYC	MENA	jlSCF_9	3247952	3268026	0.4345176190521297	276
NYC	N_Europe	jlSCF_9	3247952	3268026	0.2572847104062851	276
N_Europe	E_Asia	jlSCF_9	3247952	3268026	0.263128386099151	276
MENA	E_Asia	jlSCF_9	3247952	3268026	0.5207170247424036	276
N_Europe	MENA	jlSCF_9	3268026	3283813	0.2414332020221651	239
N_Europe	E_Asia	jlSCF_9	3268026	3283813	0.2797257955630278	239
NYC	N_Europe	jlSCF_9	3268026	3283813	0.0767423578178202	239
NYC	MENA	jlSCF_9	3268026	3283813	0.2497672992643072	239
NYC	E_Asia	jlSCF_9	3268026	3283813	0.2705924581946786	239
MENA	E_Asia	jlSCF_9	3268026	3283813	0.4018949805802906	239
NYC	MENA	jlSCF_9	3283813	3293832	0.2993520000382256	146
NYC	E_Asia	jlSCF_9	3283813	3293832	0.2857531518030158	146
N_Europe	MENA	jlSCF_9	3283813	3293832	0.2639246941785152	146
N_Europe	E_Asia	jlSCF_9	3283813	3293832	0.2968350125717194	146
MENA	E_Asia	jlSCF_9	3283813	3293832	0.4208739876943683	146
NYC	N_Europe	jlSCF_9	3283813	3293832	0.1058623721656105	146
N_Europe	E_Asia	jlSCF_9	3293832	3315967	0.2697043965137929	283
NYC	MENA	jlSCF_9	3293832	3315967	0.266760997372619	283
NYC	E_Asia	jlSCF_9	3293832	3315967	0.2778967041639477	283
N_Europe	MENA	jlSCF_9	3293832	3315967	0.2374584266707584	283
NYC	N_Europe	jlSCF_9	3293832	3315967	0.0127516889026855	283
MENA	E_Asia	jlSCF_9	3293832	3315967	0.2775339576216705	283
N_Europe	MENA	jlSCF_9	3315967	3399542	0.5290279480478216	1466
NYC	N_Europe	jlSCF_9	3315967	3399542	0.0119257237129319	1466
NYC	MENA	jlSCF_9	3315967	3399542	0.4625782701086254	1466
NYC	E_Asia	jlSCF_9	3315967	3399542	0.3988562110570149	1466
MENA	E_Asia	jlSCF_9	3315967	3399542	0.5425647076664958	1466
N_Europe	E_Asia	jlSCF_9	3315967	3399542	0.4296298558606526	1466
N_Europe	E_Asia	jlSCF_9	3399542	3401767	0.3797986465961127	42
NYC	E_Asia	jlSCF_9	3399542	3401767	0.2704321179541655	42
NYC	MENA	jlSCF_9	3399542	3401767	0.3179502821646784	42
NYC	N_Europe	jlSCF_9	3399542	3401767	0.0580655198988351	42
N_Europe	MENA	jlSCF_9	3399542	3401767	0.568310473444241	42
MENA	E_Asia	jlSCF_9	3399542	3401767	0.907630745176636	42
NYC	MENA	jlSCF_9	3401767	3426861	0.2849452160550313	373
NYC	E_Asia	jlSCF_9	3401767	3426861	0.2711768666536544	373
N_Europe	MENA	jlSCF_9	3401767	3426861	0.3652543775418974	373
N_Europe	E_Asia	jlSCF_9	3401767	3426861	0.332057743481418	373
MENA	E_Asia	jlSCF_9	3401767	3426861	0.784413670618717	373
NYC	N_Europe	jlSCF_9	3401767	3426861	0.0275879583075532	373
NYC	MENA	jlSCF_9	3426861	3520633	0.3046160593654132	1549
NYC	E_Asia	jlSCF_9	3426861	3520633	0.3926422642392366	1549
NYC	N_Europe	jlSCF_9	3426861	3520633	0.0224775263127707	1549
MENA	E_Asia	jlSCF_9	3426861	3520633	0.5979508002062014	1549
N_Europe	E_Asia	jlSCF_9	3426861	3520633	0.4624127290038958	1549
N_Europe	MENA	jlSCF_9	3426861	3520633	0.3233382129071021	1549
MENA	E_Asia	jlSCF_9	3520633	3568715	0.5838933860128633	772
N_Europe	E_Asia	jlSCF_9	3520633	3568715	0.3099752420263527	772
N_Europe	MENA	jlSCF_9	3520633	3568715	0.2325107835647288	772
NYC	E_Asia	jlSCF_9	3520633	3568715	0.2839547902198907	772
NYC	MENA	jlSCF_9	3520633	3568715	0.2145442475781702	772
NYC	N_Europe	jlSCF_9	3520633	3568715	0.0309612456933836	772
NYC	E_Asia	jlSCF_9	3568715	3591965	0.2922730935232216	420
N_Europe	MENA	jlSCF_9	3568715	3591965	0.3173058542045724	420
N_Europe	E_Asia	jlSCF_9	3568715	3591965	0.2978208558631774	420
MENA	E_Asia	jlSCF_9	3568715	3591965	0.6463145183543596	420
NYC	MENA	jlSCF_9	3568715	3591965	0.2749970318494329	420
NYC	N_Europe	jlSCF_9	3568715	3591965	0.0649903755733319	420
NYC	N_Europe	jlSCF_9	3591965	3611416	0.0619873600501915	237
N_Europe	E_Asia	jlSCF_9	3591965	3611416	0.3975516675378295	237
N_Europe	MENA	jlSCF_9	3591965	3611416	0.2707435398359389	237
NYC	E_Asia	jlSCF_9	3591965	3611416	0.3425879107435737	237
NYC	MENA	jlSCF_9	3591965	3611416	0.2499073514377554	237
MENA	E_Asia	jlSCF_9	3591965	3611416	0.8270909394384031	237
MENA	E_Asia	jlSCF_9	3611416	3641554	0.8762146195842208	437
N_Europe	E_Asia	jlSCF_9	3611416	3641554	0.3237712883547032	437
N_Europe	MENA	jlSCF_9	3611416	3641554	0.3509709479551871	437
NYC	E_Asia	jlSCF_9	3611416	3641554	0.2544388441649338	437
NYC	MENA	jlSCF_9	3611416	3641554	0.2978142101288868	437
NYC	N_Europe	jlSCF_9	3611416	3641554	-0.0094054804304869	437
NYC	E_Asia	jlSCF_9	3641554	3697830	0.2472847104780086	829
NYC	MENA	jlSCF_9	3641554	3697830	0.2043493011478512	829
NYC	N_Europe	jlSCF_9	3641554	3697830	0.010764050831847	829
MENA	E_Asia	jlSCF_9	3641554	3697830	0.7609343033103921	829
N_Europe	E_Asia	jlSCF_9	3641554	3697830	0.3874133415581968	829
N_Europe	MENA	jlSCF_9	3641554	3697830	0.2882821448612688	829
NYC	MENA	jlSCF_9	3697830	3748284	0.6288226405966937	465
N_Europe	MENA	jlSCF_9	3697830	3748284	0.604202830466103	465
N_Europe	E_Asia	jlSCF_9	3697830	3748284	0.3202654774612667	465
MENA	E_Asia	jlSCF_9	3697830	3748284	0.949003010347708	465
NYC	N_Europe	jlSCF_9	3697830	3748284	-0.0011093526350407	465
NYC	E_Asia	jlSCF_9	3697830	3748284	0.2272806950118722	465
NYC	N_Europe	jlSCF_9	3842571	3869511	0.0546642276571463	546
NYC	MENA	jlSCF_9	3842571	3869511	0.3880236354075597	546
NYC	E_Asia	jlSCF_9	3842571	3869511	0.5187668047807346	546
N_Europe	E_Asia	jlSCF_9	3842571	3869511	0.6268243504877697	546
MENA	E_Asia	jlSCF_9	3842571	3869511	0.7306793928418173	546
N_Europe	MENA	jlSCF_9	3842571	3869511	0.4279926073428131	546
MENA	E_Asia	jlSCF_9	3869511	3873129	0.5528005377931848	73
N_Europe	E_Asia	jlSCF_9	3869511	3873129	0.6534747727244732	73
N_Europe	MENA	jlSCF_9	3869511	3873129	0.354718085835867	73
NYC	E_Asia	jlSCF_9	3869511	3873129	0.737041619222699	73
NYC	MENA	jlSCF_9	3869511	3873129	0.5601381717571983	73
NYC	N_Europe	jlSCF_9	3869511	3873129	0.1048605996702177	73
MENA	E_Asia	jlSCF_9	3873129	3986683	0.6229067405482269	1263
N_Europe	MENA	jlSCF_9	3873129	3986683	0.2846964035025911	1263
NYC	E_Asia	jlSCF_9	3873129	3986683	0.7980219587249852	1263
NYC	MENA	jlSCF_9	3873129	3986683	0.5126559654093428	1263
NYC	N_Europe	jlSCF_9	3873129	3986683	0.0955984722789541	1263
N_Europe	E_Asia	jlSCF_9	3873129	3986683	0.7320801482839087	1263
NYC	MENA	jlSCF_9	3986683	4197941	0.9143988142509514	2557
NYC	E_Asia	jlSCF_9	3986683	4197941	0.9815221690195398	2557
N_Europe	MENA	jlSCF_9	3986683	4197941	0.4963773022699785	2557
N_Europe	E_Asia	jlSCF_9	3986683	4197941	0.8209141236851125	2557
MENA	E_Asia	jlSCF_9	3986683	4197941	0.5809670402945427	2557
NYC	N_Europe	jlSCF_9	3986683	4197941	0.2263812930554263	2557
NYC	MENA	jlSCF_9	4218218	4229167	0.9220369003611972	110
NYC	E_Asia	jlSCF_9	4218218	4229167	0.9884423702151334	110
N_Europe	MENA	jlSCF_9	4218218	4229167	0.5120015588276955	110
N_Europe	E_Asia	jlSCF_9	4218218	4229167	0.8381942514010481	110
MENA	E_Asia	jlSCF_9	4218218	4229167	0.4622403106477006	110
NYC	N_Europe	jlSCF_9	4218218	4229167	0.2247226893826631	110
N_Europe	E_Asia	jlSCF_9	4229167	4348021	0.8132843440949592	1358
NYC	N_Europe	jlSCF_9	4229167	4348021	0.2185767740109923	1358
NYC	MENA	jlSCF_9	4229167	4348021	0.9187989311064472	1358
NYC	E_Asia	jlSCF_9	4229167	4348021	0.9757546436553972	1358
N_Europe	MENA	jlSCF_9	4229167	4348021	0.5072495186738009	1358
MENA	E_Asia	jlSCF_9	4229167	4348021	0.5458430826647745	1358
NYC	MENA	jlSCF_9	4348021	4399199	0.4551177154642325	708
NYC	E_Asia	jlSCF_9	4348021	4399199	0.7152211859130778	708
N_Europe	MENA	jlSCF_9	4348021	4399199	0.1107853966415877	708
N_Europe	E_Asia	jlSCF_9	4348021	4399199	0.5097738138176493	708
MENA	E_Asia	jlSCF_9	4348021	4399199	0.5834923781062493	708
NYC	N_Europe	jlSCF_9	4348021	4399199	0.159537368540019	708
N_Europe	E_Asia	jlSCF_9	4399199	4454218	0.5409120280223345	797
N_Europe	MENA	jlSCF_9	4399199	4454218	0.1398461609156393	797
NYC	E_Asia	jlSCF_9	4399199	4454218	0.7220071759224775	797
NYC	MENA	jlSCF_9	4399199	4454218	0.4576152479197938	797
NYC	N_Europe	jlSCF_9	4399199	4454218	0.1526242412247798	797
MENA	E_Asia	jlSCF_9	4399199	4454218	0.6178493535188249	797
N_Europe	E_Asia	jlSCF_9	4454218	4509531	0.4987856069381711	601
N_Europe	MENA	jlSCF_9	4454218	4509531	0.0304284901467233	601
NYC	E_Asia	jlSCF_9	4454218	4509531	0.6577705945568683	601
NYC	MENA	jlSCF_9	4454218	4509531	0.2543678983070252	601
NYC	N_Europe	jlSCF_9	4454218	4509531	0.1175560002869992	601
MENA	E_Asia	jlSCF_9	4454218	4509531	0.6388860608392587	601
MENA	E_Asia	jlSCF_9	4509531	4600251	0.7269829502435369	1076
N_Europe	E_Asia	jlSCF_9	4509531	4600251	0.4465629914712375	1076
N_Europe	MENA	jlSCF_9	4509531	4600251	0.1859811808907306	1076
NYC	E_Asia	jlSCF_9	4509531	4600251	0.5183325839003545	1076
NYC	MENA	jlSCF_9	4509531	4600251	0.3037380290289689	1076
NYC	N_Europe	jlSCF_9	4509531	4600251	0.0521652179725475	1076
NYC	MENA	jlSCF_9	4779869	4828709	0.3322042556893654	577
NYC	E_Asia	jlSCF_9	4779869	4828709	0.2919462509055228	577
NYC	N_Europe	jlSCF_9	4779869	4828709	0.1130728933474254	577
N_Europe	E_Asia	jlSCF_9	4779869	4828709	0.4241468022407513	577
MENA	E_Asia	jlSCF_9	4779869	4828709	0.870628335834904	577
N_Europe	MENA	jlSCF_9	4779869	4828709	0.5774827406738319	577
NYC	N_Europe	jlSCF_9	4828709	4939800	0.0219286756203929	1296
NYC	MENA	jlSCF_9	4828709	4939800	0.2587149254821264	1296
NYC	E_Asia	jlSCF_9	4828709	4939800	0.2902918461966424	1296
N_Europe	MENA	jlSCF_9	4828709	4939800	0.3003046865596908	1296
N_Europe	E_Asia	jlSCF_9	4828709	4939800	0.339995789571814	1296
MENA	E_Asia	jlSCF_9	4828709	4939800	0.7511089440477461	1296
NYC	E_Asia	jlSCF_9	4939800	4956032	0.2967140388251233	236
MENA	E_Asia	jlSCF_9	4939800	4956032	0.7315450834791934	236
N_Europe	E_Asia	jlSCF_9	4939800	4956032	0.3380291646198452	236
N_Europe	MENA	jlSCF_9	4939800	4956032	0.2757284340350049	236
NYC	MENA	jlSCF_9	4939800	4956032	0.3401668076659132	236
NYC	N_Europe	jlSCF_9	4939800	4956032	0.0487331296314971	236
MENA	E_Asia	jlSCF_9	4956032	4963783	0.6617548922245592	164
N_Europe	E_Asia	jlSCF_9	4956032	4963783	0.3823646734641524	164
N_Europe	MENA	jlSCF_9	4956032	4963783	0.2482919320604873	164
NYC	E_Asia	jlSCF_9	4956032	4963783	0.4226023222396566	164
NYC	MENA	jlSCF_9	4956032	4963783	0.3441439235767109	164
NYC	N_Europe	jlSCF_9	4956032	4963783	0.0107448037873153	164
NYC	MENA	jlSCF_9	4972226	5006624	0.3686043506217381	485
NYC	N_Europe	jlSCF_9	4972226	5006624	0.0245296006756632	485
N_Europe	E_Asia	jlSCF_9	4972226	5006624	0.2815630673318527	485
MENA	E_Asia	jlSCF_9	4972226	5006624	0.7356735837222707	485
N_Europe	MENA	jlSCF_9	4972226	5006624	0.2814658188934583	485
NYC	E_Asia	jlSCF_9	4972226	5006624	0.2511449224433491	485
NYC	MENA	jlSCF_9	5006624	5027641	0.3865461455913616	280
NYC	E_Asia	jlSCF_9	5006624	5027641	0.2711897786603194	280
N_Europe	MENA	jlSCF_9	5006624	5027641	0.3561775280031087	280
N_Europe	E_Asia	jlSCF_9	5006624	5027641	0.3301715510192372	280
MENA	E_Asia	jlSCF_9	5006624	5027641	0.8767388414913141	280
NYC	N_Europe	jlSCF_9	5006624	5027641	0.0337112519126662	280
NYC	N_Europe	jlSCF_9	5027641	5175659	0.0475066650415241	2405
NYC	MENA	jlSCF_9	5027641	5175659	0.2329246587393838	2405
NYC	E_Asia	jlSCF_9	5027641	5175659	0.3396542543869236	2405
N_Europe	MENA	jlSCF_9	5027641	5175659	0.2576782837771821	2405
MENA	E_Asia	jlSCF_9	5027641	5175659	0.4967219668367742	2405
N_Europe	E_Asia	jlSCF_9	5027641	5175659	0.3956497795937282	2405
NYC	N_Europe	jlSCF_9	5175659	5184298	-0.0253068034455681	155
NYC	MENA	jlSCF_9	5175659	5184298	0.16327148415871	155
NYC	E_Asia	jlSCF_9	5175659	5184298	0.2709847061598116	155
N_Europe	MENA	jlSCF_9	5175659	5184298	0.1535252074237777	155
N_Europe	E_Asia	jlSCF_9	5175659	5184298	0.3410229430450307	155
MENA	E_Asia	jlSCF_9	5175659	5184298	0.5651914821228653	155
MENA	E_Asia	jlSCF_9	5184298	5216155	0.6842172500566598	499
N_Europe	E_Asia	jlSCF_9	5184298	5216155	0.4342092880084668	499
N_Europe	MENA	jlSCF_9	5184298	5216155	0.1906786684936089	499
NYC	E_Asia	jlSCF_9	5184298	5216155	0.3527462922315384	499
NYC	MENA	jlSCF_9	5184298	5216155	0.1886276779282465	499
NYC	N_Europe	jlSCF_9	5184298	5216155	-0.0199553029145537	499
NYC	E_Asia	jlSCF_9	5216155	5296899	0.4362294692792779	1084
MENA	E_Asia	jlSCF_9	5216155	5296899	0.7193374289433077	1084
N_Europe	E_Asia	jlSCF_9	5216155	5296899	0.6340682357690753	1084
N_Europe	MENA	jlSCF_9	5216155	5296899	0.4130275054050025	1084
NYC	MENA	jlSCF_9	5216155	5296899	0.3283329890785789	1084
NYC	N_Europe	jlSCF_9	5216155	5296899	0.0328580643773162	1084
NYC	N_Europe	jlSCF_9	5509477	5563721	0.0823252130947727	1086
NYC	E_Asia	jlSCF_9	5509477	5563721	0.4798962697510427	1086
N_Europe	MENA	jlSCF_9	5509477	5563721	0.1350735948737023	1086
N_Europe	E_Asia	jlSCF_9	5509477	5563721	0.3135635632411512	1086
MENA	E_Asia	jlSCF_9	5509477	5563721	0.3825608567599511	1086
NYC	MENA	jlSCF_9	5509477	5563721	0.38253689744513	1086
NYC	N_Europe	jlSCF_9	5690374	5744075	0.1394555676367252	1084
NYC	MENA	jlSCF_9	5690374	5744075	0.912736263435724	1084
MENA	E_Asia	jlSCF_9	5690374	5744075	0.7509797190537058	1084
N_Europe	E_Asia	jlSCF_9	5690374	5744075	0.7092934142338166	1084
N_Europe	MENA	jlSCF_9	5690374	5744075	0.565944645050506	1084
NYC	E_Asia	jlSCF_9	5690374	5744075	0.8880613753387335	1084
NYC	N_Europe	jlSCF_9	5744075	5861281	0.1644205694376139	2018
NYC	MENA	jlSCF_9	5744075	5861281	0.5701018388639559	2018
NYC	E_Asia	jlSCF_9	5744075	5861281	0.8599147954381026	2018
N_Europe	MENA	jlSCF_9	5744075	5861281	0.2113050369074751	2018
N_Europe	E_Asia	jlSCF_9	5744075	5861281	0.6972560708756924	2018
MENA	E_Asia	jlSCF_9	5744075	5861281	0.7906507766969373	2018
NYC	E_Asia	jlSCF_9	5861281	5870718	0.8837487796376327	196
NYC	N_Europe	jlSCF_9	5861281	5870718	0.1208032491549457	196
N_Europe	E_Asia	jlSCF_9	5861281	5870718	0.7283790377277675	196
MENA	E_Asia	jlSCF_9	5861281	5870718	0.6722493230225562	196
NYC	MENA	jlSCF_9	5861281	5870718	0.595420737786688	196
N_Europe	MENA	jlSCF_9	5861281	5870718	0.1728895142862322	196
NYC	E_Asia	jlSCF_9	5870718	5909780	0.815908613709247	632
N_Europe	E_Asia	jlSCF_9	5870718	5909780	0.6385548635345923	632
N_Europe	MENA	jlSCF_9	5870718	5909780	0.202393950656893	632
NYC	MENA	jlSCF_9	5870718	5909780	0.5827783077330673	632
NYC	N_Europe	jlSCF_9	5870718	5909780	0.0967372168276557	632
MENA	E_Asia	jlSCF_9	5870718	5909780	0.4777061921580958	632
NYC	MENA	jlSCF_9	5909780	6017317	0.7304468376812876	1358
MENA	E_Asia	jlSCF_9	5909780	6017317	0.3918829726627204	1358
N_Europe	E_Asia	jlSCF_9	5909780	6017317	0.6744146003733247	1358
N_Europe	MENA	jlSCF_9	5909780	6017317	0.4103683988131612	1358
NYC	N_Europe	jlSCF_9	5909780	6017317	0.0899902410671822	1358
NYC	E_Asia	jlSCF_9	5909780	6017317	0.837878118645946	1358
N_Europe	E_Asia	jlSCF_9	6017317	6126555	0.6498106773243887	953
NYC	N_Europe	jlSCF_9	6017317	6126555	0.1138910665141685	953
NYC	MENA	jlSCF_9	6017317	6126555	0.9187753015453634	953
MENA	E_Asia	jlSCF_9	6017317	6126555	0.8533503827279928	953
N_Europe	MENA	jlSCF_9	6017317	6126555	0.8211673806918051	953
NYC	E_Asia	jlSCF_9	6017317	6126555	0.7997772311199356	953
MENA	E_Asia	jlSCF_9	6126555	6129450	0.8113213836163442	23
N_Europe	E_Asia	jlSCF_9	6126555	6129450	0.7540643815364296	23
N_Europe	MENA	jlSCF_9	6126555	6129450	0.8067566708573619	23
NYC	E_Asia	jlSCF_9	6126555	6129450	0.8333164181695067	23
NYC	MENA	jlSCF_9	6126555	6129450	0.9006025938527884	23
NYC	N_Europe	jlSCF_9	6126555	6129450	0.0154995287311349	23
NYC	MENA	jlSCF_9	6576016	6585737	0.4190797825269851	83
NYC	N_Europe	jlSCF_9	6576016	6585737	0.030382104293105	83
NYC	E_Asia	jlSCF_9	6576016	6585737	0.3976877914868095	83
N_Europe	MENA	jlSCF_9	6576016	6585737	0.2933504019778498	83
N_Europe	E_Asia	jlSCF_9	6576016	6585737	0.3536162948070836	83
MENA	E_Asia	jlSCF_9	6576016	6585737	0.7456784557669005	83
NYC	N_Europe	jlSCF_9	6585737	6615434	0.0259622804070504	360
NYC	MENA	jlSCF_9	6585737	6615434	0.2895622391148255	360
NYC	E_Asia	jlSCF_9	6585737	6615434	0.4845984894695304	360
N_Europe	MENA	jlSCF_9	6585737	6615434	0.2109053746855745	360
N_Europe	E_Asia	jlSCF_9	6585737	6615434	0.4442834269361275	360
MENA	E_Asia	jlSCF_9	6585737	6615434	0.8147875594758464	360
N_Europe	MENA	jlSCF_9	6615434	6845799	0.2559384896485369	2941
NYC	N_Europe	jlSCF_9	6615434	6845799	0.0104551119940149	2941
MENA	E_Asia	jlSCF_9	6615434	6845799	0.7611627657700317	2941
NYC	MENA	jlSCF_9	6615434	6845799	0.3200881406203038	2941
NYC	E_Asia	jlSCF_9	6615434	6845799	0.3432307926205474	2941
N_Europe	E_Asia	jlSCF_9	6615434	6845799	0.34311574855929	2941
N_Europe	E_Asia	jlSCF_9	6896472	6950051	0.7586958524044387	478
N_Europe	MENA	jlSCF_9	6896472	6950051	0.7329360200792232	478
NYC	E_Asia	jlSCF_9	6896472	6950051	0.8663728961748222	478
NYC	MENA	jlSCF_9	6896472	6950051	0.8851495724873863	478
NYC	N_Europe	jlSCF_9	6896472	6950051	0.0800827937780549	478
MENA	E_Asia	jlSCF_9	6896472	6950051	0.8297786030023268	478
N_Europe	E_Asia	jlSCF_9	7338618	7387532	0.63776237900773	729
NYC	N_Europe	jlSCF_9	7338618	7387532	0.0717723439097782	729
NYC	MENA	jlSCF_9	7338618	7387532	0.6319548818752873	729
NYC	E_Asia	jlSCF_9	7338618	7387532	0.8237354212921187	729
N_Europe	MENA	jlSCF_9	7338618	7387532	0.251288276906796	729
MENA	E_Asia	jlSCF_9	7338618	7387532	0.7701569192718427	729
N_Europe	E_Asia	jlSCF_9	9677452	9683954	0.9366509784963806	53
MENA	E_Asia	jlSCF_9	9677452	9683954	0.9411022972101676	53
N_Europe	MENA	jlSCF_9	9677452	9683954	0.1141801246744325	53
NYC	MENA	jlSCF_9	9677452	9683954	0.4007025783995667	53
NYC	N_Europe	jlSCF_9	9677452	9683954	0.0180358910683848	53
NYC	E_Asia	jlSCF_9	9677452	9683954	0.9732798547946384	53
NYC	MENA	jlSCF_9	9751205	9763221	0.8734196060485401	53
NYC	E_Asia	jlSCF_9	9751205	9763221	0.9166681000385256	53
N_Europe	MENA	jlSCF_9	9751205	9763221	0.6463343933712105	53
N_Europe	E_Asia	jlSCF_9	9751205	9763221	0.8152722033155763	53
MENA	E_Asia	jlSCF_9	9751205	9763221	0.8080839185316938	53
NYC	N_Europe	jlSCF_9	9751205	9763221	0.1375559922947578	53
MENA	E_Asia	jlSCF_9	10175003	10207241	0.7149924288523223	175
NYC	MENA	jlSCF_9	10175003	10207241	0.6541198288506194	175
NYC	N_Europe	jlSCF_9	10175003	10207241	0.0998146088296339	175
NYC	E_Asia	jlSCF_9	10175003	10207241	0.752907330944445	175
N_Europe	MENA	jlSCF_9	10175003	10207241	0.4490222651369057	175
N_Europe	E_Asia	jlSCF_9	10175003	10207241	0.638912723428203	175
N_Europe	MENA	jlSCF_9	10207241	10227243	0.5937605538794328	263
NYC	MENA	jlSCF_9	10207241	10227243	0.7972889282202407	263
NYC	N_Europe	jlSCF_9	10207241	10227243	0.0984404158737021	263
