pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
NYC	MENA	jlSCF_10	700001	800000	0.1674969739192708	3293	1032852	6166392	683048
NYC	E_Asia	jlSCF_10	700001	800000	0.2342073863649102	3293	6267874	26762068	2348052
N_Europe	MENA	jlSCF_10	700001	800000	0.1638863968195331	3293	372658	2273880	571272
N_Europe	E_Asia	jlSCF_10	700001	800000	0.1877118440908755	3293	1847930	9844504	2247392
MENA	E_Asia	jlSCF_10	700001	800000	0.1637218738966221	3293	489662	2990816	591968
NYC	N_Europe	jlSCF_10	800001	900000	0.115354083107307	3499	2470298	21414916	3148064
NYC	MENA	jlSCF_10	800001	900000	0.1442554096847176	3499	911262	6317004	960916
N_Europe	E_Asia	jlSCF_10	800001	900000	0.0948462134670793	3499	1028894	10848024	2000304
N_Europe	MENA	jlSCF_10	800001	900000	0.1424843414981135	3499	337318	2367404	655732
NYC	E_Asia	jlSCF_10	800001	900000	0.1271910969528956	3499	3695954	29058276	1872884
MENA	E_Asia	jlSCF_10	800001	900000	0.1471908123464392	3499	472310	3208828	598084
NYC	N_Europe	jlSCF_10	900001	1000000	0.1287804264062083	2381	1796642	13951204	2763416
NYC	MENA	jlSCF_10	900001	1000000	0.148468441813722	2381	670414	4515532	436948
NYC	E_Asia	jlSCF_10	900001	1000000	0.1520776649456009	2381	2968862	19522012	1526028
N_Europe	MENA	jlSCF_10	900001	1000000	0.1415548938055275	2381	230072	1625320	431864
N_Europe	E_Asia	jlSCF_10	900001	1000000	0.1399419003277724	2381	982152	7018284	1724748
MENA	E_Asia	jlSCF_10	900001	1000000	0.14161259090965	2381	322372	2276436	314092
N_Europe	E_Asia	jlSCF_10	1000001	1100000	0.0697431508344759	2290	479148	6870180	1538700
N_Europe	MENA	jlSCF_10	1000001	1100000	0.1491175533118098	2290	232046	1556128	422432
MENA	E_Asia	jlSCF_10	1000001	1100000	0.1691734396446692	2290	351020	2074912	416608
NYC	MENA	jlSCF_10	1000001	1100000	0.1484438710018424	2290	629098	4237952	525248
NYC	N_Europe	jlSCF_10	1000001	1100000	0.1104621374703874	2290	1554022	14068368	2007432
NYC	E_Asia	jlSCF_10	1000001	1100000	0.101194721540638	2290	1897280	18748804	1494796
NYC	MENA	jlSCF_10	1100001	1200000	0.2020241794235798	3771	1392446	6892472	951208
MENA	E_Asia	jlSCF_10	1100001	1200000	0.2389956346414104	3771	832830	3484708	618140
N_Europe	E_Asia	jlSCF_10	1100001	1200000	0.1116152270230278	3771	1306454	11704980	2142132
N_Europe	MENA	jlSCF_10	1100001	1200000	0.1917714823086869	3771	489420	2552100	706044
NYC	E_Asia	jlSCF_10	1100001	1200000	0.1071630893856351	3771	3406502	31788016	1547624
NYC	N_Europe	jlSCF_10	1100001	1200000	0.135430977638404	3771	3148170	23245568	3226852
MENA	E_Asia	jlSCF_10	1200001	1300000	0.1677649612333717	3547	539820	3217716	641420
N_Europe	E_Asia	jlSCF_10	1200001	1300000	0.1215302715189372	3547	1351018	11116720	1907864
N_Europe	MENA	jlSCF_10	1200001	1300000	0.1285089628328855	3547	308238	2398572	666036
NYC	E_Asia	jlSCF_10	1200001	1300000	0.1233675327524897	3547	3683870	29860936	1494544
NYC	MENA	jlSCF_10	1200001	1300000	0.1342351009325876	3547	860636	6411408	966352
NYC	N_Europe	jlSCF_10	1200001	1300000	0.1172007798365395	3547	2605168	22228248	2671692
NYC	E_Asia	jlSCF_10	1300001	1400000	0.1098828256219822	2653	2448072	22278932	1173588
N_Europe	E_Asia	jlSCF_10	1300001	1400000	0.0866412432015774	2653	709030	8183516	1558300
N_Europe	MENA	jlSCF_10	1300001	1400000	0.1611762498827502	2653	274928	1705760	586432
NYC	MENA	jlSCF_10	1300001	1400000	0.1690516821274285	2653	779830	4612968	905272
NYC	N_Europe	jlSCF_10	1300001	1400000	0.10640877000039	2653	1713334	16101436	2522624
MENA	E_Asia	jlSCF_10	1300001	1400000	0.1781383846624515	2653	419238	2353440	533024
NYC	N_Europe	jlSCF_10	1400001	1500000	0.1228253536709273	3380	2572946	20948004	2779596
NYC	MENA	jlSCF_10	1400001	1500000	0.1263357225351174	3380	766164	6064508	965892
N_Europe	E_Asia	jlSCF_10	1400001	1500000	0.0892800166919101	3380	937948	10505688	1905672
N_Europe	MENA	jlSCF_10	1400001	1500000	0.1290357384158787	3380	291820	2261544	658776
NYC	E_Asia	jlSCF_10	1400001	1500000	0.1318545048278007	3380	3729386	28284100	1595100
MENA	E_Asia	jlSCF_10	1400001	1500000	0.1545432972173566	3380	471498	3050912	626528
MENA	E_Asia	jlSCF_10	1500001	1600000	0.1690557454121215	3693	622516	3682312	335672
N_Europe	E_Asia	jlSCF_10	1500001	1600000	0.1255732847252158	3693	1458818	11617264	1943432
N_Europe	MENA	jlSCF_10	1500001	1600000	0.1271700297266421	3693	335736	2640056	550696
NYC	E_Asia	jlSCF_10	1500001	1600000	0.1470226892745178	3693	4646558	31604360	1041760
NYC	MENA	jlSCF_10	1500001	1600000	0.1666070906132194	3693	1191328	7150524	530916
NYC	N_Europe	jlSCF_10	1500001	1600000	0.1375162263737887	3693	3105612	22583604	3341256
NYC	MENA	jlSCF_10	1600001	1700000	0.1074497026522975	1789	351676	3272936	448184
MENA	E_Asia	jlSCF_10	1600001	1700000	0.139939377122271	1789	238038	1701008	245424
N_Europe	E_Asia	jlSCF_10	1600001	1700000	0.1421948434153298	1789	772486	5432588	1136620
N_Europe	MENA	jlSCF_10	1600001	1700000	0.097021351020463	1789	115384	1189264	356432
NYC	E_Asia	jlSCF_10	1600001	1700000	0.1577480864331081	1789	2371126	15031092	783668
NYC	N_Europe	jlSCF_10	1600001	1700000	0.1080351139891289	1789	1131880	10476964	2081816
N_Europe	MENA	jlSCF_10	1700001	1800000	0.1211524677452385	3364	283962	2343840	562656
NYC	N_Europe	jlSCF_10	1700001	1800000	0.107307050576993	3364	2219330	20682052	2933228
NYC	MENA	jlSCF_10	1700001	1800000	0.1261025463907815	3364	803248	6369800	627320
NYC	E_Asia	jlSCF_10	1700001	1800000	0.1820476692996253	3364	5064872	27821680	1916080
MENA	E_Asia	jlSCF_10	1700001	1800000	0.1650658750761753	3364	521144	3157188	502844
N_Europe	E_Asia	jlSCF_10	1700001	1800000	0.1524693330075968	3364	1557756	10216848	2135760
N_Europe	E_Asia	jlSCF_10	1800001	1900000	0.1498630190114314	3661	1669290	11138772	2304420
N_Europe	MENA	jlSCF_10	1800001	1900000	0.0982149127119001	3661	251748	2563236	599868
NYC	E_Asia	jlSCF_10	1800001	1900000	0.1743401026826316	3661	5203990	29849644	2513596
NYC	MENA	jlSCF_10	1800001	1900000	0.1163013747395044	3661	797158	6854244	760636
NYC	N_Europe	jlSCF_10	1800001	1900000	0.1090215064428047	3661	2484236	22786660	2913560
MENA	E_Asia	jlSCF_10	1800001	1900000	0.1529858160500775	3661	514312	3361828	621340
NYC	N_Europe	jlSCF_10	1900001	2000000	0.1350965175123759	767	627238	4642888	741452
N_Europe	E_Asia	jlSCF_10	1900001	2000000	0.1073177306368124	767	251612	2344552	471872
N_Europe	MENA	jlSCF_10	1900001	2000000	0.1414212562330896	767	75894	536652	126036
NYC	E_Asia	jlSCF_10	1900001	2000000	0.0713804966760566	767	459858	6442348	337932
NYC	MENA	jlSCF_10	1900001	2000000	0.119084915683657	767	174850	1468280	127080
MENA	E_Asia	jlSCF_10	1900001	2000000	0.0901920309577833	767	66938	742172	92324
MENA	E_Asia	jlSCF_10	2000001	2100000	NA	0	NA	NA	NA
N_Europe	E_Asia	jlSCF_10	2000001	2100000	NA	0	NA	NA	NA
N_Europe	MENA	jlSCF_10	2000001	2100000	NA	0	NA	NA	NA
NYC	E_Asia	jlSCF_10	2000001	2100000	NA	0	NA	NA	NA
NYC	MENA	jlSCF_10	2000001	2100000	NA	0	NA	NA	NA
NYC	N_Europe	jlSCF_10	2000001	2100000	NA	0	NA	NA	NA
NYC	MENA	jlSCF_10	2100001	2200000	0.1074089505556284	1800	376376	3504140	239860
MENA	E_Asia	jlSCF_10	2100001	2200000	0.1029471045019424	1800	185920	1805976	152424
N_Europe	E_Asia	jlSCF_10	2100001	2200000	0.1289207089270863	1800	718044	5569656	1039944
N_Europe	MENA	jlSCF_10	2100001	2200000	0.1401892603133933	1800	177714	1267672	287528
NYC	N_Europe	jlSCF_10	2100001	2200000	0.1323361493419154	1800	1432948	10828092	1807908
NYC	E_Asia	jlSCF_10	2100001	2200000	0.086713384614188	1800	1337880	15428760	483240
MENA	E_Asia	jlSCF_10	2200001	2300000	0.0623222937568615	2251	143964	2309992	139096
N_Europe	E_Asia	jlSCF_10	2200001	2300000	0.0866739532317572	2251	530360	6119024	2146648
N_Europe	MENA	jlSCF_10	2200001	2300000	0.1011685073233834	2251	142648	1410004	534860
NYC	E_Asia	jlSCF_10	2200001	2300000	0.0884086813051556	2251	1703758	19271388	627452
NYC	MENA	jlSCF_10	2200001	2300000	0.1046875507720969	2251	463930	4431568	250512
NYC	N_Europe	jlSCF_10	2200001	2300000	0.1203380410807806	2251	1413494	11746028	4055992
MENA	E_Asia	jlSCF_10	2300001	2400000	0.09973899196246	889	84680	849016	118216
N_Europe	E_Asia	jlSCF_10	2300001	2400000	0.0975249172373098	889	242626	2487836	776572
N_Europe	MENA	jlSCF_10	2300001	2400000	0.1142499982090792	889	63794	558372	209724
NYC	E_Asia	jlSCF_10	2300001	2400000	0.1073743937541468	889	794266	7397164	461596
NYC	MENA	jlSCF_10	2300001	2400000	0.1324800451698211	889	219618	1657744	191376
NYC	N_Europe	jlSCF_10	2300001	2400000	0.1317414276799033	889	642592	4877676	1363104
NYC	E_Asia	jlSCF_10	2400001	2500000	0.1318552806953443	1136	1229868	9327408	714832
NYC	N_Europe	jlSCF_10	2400001	2500000	0.1324675476631669	1136	860426	6495372	1479348
NYC	MENA	jlSCF_10	2400001	2500000	0.1414661765440975	1136	294330	2080568	282312
N_Europe	MENA	jlSCF_10	2400001	2500000	0.1246060427785014	1136	94888	761504	220000
N_Europe	E_Asia	jlSCF_10	2400001	2500000	0.115099427823789	1136	391298	3399652	771740
MENA	E_Asia	jlSCF_10	2400001	2500000	0.1314860862251801	1136	143830	1093880	142088
NYC	E_Asia	jlSCF_10	2500001	2600000	0.1319917038995937	445	495122	3751160	182640
NYC	MENA	jlSCF_10	2500001	2600000	0.1369285981515609	445	118584	866028	59572
NYC	N_Europe	jlSCF_10	2500001	2600000	0.1302603633496887	445	354254	2719584	404316
MENA	E_Asia	jlSCF_10	2500001	2600000	0.135082713804835	445	60034	444424	39736
N_Europe	E_Asia	jlSCF_10	2500001	2600000	0.1239727682887528	445	172340	1390144	243896
N_Europe	MENA	jlSCF_10	2500001	2600000	0.1201957195682217	445	38616	321276	63204
MENA	E_Asia	jlSCF_10	2600001	2700000	0.1235646875351693	1308	153712	1243980	179124
N_Europe	MENA	jlSCF_10	2600001	2700000	0.1211239169206752	1308	111106	917292	212820
NYC	E_Asia	jlSCF_10	2600001	2700000	0.1282842206440952	1308	1352792	10545272	1017448
NYC	N_Europe	jlSCF_10	2600001	2700000	0.137427660879537	1308	1071850	7799376	1382784
N_Europe	E_Asia	jlSCF_10	2600001	2700000	0.1252613832197426	1308	482340	3850668	952308
NYC	MENA	jlSCF_10	2600001	2700000	0.1387889320249037	1308	348202	2508860	211780
N_Europe	E_Asia	jlSCF_10	2700001	2800000	0.1108484472497529	1881	590354	5325776	1581256
MENA	E_Asia	jlSCF_10	2700001	2800000	0.0954663224400066	1881	165366	1732192	314336
N_Europe	MENA	jlSCF_10	2700001	2800000	0.1156260935102689	1881	137460	1188832	436352
NYC	MENA	jlSCF_10	2700001	2800000	0.1207120830863545	1881	418700	3468584	443896
NYC	N_Europe	jlSCF_10	2700001	2800000	0.1167320997869755	1881	1246534	10678588	2526032
NYC	E_Asia	jlSCF_10	2700001	2800000	0.1133938696407964	1881	1768308	15594388	1033652
NYC	N_Europe	jlSCF_10	2800001	2900000	0.1160574875535143	2233	1564188	13477700	2197960
NYC	MENA	jlSCF_10	2800001	2900000	0.1680279765170117	2233	640772	3813484	831156
NYC	E_Asia	jlSCF_10	2800001	2900000	0.1572704726210338	2233	2914186	18529772	1209948
N_Europe	MENA	jlSCF_10	2800001	2900000	0.1717830983151418	2233	238090	1385992	543320
N_Europe	E_Asia	jlSCF_10	2800001	2900000	0.1592389332095923	2233	1070678	6723720	1475856
MENA	E_Asia	jlSCF_10	2800001	2900000	0.1500339109356487	2233	286698	1910888	518616
MENA	E_Asia	jlSCF_10	2900001	3000000	0.1301092225417377	4019	482496	3708392	664280
NYC	N_Europe	jlSCF_10	2900001	3000000	0.0988172826517767	4019	2438354	24675380	3538000
NYC	MENA	jlSCF_10	2900001	3000000	0.1228052813246759	4019	915786	7457220	902300
N_Europe	MENA	jlSCF_10	2900001	3000000	0.1196618103626199	4019	326996	2732668	739748
N_Europe	E_Asia	jlSCF_10	2900001	3000000	0.1071048106006002	4019	1310630	12236892	2520876
NYC	E_Asia	jlSCF_10	2900001	3000000	0.0573251352915555	4019	1921550	33520200	2007760
NYC	N_Europe	jlSCF_10	3000001	3100000	0.0749144573321442	3112	1471094	19636984	2209256
NYC	MENA	jlSCF_10	3000001	3100000	0.1296084300545794	3112	793426	6121716	351244
NYC	E_Asia	jlSCF_10	3000001	3100000	0.0654074468635134	3112	1740736	26613728	896352
N_Europe	MENA	jlSCF_10	3000001	3100000	0.1181521654039854	3112	271672	2299340	389428
N_Europe	E_Asia	jlSCF_10	3000001	3100000	0.0713858244486613	3112	712358	9978984	1448280
MENA	E_Asia	jlSCF_10	3000001	3100000	0.1394806068920161	3112	434356	3114096	271760
MENA	E_Asia	jlSCF_10	3100001	3200000	0.2000794953947276	3263	630224	3149868	400276
N_Europe	E_Asia	jlSCF_10	3100001	3200000	0.0823617556109253	3263	835900	10149128	1832608
N_Europe	MENA	jlSCF_10	3100001	3200000	0.1603546511923763	3263	378140	2358148	461084
NYC	MENA	jlSCF_10	3100001	3200000	0.1774771160858399	3263	1121994	6321908	465132
NYC	N_Europe	jlSCF_10	3100001	3200000	0.1036695731576905	3263	2115320	20404444	2501816
NYC	E_Asia	jlSCF_10	3100001	3200000	0.0745880233255916	3263	2031480	27236008	1608912
NYC	MENA	jlSCF_10	3200001	3300000	0.1723088239069988	2800	912684	5296792	527208
MENA	E_Asia	jlSCF_10	3200001	3300000	0.1886268893570851	2800	502078	2661752	384648
NYC	N_Europe	jlSCF_10	3200001	3300000	0.1022683997606267	2800	1789598	17499032	2156968
NYC	E_Asia	jlSCF_10	3200001	3300000	0.0728599592437989	2800	1713334	23515440	1236560
N_Europe	MENA	jlSCF_10	3200001	3300000	0.1468300299766489	2800	290754	1980208	438992
N_Europe	E_Asia	jlSCF_10	3200001	3300000	0.0974056961739727	2800	854832	8775996	1505604
NYC	N_Europe	jlSCF_10	3300001	3400000	0.1218288648552743	2443	1697406	13932708	3217152
N_Europe	E_Asia	jlSCF_10	3300001	3400000	0.1591757732577767	2443	1124028	7061552	1909144
N_Europe	MENA	jlSCF_10	3300001	3400000	0.1862133305397393	2443	263074	1412756	697996
NYC	E_Asia	jlSCF_10	3300001	3400000	0.0953794894964899	2443	1985210	20813804	782316
NYC	MENA	jlSCF_10	3300001	3400000	0.2229660926198148	2443	916132	4108840	972600
MENA	E_Asia	jlSCF_10	3300001	3400000	0.2427581851893083	2443	505910	2084008	573976
MENA	E_Asia	jlSCF_10	3400001	3500000	0.2156457469069635	1834	353270	1638196	357196
NYC	N_Europe	jlSCF_10	3400001	3500000	0.1189365784979982	1834	1292166	10864328	2010352
NYC	MENA	jlSCF_10	3400001	3500000	0.1995525531335452	1834	647742	3245972	568748
NYC	E_Asia	jlSCF_10	3400001	3500000	0.1037313179790813	1834	1590782	15335600	876960
N_Europe	MENA	jlSCF_10	3400001	3500000	0.1698913313291226	1834	197112	1160224	424352
N_Europe	E_Asia	jlSCF_10	3400001	3500000	0.1490239116576558	1834	814458	5465284	1269164
N_Europe	E_Asia	jlSCF_10	3500001	3600000	0.1992005743012397	2643	1567240	7867648	1837448
N_Europe	MENA	jlSCF_10	3500001	3600000	0.137893672512424	2643	243844	1768348	515204
MENA	E_Asia	jlSCF_10	3500001	3600000	0.2285562766562043	2643	529244	2315596	559988
NYC	MENA	jlSCF_10	3500001	3600000	0.1441484971790165	2643	682576	4735228	762212
NYC	N_Europe	jlSCF_10	3500001	3600000	0.0994122373878784	2643	1601860	16113308	2440552
NYC	E_Asia	jlSCF_10	3500001	3600000	0.185064533343408	2643	3918760	21175100	2189020
NYC	N_Europe	jlSCF_10	3600001	3700000	0.0930100307247985	2172	1198528	12886008	2361432
MENA	E_Asia	jlSCF_10	3600001	3700000	0.1924614462427115	2172	353186	1835100	528036
N_Europe	E_Asia	jlSCF_10	3600001	3700000	0.195291584307545	2172	1242124	6360356	1615228
N_Europe	MENA	jlSCF_10	3600001	3700000	0.1319424618751933	2172	177470	1345056	531552
NYC	E_Asia	jlSCF_10	3600001	3700000	0.1992602947198672	2172	3511180	17621072	1579408
NYC	MENA	jlSCF_10	3600001	3700000	0.1208588256952242	2172	449050	3715492	802268
MENA	E_Asia	jlSCF_10	3700001	3800000	0.2260360892644898	2180	393282	1739908	631932
N_Europe	MENA	jlSCF_10	3700001	3800000	0.1262415488720467	2180	170366	1349524	533996
N_Europe	E_Asia	jlSCF_10	3700001	3800000	0.211447748432334	2180	1351234	6390392	1614568
NYC	MENA	jlSCF_10	3700001	3800000	0.1159815181286831	2180	423616	3652444	881956
NYC	N_Europe	jlSCF_10	3700001	3800000	0.0722604640670127	2180	973756	13475640	1827960
NYC	E_Asia	jlSCF_10	3700001	3800000	0.2270545008706793	2180	3949752	17395612	1875588
NYC	MENA	jlSCF_10	3800001	3900000	0.1598575660125224	2521	645024	4034992	1212848
MENA	E_Asia	jlSCF_10	3800001	3900000	0.1548821515008485	2521	308454	1991540	753484
N_Europe	E_Asia	jlSCF_10	3800001	3900000	0.1904240829712944	2523	1473612	7738580	1525876
N_Europe	MENA	jlSCF_10	3800001	3900000	0.1529722001842317	2521	229834	1502456	677416
NYC	E_Asia	jlSCF_10	3800001	3900000	0.2059161893572232	2523	4307200	20917248	1386072
NYC	N_Europe	jlSCF_10	3800001	3900000	0.060193846489142	2523	945680	15710576	2000884
MENA	E_Asia	jlSCF_10	3900001	4000000	0.1973730604807892	2632	414230	2098716	808420
N_Europe	E_Asia	jlSCF_10	3900001	4000000	0.1353243946239054	2672	1110446	8205808	1605776
N_Europe	MENA	jlSCF_10	3900001	4000000	0.2017874865467153	2632	308232	1527508	781100
NYC	E_Asia	jlSCF_10	3900001	4000000	0.1242412553511977	2672	2807340	22595876	1024604
NYC	MENA	jlSCF_10	3900001	4000000	0.2166681065514759	2632	902856	4167000	1390760
NYC	N_Europe	jlSCF_10	3900001	4000000	0.0491992717092318	2672	804168	16345120	2412320
N_Europe	MENA	jlSCF_10	4000001	4100000	0.1829112818523534	3489	322526	1763292	1251204
NYC	E_Asia	jlSCF_10	4000001	4100000	0.0628967568359755	3489	1871176	29749960	1092800
MENA	E_Asia	jlSCF_10	4000001	4100000	0.1833422990227948	3489	444432	2424056	1371976
N_Europe	E_Asia	jlSCF_10	4000001	4100000	0.0898483084852789	3489	966412	10756040	2055568
NYC	MENA	jlSCF_10	4000001	4100000	0.1866690303877198	3489	895022	4794700	2462420
NYC	N_Europe	jlSCF_10	4000001	4100000	0.0500502893777293	3489	1065112	21280836	3211944
NYC	E_Asia	jlSCF_10	4100001	4200000	0.0893008702100577	3117	2369904	26538420	1015860
NYC	MENA	jlSCF_10	4100001	4200000	0.208310968567464	3117	1002834	4814120	1669240
NYC	N_Europe	jlSCF_10	4100001	4200000	0.056045186369693	3117	1042616	18603132	3278208
MENA	E_Asia	jlSCF_10	4100001	4200000	0.204674609398663	3117	500052	2443156	948140
N_Europe	MENA	jlSCF_10	4100001	4200000	0.2044149607241852	3117	355162	1737456	955632
N_Europe	E_Asia	jlSCF_10	4100001	4200000	0.1095348733300567	3117	1029630	9400020	2045604
NYC	MENA	jlSCF_10	4200001	4300000	0.1451369675370031	1842	470440	3241352	590008
NYC	E_Asia	jlSCF_10	4200001	4300000	0.0651478001065426	1842	1007216	15460476	822804
N_Europe	MENA	jlSCF_10	4200001	4300000	0.1494158479246923	1842	180122	1205508	385980
N_Europe	E_Asia	jlSCF_10	4200001	4300000	0.0883072146077699	1842	503272	5699104	1064720
MENA	E_Asia	jlSCF_10	4200001	4300000	0.1396439811172305	1842	227184	1626880	377216
NYC	N_Europe	jlSCF_10	4200001	4300000	0.0713505226393004	1842	815186	11425088	1505752
NYC	E_Asia	jlSCF_10	4300001	4400000	0.0706478292779314	1682	1001108	14170400	698480
N_Europe	MENA	jlSCF_10	4300001	4400000	0.1005058020575484	1682	112388	1118224	335024
N_Europe	E_Asia	jlSCF_10	4300001	4400000	0.0803665697559352	1682	397946	4951636	1224668
MENA	E_Asia	jlSCF_10	4300001	4400000	0.1003717193705984	1682	160824	1602284	227732
NYC	MENA	jlSCF_10	4300001	4400000	0.0962975415635836	1682	307032	3188368	310192
NYC	N_Europe	jlSCF_10	4300001	4400000	0.0471900048332841	1682	465526	9864928	1942712
NYC	MENA	jlSCF_10	4400001	4500000	0.0971965202953944	2974	517040	5319532	866388
N_Europe	E_Asia	jlSCF_10	4400001	4500000	0.0927702084802364	2974	833062	8979844	1940684
MENA	E_Asia	jlSCF_10	4400001	4500000	0.096067157178006	2974	260508	2711728	523984
NYC	N_Europe	jlSCF_10	4400001	4500000	0.0556028036643114	2974	983042	17679720	3197760
N_Europe	MENA	jlSCF_10	4400001	4500000	0.0974230023966141	2974	183414	1882656	686880
NYC	E_Asia	jlSCF_10	4400001	4500000	0.085342869827452	2974	2173744	25470716	819444
N_Europe	E_Asia	jlSCF_10	4500001	4600000	0.0927854253529148	2537	740254	7978128	1337736
N_Europe	MENA	jlSCF_10	4500001	4600000	0.0830759200719794	2537	138130	1662696	529272
MENA	E_Asia	jlSCF_10	4500001	4600000	0.083824067284656	2537	191596	2285692	474564
NYC	E_Asia	jlSCF_10	4500001	4600000	0.0806262285174064	2537	1744908	21641940	785140
NYC	MENA	jlSCF_10	4500001	4600000	0.0727985802004967	2537	326840	4489648	787312
NYC	N_Europe	jlSCF_10	4500001	4600000	0.052335589242695	2537	823700	15738812	2070928
NYC	N_Europe	jlSCF_10	4600001	4700000	0.0688761628358943	175	53160	771820	456680
NYC	MENA	jlSCF_10	4600001	4700000	0.0775907220351664	175	20740	267300	96700
NYC	E_Asia	jlSCF_10	4600001	4700000	0.0628477213843067	175	92856	1477476	69524
N_Europe	MENA	jlSCF_10	4600001	4700000	0.0946541222536436	175	6962	73552	77648
N_Europe	E_Asia	jlSCF_10	4600001	4700000	0.0843468933892267	175	34286	406488	236112
MENA	E_Asia	jlSCF_10	4600001	4700000	0.0759721317511116	175	10730	141236	49164
MENA	E_Asia	jlSCF_10	4700001	4800000	0.0722650464938813	2901	198110	2741436	414852
N_Europe	E_Asia	jlSCF_10	4700001	4800000	0.0768244113729653	2901	704844	9174740	1477732
N_Europe	MENA	jlSCF_10	4700001	4800000	0.0782719120220721	2901	161366	2061608	444856
NYC	MENA	jlSCF_10	4700001	4800000	0.0716546728907011	2901	391796	5467836	566244
NYC	N_Europe	jlSCF_10	4700001	4800000	0.045677128485148	2901	838392	18354744	2010276
NYC	E_Asia	jlSCF_10	4700001	4800000	0.0685602727825885	2901	1673460	24408596	1236244
NYC	N_Europe	jlSCF_10	4800001	4900000	0.0449304634835694	3523	989812	22029864	2701596
