pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
NYC	jlSCF_15	2910697	2963642	0.0937481746579946	1553	1213362	12942780	79125
N_Europe	jlSCF_15	2963642	3035188	0.0114481054476958	1123	15261	1333059	273954
NYC	jlSCF_15	2963642	3035188	0.0101200617482308	1123	95110	9398164	18191
MENA	jlSCF_15	2963642	3035188	0.0115709798155326	1123	1385	119696	15064
E_Asia	jlSCF_15	2963642	3035188	0.0076771461942768	1123	18299	2383568	174626
NYC	jlSCF_15	3035188	3062689	0.0086772339643488	486	35199	4056477	18633
E_Asia	jlSCF_15	3035188	3062689	0.0060258487738952	486	6318	1048483	58625
MENA	jlSCF_15	3035188	3062689	0.014486862042204	486	784	54118	4202
N_Europe	jlSCF_15	3035188	3062689	0.0086956075111969	486	5079	584088	111378
N_Europe	jlSCF_15	3200050	3230432	0.013783679235763	1018	16391	1189160	267598
MENA	jlSCF_15	3200050	3230432	0.0304577367967589	1018	3323	109102	13058
E_Asia	jlSCF_15	3200050	3230432	0.0164789683690437	1018	35914	2179384	139620
NYC	jlSCF_15	3200050	3230432	0.1234769026872614	1018	1049061	8496010	39920
NYC	jlSCF_15	3230432	3332974	0.1277840284237472	3745	3988494	31212774	189051
N_Europe	jlSCF_15	3230432	3332974	0.0177759531678206	3745	80450	4525777	833318
MENA	jlSCF_15	3230432	3332974	0.0042820487187177	3745	1799	420126	29274
E_Asia	jlSCF_15	3230432	3332974	0.0117762909438033	3745	95731	8129130	401980
MENA	jlSCF_15	6782323	6802603	0.0952390692917412	922	9312	97775	12865
E_Asia	jlSCF_15	6782323	6802603	0.0023166677363455	922	4512	1947625	152691
NYC	jlSCF_15	6782323	6802603	0.1305293773803258	922	995493	7626582	104388
N_Europe	jlSCF_15	6782323	6802603	0.094972997844671	922	98043	1032325	287057
E_Asia	jlSCF_15	6802603	6818555	0.0017072904033877	743	2748	1609568	82986
MENA	jlSCF_15	6802603	6818555	0.1492384922998383	743	12278	82271	6889
N_Europe	jlSCF_15	6802603	6818555	0.1479866095670202	743	127271	860017	203216
NYC	jlSCF_15	6802603	6818555	0.1744114302168887	743	1078126	6181510	48545
E_Asia	jlSCF_15	6818555	6850710	0.0020634158362663	1509	6531	3165140	272362
N_Europe	jlSCF_15	6818555	6850710	0.1372498562948799	1509	230413	1678785	480594
NYC	jlSCF_15	6818555	6850710	0.1372443910522244	1509	1729200	12599422	53543
MENA	jlSCF_15	6818555	6850710	0.0722619249813825	1509	11062	153082	27998
E_Asia	jlSCF_15	6850710	6863231	0.0021374763144516	613	2775	1298260	98154
MENA	jlSCF_15	6850710	6863231	0.0871293715154586	613	5501	63136	10424
N_Europe	jlSCF_15	6850710	6863231	0.1768905799079921	613	120506	681246	195957
NYC	jlSCF_15	6850710	6863231	0.1690013697229808	613	861341	5096651	43354
N_Europe	jlSCF_15	6863231	6898284	0.1662749011920429	1349	246237	1480903	449516
NYC	jlSCF_15	6863231	6898284	0.1299354886347018	1349	1450026	11159584	151781
MENA	jlSCF_15	6863231	6898284	0.0847360451611954	1349	11528	136046	25834
E_Asia	jlSCF_15	6863231	6898284	0.0197982051093478	1349	55456	2801062	271960
NYC	jlSCF_15	6898284	6905114	0.1230375478587782	261	266661	2167314	21171
N_Europe	jlSCF_15	6898284	6905114	0.1558207979071288	261	41932	269104	104387
MENA	jlSCF_15	6898284	6905114	0.1247375717963953	261	3149	25245	6075
E_Asia	jlSCF_15	6898284	6905114	0.0404465027906424	261	22139	547365	47193
E_Asia	jlSCF_15	6905114	6944905	0.0387264804192804	1310	109869	2837051	147129
MENA	jlSCF_15	6905114	6944905	0.0895459631268752	1310	12565	140319	16881
N_Europe	jlSCF_15	6905114	6944905	0.1308956714066908	1310	192458	1470316	404294
NYC	jlSCF_15	6905114	6944905	0.1037581054958979	1310	1123444	10827530	156820
N_Europe	jlSCF_15	6944905	6985960	0.1264820709484377	1003	129815	1026351	408942
NYC	jlSCF_15	6944905	6985960	0.0951005820855077	1003	795607	8365953	44202
E_Asia	jlSCF_15	6944905	6985960	0.0156586405067726	1003	33252	2123556	161278
MENA	jlSCF_15	6944905	6985960	0.0746339075087906	1003	8384	112335	8025
NYC	jlSCF_15	6985960	7035987	0.1248989359899156	969	976468	7818065	307000
N_Europe	jlSCF_15	6985960	7035987	0.1519325904012717	969	140876	927227	459412
MENA	jlSCF_15	6985960	7035987	0.0992359441112903	969	9780	98553	17727
E_Asia	jlSCF_15	6985960	7035987	0.0454622052559343	969	93344	2053222	154160
MENA	jlSCF_15	7035987	7054376	0.104503453337599	1013	11106	106274	15286
NYC	jlSCF_15	7035987	7054376	0.0946720435191632	1013	793903	8385823	108182
N_Europe	jlSCF_15	7035987	7054376	0.1238029005108264	1013	128886	1041058	408545
E_Asia	jlSCF_15	7035987	7054376	0.0316207823871923	1013	70397	2226289	81325
NYC	jlSCF_15	7054376	7054377	NA	0	NA	NA	NA
N_Europe	jlSCF_15	7054376	7054377	NA	0	NA	NA	NA
MENA	jlSCF_15	7054376	7054377	NA	0	NA	NA	NA
E_Asia	jlSCF_15	7054376	7054377	NA	0	NA	NA	NA
MENA	jlSCF_15	7054377	7082490	0.0587914423917664	1180	7329	124661	16939
E_Asia	jlSCF_15	7054377	7082490	0.0390146028281496	1180	98955	2536358	151682
NYC	jlSCF_15	7054377	7082490	0.076520291039841	1180	736850	9629472	264828
N_Europe	jlSCF_15	7054377	7082490	0.0838272676073488	1180	110144	1313940	374640
NYC	jlSCF_15	7082490	7127209	0.089523917128626	1963	1470605	16426951	32804
N_Europe	jlSCF_15	7082490	7127209	0.1095189092068781	1963	251377	2295284	513769
MENA	jlSCF_15	7082490	7127209	0.0533435003149554	1963	11263	211141	24419
E_Asia	jlSCF_15	7082490	7127209	0.0015850860197936	1963	6532	4120912	350802
MENA	jlSCF_15	7127209	7136159	0.0656882207302656	386	2945	44833	1487
N_Europe	jlSCF_15	7127209	7136159	0.116719764988208	386	53599	459211	93155
NYC	jlSCF_15	7127209	7136159	0.1339765148897478	386	433492	3235582	1028
E_Asia	jlSCF_15	7127209	7136159	0.0095305209538567	386	7817	820207	59101
N_Europe	jlSCF_15	7136159	7175490	0.0914031801360432	1528	159851	1748856	437712
MENA	jlSCF_15	7136159	7175490	0.0798122065727699	1528	11798	147822	35538
E_Asia	jlSCF_15	7136159	7175490	0.0059971321585075	1528	18511	3086642	394142
NYC	jlSCF_15	7136159	7175490	0.1143660034411106	1528	1461950	12783082	29198
NYC	jlSCF_15	7175490	7221757	0.0675928298602307	2117	1197024	17709334	41711
N_Europe	jlSCF_15	7175490	7221757	0.0683177821418112	2117	171228	2506346	523081
MENA	jlSCF_15	7175490	7221757	0.0442523441744018	2117	9368	211695	42345
E_Asia	jlSCF_15	7175490	7221757	0.0049950203851566	2117	22048	4413996	408530
N_Europe	jlSCF_15	7221757	7359748	0.0407448285530727	5212	246453	6048694	1409678
MENA	jlSCF_15	7221757	7359748	0.0506711705792252	5200	23521	464189	161251
E_Asia	jlSCF_15	7221757	7359748	0.0163711561568545	5212	180911	11050594	822342
NYC	jlSCF_15	7221757	7359748	0.0245762197427135	5212	1071654	43605323	97297
MENA	jlSCF_15	7359748	7422590	0.1158198004206916	2006	23236	200622	40098
NYC	jlSCF_15	7359748	7422590	0.0099451308665224	2006	167116	16803801	16509
E_Asia	jlSCF_15	7359748	7422590	0.0428472318898439	2006	186207	4345835	223833
N_Europe	jlSCF_15	7359748	7422590	0.0816006309714331	2006	195540	2396305	474281
E_Asia	jlSCF_15	7422590	7433911	0.014311016648955	199	5858	409335	43987
MENA	jlSCF_15	7422590	7433911	0.073817644962582	199	1450	19643	4237
N_Europe	jlSCF_15	7422590	7433911	0.0427512316028635	199	9728	227549	57220
NYC	jlSCF_15	7422590	7433911	0.0058608898611347	199	9763	1665788	2827
N_Europe	jlSCF_15	9041218	9065275	0.0932673482210191	962	102278	1096611	280011
MENA	jlSCF_15	9041218	9065275	0.0184023462742953	962	1851	100585	14855
E_Asia	jlSCF_15	9041218	9065275	0.0031707869828395	962	6254	1972381	219055
NYC	jlSCF_15	9041218	9065275	0.1215057906898982	962	977491	8044810	21560
NYC	jlSCF_15	9065275	9124535	0.1129557407688791	2103	1987073	17591607	42048
N_Europe	jlSCF_15	9065275	9124535	0.0996964536093107	2103	235852	2365701	643692
MENA	jlSCF_15	9065275	9124535	0.0119689765777287	2103	2321	193918	58442
E_Asia	jlSCF_15	9065275	9124535	0.0096231386306442	2103	40370	4195097	595537
E_Asia	jlSCF_15	9124535	9138030	0.0096254750442472	371	6760	702303	142835
NYC	jlSCF_15	9124535	9138030	0.1124691062718493	371	349353	3106213	4622
N_Europe	jlSCF_15	9124535	9138030	0.1070409668506218	371	42885	400641	130260
MENA	jlSCF_15	9124535	9138030	0.003594948945683	371	119	33102	11418
NYC	jlSCF_15	9138030	9146710	0.102770427031416	405	347815	3384388	11537
N_Europe	jlSCF_15	9138030	9146710	0.102052455234182	405	47241	462909	116646
MENA	jlSCF_15	9138030	9146710	0.0045734629604272	405	167	36515	12085
E_Asia	jlSCF_15	9138030	9146710	0.0006864003634031	405	547	796911	125679
N_Europe	jlSCF_15	9146710	9181304	0.1091793538210343	1363	177467	1625463	324990
E_Asia	jlSCF_15	9146710	9181304	0.0038805127313135	1363	11311	2914821	190093
MENA	jlSCF_15	9146710	9181304	0.0097994284789993	1363	1454	148376	15184
NYC	jlSCF_15	9146710	9181304	0.1069655617444652	1363	1219845	11404091	24664
N_Europe	jlSCF_15	9181304	9275654	0.1039903279341699	3528	432731	4161262	887306
MENA	jlSCF_15	9181304	9275654	0.0055310616979295	3528	2080	376058	47302
E_Asia	jlSCF_15	9181304	9275654	0.0066166279264168	3528	49075	7416920	619864
NYC	jlSCF_15	9181304	9275654	0.1027376782853412	3528	3031234	29504599	77681
E_Asia	jlSCF_15	9275654	9293452	0.0227293220958129	747	34533	1519315	182351
NYC	jlSCF_15	9275654	9293452	0.1293307359836782	747	799482	6181686	81909
N_Europe	jlSCF_15	9275654	9293452	0.1363095582533822	747	117781	864070	204887
MENA	jlSCF_15	9275654	9293452	0.0291469163872724	747	2269	77847	11793
MENA	jlSCF_15	9293452	9358224	0.0043938500481813	2482	1222	278116	19724
N_Europe	jlSCF_15	9293452	9358224	0.1163915334573753	2482	342801	2945240	606502
NYC	jlSCF_15	9293452	9358224	0.1096466353963784	2482	2274986	20748343	63227
E_Asia	jlSCF_15	9293452	9358224	0.0058402980190848	2482	31360	5369589	284407
NYC	jlSCF_15	9358224	9513926	0.105854956452514	4823	4263515	40276952	163903
E_Asia	jlSCF_15	9358224	9513926	0.0275883473752005	4823	278044	10078313	908481
MENA	jlSCF_15	9358224	9513926	0.0274193954148129	4823	14169	516751	62009
N_Europe	jlSCF_15	9358224	9513926	0.1020602367808225	4823	570575	5590571	1311142
E_Asia	jlSCF_15	9513926	9533511	0.0596839007580897	836	101427	1699403	205005
MENA	jlSCF_15	9513926	9533511	0.0749316770186335	836	6032	80500	19820
NYC	jlSCF_15	9513926	9533511	0.1001201194474907	836	697310	6964734	45126
N_Europe	jlSCF_15	9513926	9533511	0.1160216722480873	836	106534	918225	278091
NYC	jlSCF_15	9533511	9551243	0.1346983114415374	624	697607	5179033	53207
E_Asia	jlSCF_15	9533511	9551243	0.0412801795325619	624	52314	1267291	154181
MENA	jlSCF_15	9533511	9551243	0.0728519151792134	624	4559	62579	12301
N_Europe	jlSCF_15	9533511	9551243	0.1237241173928784	624	84753	685016	207928
E_Asia	jlSCF_15	9551243	9567130	0.0034731633942512	508	3639	1047748	109476
MENA	jlSCF_15	9551243	9567130	0.0416090342383993	508	2196	52777	8183
N_Europe	jlSCF_15	9551243	9567130	0.1060286754942685	508	60928	574637	152311
NYC	jlSCF_15	9551243	9567130	0.1213572486337551	508	516120	4252898	6682
MENA	jlSCF_15	9567130	9567131	NA	0	NA	NA	NA
N_Europe	jlSCF_15	9567130	9567131	NA	0	NA	NA	NA
NYC	jlSCF_15	9567130	9567131	NA	0	NA	NA	NA
E_Asia	jlSCF_15	9567130	9567131	NA	0	NA	NA	NA
MENA	jlSCF_15	9567131	9591824	0.0388623956153032	946	3602	92686	20834
NYC	jlSCF_15	9567131	9591824	0.0724569925947932	946	573133	7909975	22235
N_Europe	jlSCF_15	9567131	9591824	0.0852678168187155	946	88736	1040674	313052
E_Asia	jlSCF_15	9567131	9591824	0.0049637176741853	946	9541	1922148	232840
E_Asia	jlSCF_15	9591824	9604338	0.0365588335417418	551	43387	1186772	68406
MENA	jlSCF_15	9591824	9604338	0.0512307692307692	551	2997	58500	7620
N_Europe	jlSCF_15	9591824	9604338	0.087936551172179	551	52300	594747	193734
NYC	jlSCF_15	9591824	9604338	0.031911377941181	551	143492	4496578	123557
E_Asia	jlSCF_15	9604338	9625817	0.0131412598029702	642	18419	1401616	60860
NYC	jlSCF_15	9604338	9625817	0.0063664239777741	642	34247	5379315	3855
N_Europe	jlSCF_15	9604338	9625817	0.1084631125937019	642	80246	739846	178856
MENA	jlSCF_15	9604338	9625817	0.0650305875657988	642	4571	70290	6750
N_Europe	jlSCF_15	9625817	9638397	0.0766206792522887	365	33017	430915	91400
NYC	jlSCF_15	9625817	9638397	0.0068120679323814	365	20838	3058983	1542
MENA	jlSCF_15	9625817	9638397	0.0469193278533498	365	1935	41241	2559
E_Asia	jlSCF_15	9625817	9638397	0.0501143304581086	365	40129	800749	30721
NYC	jlSCF_15	9638397	10025179	0.0178843337510877	8187	1218191	68114978	533017
N_Europe	jlSCF_15	9638397	10025179	0.0360464106386264	8187	345727	9591163	2124434
E_Asia	jlSCF_15	9638397	10025179	0.0088917776142415	8187	155697	17510222	1139764
MENA	jlSCF_15	9638397	10025179	0.0318049300740598	8187	27197	855119	127321
MENA	jlSCF_15	10025179	10092283	0.0351772887273559	1676	6146	174715	26405
N_Europe	jlSCF_15	10025179	10092283	0.0284715542740133	1676	55117	1935862	462494
NYC	jlSCF_15	10025179	10092283	0.0174097214625221	1676	242852	13949218	104042
E_Asia	jlSCF_15	10025179	10092283	0.0115066084277203	1676	41512	3607666	210262
NYC	jlSCF_15	10511497	10666571	0.020359869022867	2747	464684	22823526	210069
N_Europe	jlSCF_15	10511497	10666571	0.0176530128123972	2747	55217	3127908	803049
MENA	jlSCF_15	10511497	10666571	0.0322834065745218	2746	7890	244398	85242
E_Asia	jlSCF_15	10511497	10666571	0.0150890234656371	2747	87667	5809985	447681
NYC	jlSCF_15	10666571	10760167	0.0496335821834922	2733	1136356	22894902	21303
N_Europe	jlSCF_15	10666571	10760167	0.0431993770108818	2733	134912	3123008	787915
MENA	jlSCF_15	10666571	10760167	0.0740888930508142	2733	17406	234934	93026
E_Asia	jlSCF_15	10666571	10760167	0.0054539968738519	2733	31236	5727176	498598
NYC	jlSCF_15	10760167	10791386	0.0734227720692304	1168	718230	9782115	11565
N_Europe	jlSCF_15	10760167	10791386	0.0503141985947235	1168	66416	1320025	351383
MENA	jlSCF_15	10760167	10791386	0.0690762142155752	1168	7316	105912	34248
E_Asia	jlSCF_15	10760167	10791386	0.0036639810354446	1168	8912	2432327	228377
MENA	jlSCF_15	10791386	10825656	0.0604951401083273	930	4892	80866	30734
E_Asia	jlSCF_15	10791386	10825656	0.008544338734632	930	16330	1911207	207333
NYC	jlSCF_15	10791386	10825656	0.0405373985807564	930	315749	7789079	8971
N_Europe	jlSCF_15	10791386	10825656	0.0521130591660411	930	54219	1040411	290419
E_Asia	jlSCF_15	10825656	10860006	0.0221419569167518	1217	57906	2615216	157110
MENA	jlSCF_15	10825656	10860006	0.1147956587311133	1217	12407	108079	37961
NYC	jlSCF_15	10825656	10860006	0.0545443096809948	1217	544858	9989273	215272
N_Europe	jlSCF_15	10825656	10860006	0.0715055124013532	1217	98047	1371181	370346
NYC	jlSCF_15	10860006	11052849	0.0654357109700306	4358	2364701	36137775	404055
N_Europe	jlSCF_15	10860006	11052849	0.0942917242856864	4358	484122	5134300	1101998
MENA	jlSCF_15	10860006	11052849	0.054439418021763	4355	22263	408950	114010
E_Asia	jlSCF_15	10860006	11052849	0.0113416048667353	4358	100039	8820533	1106991
E_Asia	jlSCF_15	11052849	11221295	0.0388979906697994	5223	393866	10125613	1772381
MENA	jlSCF_15	11052849	11221295	0.0274453760950933	5223	15479	563993	62767
N_Europe	jlSCF_15	11052849	11221295	0.1333184511784062	5223	798481	5989276	1484837
NYC	jlSCF_15	11052849	11221295	0.037081162881404	5223	1614873	43549686	245169
N_Europe	jlSCF_15	11221295	11412740	0.1549761148917232	5896	1045054	6743323	1693853
MENA	jlSCF_15	11221295	11412740	0.0116520779781711	5896	7203	618173	89347
E_Asia	jlSCF_15	11221295	11412740	0.0183551625667241	5896	207755	11318614	2112474
NYC	jlSCF_15	11221295	11412740	0.0368960450227777	5896	1819048	49301978	135982
NYC	jlSCF_15	11412740	11431586	0.020757891164627	116	20063	966524	6136
E_Asia	jlSCF_15	11412740	11431586	0.0035415123666065	116	679	191726	72522
MENA	jlSCF_15	11412740	11431586	0.0015545652399212	116	15	9649	4271
N_Europe	jlSCF_15	11412740	11431586	0.1309213996834886	116	14891	113740	52256
E_Asia	jlSCF_15	11431586	11465955	0.0046297650648612	1172	10920	2358651	311165
MENA	jlSCF_15	11431586	11465955	0.0228815924100083	1172	2706	118261	22379
N_Europe	jlSCF_15	11431586	11465955	0.1288191119127399	1172	167196	1297913	379219
NYC	jlSCF_15	11431586	11465955	0.0749564597903329	1172	733981	9792098	35122
E_Asia	jlSCF_15	11465955	11472961	0.0004671341901352	261	240	513771	80787
MENA	jlSCF_15	11465955	11472961	0.1126469127627876	261	2722	24164	7156
NYC	jlSCF_15	11465955	11472961	0.1364774387757154	261	298504	2187204	1281
N_Europe	jlSCF_15	11465955	11472961	0.1886591642676437	261	54065	286575	86916
NYC	jlSCF_15	11472961	11488032	0.0964660650667794	625	503721	5221743	18882
N_Europe	jlSCF_15	11472961	11488032	0.1255324514233917	625	92095	733635	160740
MENA	jlSCF_15	11472961	11488032	0.0832295527180518	625	5547	66647	8353
E_Asia	jlSCF_15	11472961	11488032	0.0023813131859805	625	3190	1339597	84153
MENA	jlSCF_15	11488032	11530285	0.0817051286087586	1514	12976	158815	22865
E_Asia	jlSCF_15	11488032	11530285	0.0031307332545136	1514	9464	3022934	425958
N_Europe	jlSCF_15	11488032	11530285	0.1125219043644707	1514	201690	1792451	374083
NYC	jlSCF_15	11488032	11530285	0.103994217718206	1514	1313479	12630308	64582
E_Asia	jlSCF_15	11530285	11560036	0.0080305426397648	993	16981	2114552	147502
MENA	jlSCF_15	11530285	11560036	0.0724609317663636	993	7405	102193	16967
N_Europe	jlSCF_15	11530285	11560036	0.121075452043076	993	140402	1159624	261359
NYC	jlSCF_15	11530285	11560036	0.1293067599850258	993	1072162	8291616	34689
E_Asia	jlSCF_15	11560036	11637208	0.0399028665467924	2492	209954	5261627	415149
MENA	jlSCF_15	11560036	11637208	0.0646885059485894	2492	15132	233921	65119
NYC	jlSCF_15	11560036	11637208	0.0963489511757131	2492	1996930	20726017	169403
N_Europe	jlSCF_15	11560036	11637208	0.0925131365837502	2492	259495	2804953	761099
E_Asia	jlSCF_15	11637208	11742252	0.0264750805026134	3400	189562	7160016	585184
NYC	jlSCF_15	11637208	11742252	0.098323880590367	3400	2781429	28288438	220562
N_Europe	jlSCF_15	11637208	11742252	0.0910362774937066	3400	340446	3739674	1125726
MENA	jlSCF_15	11637208	11742252	0.1127737913995926	3400	37704	334333	73667
N_Europe	jlSCF_15	11742252	11767603	0.1393422782004373	409	69654	499877	85402
NYC	jlSCF_15	11742252	11767603	0.1251506794929358	409	426189	3405407	24058
E_Asia	jlSCF_15	11742252	11767603	0.0028955873476197	409	2600	897918	33784
MENA	jlSCF_15	11742252	11767603	0.1589355017556828	409	5160	32466	16614
E_Asia	jlSCF_15	11767603	11779445	0.0009765075840006	561	1094	1120319	157639
MENA	jlSCF_15	11767603	11779445	0.1719027109196858	561	6785	39470	27850
N_Europe	jlSCF_15	11767603	11779445	0.1433532743414078	561	89118	621667	181124
NYC	jlSCF_15	11767603	11779445	0.0779171266244144	561	365623	4692460	11525
E_Asia	jlSCF_15	11779445	11854742	0.0196519651965196	1797	73098	3719628	373938
NYC	jlSCF_15	11779445	11854742	0.0562344226900712	1797	842218	14976912	90933
N_Europe	jlSCF_15	11779445	11854742	0.1714137385070026	1797	364849	2128470	443037
MENA	jlSCF_15	11779445	11854742	0.1927366711151637	1797	31917	165599	50041
NYC	jlSCF_15	11854742	11879958	0.0583376454294778	693	337319	5782184	28621
N_Europe	jlSCF_15	11854742	11879958	0.2070934260619955	693	156988	758054	233629
MENA	jlSCF_15	11854742	11879958	0.2265640095720804	693	15243	67279	15881
E_Asia	jlSCF_15	11854742	11879958	0.0065830579753679	693	8766	1331600	247054
E_Asia	jlSCF_15	11879958	11914691	0.0234556240689606	737	35711	1522492	156394
NYC	jlSCF_15	11879958	11914691	0.0784860903223795	737	483358	6158518	21227
N_Europe	jlSCF_15	11879958	11914691	0.2459657941920535	737	210301	855001	199646
MENA	jlSCF_15	11879958	11914691	0.2508630754359315	737	19983	79657	8783
NYC	jlSCF_15	11914691	11964562	0.038799206485622	1260	408570	10530370	34730
N_Europe	jlSCF_15	11914691	11964562	0.036691591465613	1260	54752	1492222	310838
E_Asia	jlSCF_15	11914691	11964562	0.0284670345247258	1260	75410	2649029	221251
MENA	jlSCF_15	11914691	11964562	0.0909120157002791	1260	11303	124329	26871
E_Asia	jlSCF_15	11964562	12148646	0.0270555323921484	2068	116154	4293170	417734
MENA	jlSCF_15	11964562	12148646	0.1285849399781738	2068	26511	206175	41985
N_Europe	jlSCF_15	11964562	12148646	0.0770679721456534	2068	169263	2196282	763026
NYC	jlSCF_15	11964562	12148646	0.0488518441628402	2068	838657	17167356	172824
MENA	jlSCF_15	12148646	12244284	0.1506759103477205	2275	33405	221701	51299
NYC	jlSCF_15	12148646	12244284	0.06136501799949	2275	1155894	18836367	239508
N_Europe	jlSCF_15	12148646	12244284	0.1314674212564302	2275	329910	2509443	746082
E_Asia	jlSCF_15	12148646	12244284	0.0725733859625243	2275	319918	4408200	774250
NYC	jlSCF_15	12244284	12371468	0.080717832660201	2783	1870495	23173256	162199
N_Europe	jlSCF_15	12244284	12371468	0.1480074413079391	2783	477439	3225777	756696
E_Asia	jlSCF_15	12244284	12371468	0.0276716054962952	2783	156602	5659303	680371
MENA	jlSCF_15	12244284	12371468	0.1291157515980505	2783	34520	267357	66603
E_Asia	jlSCF_15	12371468	12578584	0.0606557204924728	2299	288848	4762090	475032
MENA	jlSCF_15	12371468	12578584	0.1063065987521422	2299	22269	209479	66401
N_Europe	jlSCF_15	12371468	12578584	0.1072752792975001	2299	287904	2683787	606082
NYC	jlSCF_15	12371468	12578584	0.0652377075322856	2299	1230345	18859415	417700
NYC	jlSCF_15	18438651	18527681	0.124893153373855	3390	3534319	28298741	126409
N_Europe	jlSCF_15	18438651	18527681	0.1093930818331385	3390	433985	3967207	883883
MENA	jlSCF_15	18438651	18527681	0.0814793513023624	3390	28050	344259	62541
E_Asia	jlSCF_15	18438651	18527681	0.013580167906467	3390	91460	6734821	987599
E_Asia	jlSCF_15	18527681	18634940	0.0585773625721314	3872	492615	8409648	410768
MENA	jlSCF_15	18527681	18634940	0.0996364380893355	3872	36011	361424	103216
N_Europe	jlSCF_15	18527681	18634940	0.0783908240837397	3872	340330	4341452	1199380
NYC	jlSCF_15	18527681	18634940	0.052845707283735	3872	1678164	31755919	710801
E_Asia	jlSCF_15	18634940	18875276	0.0650187259365196	8459	1174393	18062381	1207221
N_Europe	jlSCF_15	18634940	18875276	0.0239634940284513	8459	233126	9728381	2376448
NYC	jlSCF_15	18634940	18875276	0.0209905792044957	8459	1483668	70682566	246149
MENA	jlSCF_15	18634940	18875276	0.0483361201851975	8459	35527	734999	280081
E_Asia	jlSCF_15	18875276	19193811	0.0158564002960047	8292	275447	17371345	1517831
N_Europe	jlSCF_15	18875276	19193811	0.0503703099229262	8292	478988	9509332	2356520
