pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
MENA	jlSCF_10	2700001	2800000	0.1039498652025789	1881	19009	182867	42853
NYC	jlSCF_10	2700001	2800000	0.1093277426715928	1881	1697932	15530660	241525
N_Europe	jlSCF_10	2700001	2800000	0.110952118081788	1881	199583	1798821	892890
NYC	jlSCF_10	2800001	2900000	0.0913258173620161	2233	1685905	18460333	263372
N_Europe	jlSCF_10	2800001	2900000	0.1236451069128713	2233	297285	2404341	791082
MENA	jlSCF_10	2800001	2900000	0.1440338414877484	2233	27069	187935	80025
E_Asia	jlSCF_10	2800001	2900000	0.0285869129943833	2233	130709	4572337	514437
N_Europe	jlSCF_10	2900001	3000000	0.097654180316516	4019	432205	4425873	1325316
NYC	jlSCF_10	2900001	3000000	0.0441673514108169	4019	1484513	33611094	88221
E_Asia	jlSCF_10	2900001	3000000	0.0326620807171999	4019	267738	8197212	958070
MENA	jlSCF_10	2900001	3000000	0.1013542753862994	4019	39815	392830	89450
NYC	jlSCF_10	3000001	3100000	0.0551307226528689	3112	1435044	26029842	64278
N_Europe	jlSCF_10	3000001	3100000	0.075264061238459	3112	271921	3612893	840379
MENA	jlSCF_10	3000001	3100000	0.0889130936665699	3112	30040	337858	35582
E_Asia	jlSCF_10	3000001	3100000	0.0171833515762116	3112	114569	6667442	421694
E_Asia	jlSCF_10	3100001	3200000	0.0069583986301947	3263	46507	6683578	749536
MENA	jlSCF_10	3100001	3200000	0.0695080406938616	3263	23954	344622	46938
NYC	jlSCF_10	3100001	3200000	0.0965049964329427	3263	2627399	27225523	134732
N_Europe	jlSCF_10	3100001	3200000	0.1070254796901856	3263	399078	3728813	940540
MENA	jlSCF_10	3200001	3300000	0.0838930672950738	2800	23781	283468	52532
N_Europe	jlSCF_10	3200001	3300000	0.1091686837427568	2800	349765	3203895	802905
NYC	jlSCF_10	3200001	3300000	0.0767067565957726	2800	1788756	23319406	158594
E_Asia	jlSCF_10	3200001	3300000	0.0266016487799863	2800	154749	5817271	561129
NYC	jlSCF_10	3300001	3400000	0.0344199457433932	2443	701447	20379085	105470
N_Europe	jlSCF_10	3300001	3400000	0.1481598224916857	2443	346419	2338144	1157789
MENA	jlSCF_10	3300001	3400000	0.1416438900760324	2443	28503	201230	91930
E_Asia	jlSCF_10	3300001	3400000	0.0569371976484869	2443	296619	5209582	355572
E_Asia	jlSCF_10	3400001	3500000	0.0307825441634715	1834	117635	3821484	356368
NYC	jlSCF_10	3400001	3500000	0.0609934578949361	1834	922728	15128311	249779
N_Europe	jlSCF_10	3400001	3500000	0.1329058369168103	1834	254829	1917365	707089
MENA	jlSCF_10	3400001	3500000	0.1287602851785949	1834	21564	167474	52606
MENA	jlSCF_10	3500001	3600000	0.1119181100831213	2643	27629	246868	70292
E_Asia	jlSCF_10	3500001	3600000	0.0565524715229548	2643	290353	5134223	886531
NYC	jlSCF_10	3500001	3600000	0.0504942593270919	2643	1088745	21561758	599797
N_Europe	jlSCF_10	3500001	3600000	0.1142891522160608	2643	337185	2950280	831853
NYC	jlSCF_10	3600001	3700000	0.0575967265642314	2172	1021619	17737449	474771
E_Asia	jlSCF_10	3600001	3700000	0.0663117956455112	2172	285861	4310862	636954
MENA	jlSCF_10	3600001	3700000	0.1012509285718158	2172	18673	184423	76217
N_Europe	jlSCF_10	3600001	3700000	0.1113695052142816	2172	255491	2294084	814048
E_Asia	jlSCF_10	3700001	3800000	0.0363991335790743	2180	149374	4103779	862261
MENA	jlSCF_10	3700001	3800000	0.089983919266764	2180	15836	175987	85613
NYC	jlSCF_10	3700001	3800000	0.0305421980310483	2180	556862	18232545	46755
N_Europe	jlSCF_10	3700001	3800000	0.0960917535457848	2180	234038	2435568	684012
N_Europe	jlSCF_10	3800001	3900000	0.0750143577118345	2523	214081	2853867	756546
E_Asia	jlSCF_10	3800001	3900000	0.0155798497446561	2523	79457	5099985	647409
MENA	jlSCF_10	3800001	3900000	0.1124343823188952	2521	20883	185735	117025
NYC	jlSCF_10	3800001	3900000	0.0364568042397243	2523	769777	21114769	40586
E_Asia	jlSCF_10	3900001	4000000	0.08869518913423	2672	496364	5596290	490526
MENA	jlSCF_10	3900001	4000000	0.1667338234909338	2632	31862	191095	129545
N_Europe	jlSCF_10	3900001	4000000	0.0751358382719475	2672	219550	2922041	901591
NYC	jlSCF_10	3900001	4000000	0.0110109053743975	2672	246238	22363102	41618
MENA	jlSCF_10	4000001	4100000	0.1743982040923638	3489	34493	197783	220897
N_Europe	jlSCF_10	4000001	4100000	0.0796368706088915	3489	301714	3788622	1204137
E_Asia	jlSCF_10	4000001	4100000	0.0317288965915406	3489	235546	7423706	524236
NYC	jlSCF_10	4000001	4100000	0.0081017526846182	3489	236678	29213185	42080
NYC	jlSCF_10	4100001	4200000	0.016796562607407	3117	438457	26103972	32073
E_Asia	jlSCF_10	4100001	4200000	0.0508417858352572	3117	336073	6610173	490353
N_Europe	jlSCF_10	4100001	4200000	0.0831596945270978	3117	270033	3247162	1213265
MENA	jlSCF_10	4100001	4200000	0.2003907452260835	3117	44925	224187	149853
N_Europe	jlSCF_10	4200001	4300000	0.0956340956340956	1842	197938	2069743	566159
MENA	jlSCF_10	4200001	4300000	0.1442449202071283	1842	23817	165115	55925
E_Asia	jlSCF_10	4200001	4300000	0.0192889802740908	1842	73416	3806111	389965
NYC	jlSCF_10	4200001	4300000	0.0360539471867789	1842	555769	15414928	30242
NYC	jlSCF_10	4300001	4400000	0.0221999592299834	1682	311028	14010296	93274
E_Asia	jlSCF_10	4300001	4400000	0.0190294881552564	1682	67032	3522533	309063
MENA	jlSCF_10	4300001	4400000	0.0693200605221495	1682	11866	171177	30663
N_Europe	jlSCF_10	4300001	4400000	0.0589668108853664	1682	100296	1700889	706053
E_Asia	jlSCF_10	4400001	4500000	0.0421959672322933	2974	269285	6381771	393001
MENA	jlSCF_10	4400001	4500000	0.0841985609052106	2974	22666	269197	87683
NYC	jlSCF_10	4400001	4500000	0.0270140371332544	2974	672504	24894613	42377
N_Europe	jlSCF_10	4400001	4500000	0.0634452472132361	2974	194632	3067716	1188078
MENA	jlSCF_10	4500001	4600000	0.07384519842207	2537	16885	228654	75786
E_Asia	jlSCF_10	4500001	4600000	0.0394348221718272	2537	213696	5418967	360319
N_Europe	jlSCF_10	4500001	4600000	0.0659094864764821	2537	188205	2855507	774940
NYC	jlSCF_10	4500001	4600000	0.0338723427549672	2537	717769	21190415	82330
E_Asia	jlSCF_10	4600001	4700000	0.0301106136012605	175	11580	384582	14068
MENA	jlSCF_10	4600001	4700000	0.0839257988068971	175	1027	12237	8763
N_Europe	jlSCF_10	4600001	4700000	0.0882027605444139	175	9170	103965	146460
NYC	jlSCF_10	4600001	4700000	0.0372259499453861	175	51701	1388843	78532
E_Asia	jlSCF_10	4700001	4800000	0.0255468234722119	2901	153849	6022236	586242
MENA	jlSCF_10	4700001	4800000	0.061739064565888	2901	17931	290432	57688
NYC	jlSCF_10	4700001	4800000	0.0289484953202253	2901	701908	24246787	78098
N_Europe	jlSCF_10	4700001	4800000	0.056811222412729	2901	192578	3389788	761543
NYC	jlSCF_10	4800001	4900000	0.0286682622121641	3523	845200	29482080	58275
N_Europe	jlSCF_10	4800001	4900000	0.0588713274411256	3523	236263	4013210	1028203
MENA	jlSCF_10	4800001	4900000	0.0699573122901236	3523	23812	340379	82381
E_Asia	jlSCF_10	4800001	4900000	0.0200833495643212	3523	150750	7506218	519176
NYC	jlSCF_10	4900001	5000000	0.0238283736403465	3192	635429	26666906	98014
MENA	jlSCF_10	4900001	5000000	0.0497152310988454	3192	13853	278647	104393
E_Asia	jlSCF_10	4900001	5000000	0.0222214193233991	3192	148838	6697952	573424
N_Europe	jlSCF_10	4900001	5000000	0.0480466708585797	3192	167418	3484487	1083265
MENA	jlSCF_10	5000001	5100000	0.0582632394831243	2050	10411	178689	67311
E_Asia	jlSCF_10	5000001	5100000	0.0209986601136656	2050	91587	4361564	308336
NYC	jlSCF_10	5000001	5100000	0.0264605251150519	2050	454076	17160506	28744
N_Europe	jlSCF_10	5000001	5100000	0.0610924243388924	2050	135294	2214579	718971
NYC	jlSCF_10	5100001	5200000	0.0302712036529591	3848	975511	32225709	39771
N_Europe	jlSCF_10	5100001	5200000	0.0799526807941123	3848	335496	4196182	1310306
MENA	jlSCF_10	5100001	5200000	0.0598734847946859	3848	21921	366122	95638
E_Asia	jlSCF_10	5100001	5200000	0.0085990128669089	3848	69640	8098604	667140
NYC	jlSCF_10	5200001	5300000	0.0331272693825879	4166	1154679	34855846	76064
E_Asia	jlSCF_10	5200001	5300000	0.0153455574757301	4166	134883	8789710	700438
MENA	jlSCF_10	5200001	5300000	0.0521961676850286	4164	22108	423556	76364
N_Europe	jlSCF_10	5200001	5300000	0.0767284607471369	4166	346975	4522116	1439430
MENA	jlSCF_10	5300001	5400000	0.062141390281952	2327	14101	226918	52322
N_Europe	jlSCF_10	5300001	5400000	0.0931257198338484	2327	249282	2676833	653104
NYC	jlSCF_10	5300001	5400000	0.0342153384152744	2327	666850	19489797	22098
E_Asia	jlSCF_10	5300001	5400000	0.0172479430678075	2327	85991	4985580	315326
N_Europe	jlSCF_10	5400001	5500000	0.0	33	0	34806	12417
MENA	jlSCF_10	5400001	5500000	0.0	33	0	1566	2394
E_Asia	jlSCF_10	5400001	5500000	0.0	33	0	53589	21585
NYC	jlSCF_10	5400001	5500000	0.0	33	0	276191	514
N_Europe	jlSCF_10	5500001	5600000	0.0	23	0	28781	4132
NYC	jlSCF_10	5500001	5600000	0.0	23	0	192855	0
E_Asia	jlSCF_10	5500001	5600000	0.0	23	0	33771	18623
MENA	jlSCF_10	5500001	5600000	0.0	23	0	2760	0
MENA	jlSCF_10	5600001	5700000	0.0	29	0	2080	1400
N_Europe	jlSCF_10	5600001	5700000	0.0068174666992972	29	195	28603	12896
NYC	jlSCF_10	5600001	5700000	0.0068524074144398	29	1624	236997	6168
E_Asia	jlSCF_10	5600001	5700000	0.0011568586546302	29	61	52729	13333
NYC	jlSCF_10	5700001	5800000	NA	0	NA	NA	NA
MENA	jlSCF_10	5700001	5800000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	5700001	5800000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	5700001	5800000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	5800001	5900000	0.0	1	0	2145	133
MENA	jlSCF_10	5800001	5900000	0.0	1	0	28	92
NYC	jlSCF_10	5800001	5900000	0.0	1	0	8385	0
N_Europe	jlSCF_10	5800001	5900000	0.0	1	0	1128	303
NYC	jlSCF_10	5900001	6000000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	5900001	6000000	NA	0	NA	NA	NA
MENA	jlSCF_10	5900001	6000000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	5900001	6000000	NA	0	NA	NA	NA
MENA	jlSCF_10	6000001	6100000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6000001	6100000	NA	0	NA	NA	NA
NYC	jlSCF_10	6000001	6100000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	6000001	6100000	NA	0	NA	NA	NA
MENA	jlSCF_10	6100001	6200000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	6100001	6200000	NA	0	NA	NA	NA
NYC	jlSCF_10	6100001	6200000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6100001	6200000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6200001	6300000	0.0	3	0	3384	909
MENA	jlSCF_10	6200001	6300000	0.0	3	0	135	225
NYC	jlSCF_10	6200001	6300000	0.0	3	0	25155	0
E_Asia	jlSCF_10	6200001	6300000	0.0	3	0	4959	1875
NYC	jlSCF_10	6300001	6400000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6300001	6400000	NA	0	NA	NA	NA
MENA	jlSCF_10	6300001	6400000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	6300001	6400000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	6400001	6500000	NA	0	NA	NA	NA
MENA	jlSCF_10	6400001	6500000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6400001	6500000	NA	0	NA	NA	NA
NYC	jlSCF_10	6400001	6500000	NA	0	NA	NA	NA
NYC	jlSCF_10	6500001	6600000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6500001	6600000	NA	0	NA	NA	NA
MENA	jlSCF_10	6500001	6600000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	6500001	6600000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6600001	6700000	NA	0	NA	NA	NA
MENA	jlSCF_10	6600001	6700000	NA	0	NA	NA	NA
NYC	jlSCF_10	6600001	6700000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	6600001	6700000	NA	0	NA	NA	NA
MENA	jlSCF_10	6700001	6800000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6700001	6800000	NA	0	NA	NA	NA
NYC	jlSCF_10	6700001	6800000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	6700001	6800000	NA	0	NA	NA	NA
NYC	jlSCF_10	6800001	6900000	0.0695289206917113	7	4081	58695	0
N_Europe	jlSCF_10	6800001	6900000	0.074991630398393	7	448	5974	4043
MENA	jlSCF_10	6800001	6900000	0.0	7	0	242	598
E_Asia	jlSCF_10	6800001	6900000	0.0314427051568747	7	464	14757	1189
E_Asia	jlSCF_10	6900001	7000000	NA	0	NA	NA	NA
MENA	jlSCF_10	6900001	7000000	NA	0	NA	NA	NA
NYC	jlSCF_10	6900001	7000000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	6900001	7000000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	7000001	7100000	NA	0	NA	NA	NA
NYC	jlSCF_10	7000001	7100000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	7000001	7100000	NA	0	NA	NA	NA
MENA	jlSCF_10	7000001	7100000	NA	0	NA	NA	NA
MENA	jlSCF_10	7100001	7200000	NA	0	NA	NA	NA
E_Asia	jlSCF_10	7100001	7200000	NA	0	NA	NA	NA
NYC	jlSCF_10	7100001	7200000	NA	0	NA	NA	NA
N_Europe	jlSCF_10	7100001	7200000	NA	0	NA	NA	NA
NYC	jlSCF_10	7200001	7300000	0.0098614495177405	50	4104	416166	3084
N_Europe	jlSCF_10	7200001	7300000	0.0074634146341463	50	459	61500	10050
MENA	jlSCF_10	7200001	7300000	0.0	50	0	2015	3985
E_Asia	jlSCF_10	7200001	7300000	0.0	50	0	96324	17576
NYC	jlSCF_10	7300001	7400000	0.0046841974712036	1195	46682	9965848	54227
N_Europe	jlSCF_10	7300001	7400000	0.0125125927577174	1195	14594	1166345	543700
MENA	jlSCF_10	7300001	7400000	0.0370344115204666	1195	3657	98746	44654
E_Asia	jlSCF_10	7300001	7400000	0.0199585226713157	1195	49043	2457246	264964
MENA	jlSCF_10	7400001	7500000	0.0338242715441017	2577	7976	235807	74033
E_Asia	jlSCF_10	7400001	7500000	0.0148142564936502	2582	78618	5306915	574881
NYC	jlSCF_10	7400001	7500000	0.0153292743711202	2582	330278	21545573	104497
N_Europe	jlSCF_10	7400001	7500000	0.0319556630135505	2582	85711	2682185	1012657
E_Asia	jlSCF_10	7500001	7600000	0.0154883274535135	2670	86725	5599378	482882
N_Europe	jlSCF_10	7500001	7600000	0.0559820755705301	2670	165656	2959090	861680
NYC	jlSCF_10	7500001	7600000	0.0311131008751611	2670	695376	22349942	38008
MENA	jlSCF_10	7500001	7600000	0.0401283793870159	2670	10215	254558	65842
MENA	jlSCF_10	7600001	7700000	0.0425689802999383	2141	8490	199441	57479
N_Europe	jlSCF_10	7600001	7700000	0.0663318617233701	2141	157625	2376309	687462
NYC	jlSCF_10	7600001	7700000	0.0380262363870643	2141	682062	17936616	15669
E_Asia	jlSCF_10	7600001	7700000	0.0238070263793133	2141	102816	4318725	558473
N_Europe	jlSCF_10	7700001	7800000	0.0704610773791799	3338	261246	3707664	1069014
MENA	jlSCF_10	7700001	7800000	0.0483142100617828	3338	16422	339900	60660
NYC	jlSCF_10	7700001	7800000	0.0330547818012999	3338	923820	27948150	40980
E_Asia	jlSCF_10	7700001	7800000	0.0102213135875993	3338	74254	7264624	339340
E_Asia	jlSCF_10	7800001	7900000	0.0436613082048402	3007	285037	6528366	321580
MENA	jlSCF_10	7800001	7900000	0.0797232108616525	3007	23699	297266	63574
N_Europe	jlSCF_10	7800001	7900000	0.0607275410556724	3007	193399	3184700	1118317
NYC	jlSCF_10	7800001	7900000	0.0272165744766854	3007	684833	25162351	51344
NYC	jlSCF_10	7900001	8000000	0.0229816085685867	1990	382992	16665152	20998
N_Europe	jlSCF_10	7900001	8000000	0.1369768554398714	1990	302935	2211578	636112
MENA	jlSCF_10	7900001	8000000	0.0605819381051086	1990	11720	193457	45343
E_Asia	jlSCF_10	7900001	8000000	0.0168312199216091	1990	67702	4022406	510814
N_Europe	jlSCF_10	8000001	8100000	0.1390889314115669	1125	191168	1374430	235445
E_Asia	jlSCF_10	8000001	8100000	0.015371040153594	1125	31704	2062580	500170
MENA	jlSCF_10	8000001	8100000	0.1732168453903797	1125	19093	110226	24774
NYC	jlSCF_10	8000001	8100000	0.0260666071304676	1125	245709	9426198	6927
MENA	jlSCF_10	8100001	8200000	0.1415032356197179	1178	15722	111107	30253
NYC	jlSCF_10	8100001	8200000	0.019883784928564	1178	195989	9856725	20805
N_Europe	jlSCF_10	8100001	8200000	0.1257368084405935	1178	180655	1436771	248947
E_Asia	jlSCF_10	8100001	8200000	0.0319923630701422	1178	71685	2240691	442793
N_Europe	jlSCF_10	8200001	8300000	0.0960823381096118	420	48320	502902	98118
MENA	jlSCF_10	8200001	8300000	0.1041284278004547	420	3801	36503	13897
E_Asia	jlSCF_10	8200001	8300000	0.0939227638673274	420	74174	789734	167026
NYC	jlSCF_10	8200001	8300000	0.0617754575567982	420	217507	3520929	771
NYC	jlSCF_10	8300001	8400000	0.012367849250883	391	40214	3251495	27040
N_Europe	jlSCF_10	8300001	8400000	0.0111150839787927	391	4694	422309	137212
MENA	jlSCF_10	8300001	8400000	0.008848371095321	391	330	37295	9625
E_Asia	jlSCF_10	8300001	8400000	0.0046577670999823	391	3195	685951	204747
E_Asia	jlSCF_10	8400001	8500000	0.0033239830515613	306	1973	593565	103503
MENA	jlSCF_10	8400001	8500000	0.0103648741681327	306	271	26146	10574
N_Europe	jlSCF_10	8400001	8500000	0.0076324876321346	306	2595	339994	97892
NYC	jlSCF_10	8400001	8500000	0.0117858137285355	306	29291	2485276	80534
NYC	jlSCF_10	8500001	8600000	0.024781423974957	512	104624	4221872	71248
