pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
NYC	E_Asia	jlSCF_14	1987762	2034633	0.5020996564691093	597	2594606	5167512	109968
NYC	N_Europe	jlSCF_14	1987762	2034633	0.2557655041759276	597	991476	3876504	314436
N_Europe	E_Asia	jlSCF_14	1987762	2034633	0.4202231458495113	597	835528	1988296	203888
NYC	MENA	jlSCF_14	1987762	2034633	0.5118742938830094	597	621614	1214388	27372
MENA	E_Asia	jlSCF_14	1987762	2034633	0.1299397853327855	597	80966	623104	26432
NYC	MENA	jlSCF_14	2267106	2379257	0.6081084851697871	1338	1656344	2723764	59276
MENA	E_Asia	jlSCF_14	2267106	2379257	0.1635298584368389	1338	229140	1401212	54532
N_Europe	E_Asia	jlSCF_14	2267106	2379257	0.446116962496332	1338	2000740	4484788	428348
N_Europe	MENA	jlSCF_14	2267106	2379257	0.470384912436891	1338	494542	1051356	104676
NYC	N_Europe	jlSCF_14	2267106	2379257	0.1856975807487494	1338	1619170	8719392	673368
NYC	E_Asia	jlSCF_14	2267106	2379257	0.611162851710791	1338	7100358	11617784	210136
NYC	N_Europe	jlSCF_14	2379257	2409662	0.3207508408056116	332	690098	2151508	179132
MENA	E_Asia	jlSCF_14	2379257	2409662	0.0882393940802007	332	30384	344336	16880
N_Europe	E_Asia	jlSCF_14	2379257	2409662	0.3565692264105712	332	392674	1101256	117848
N_Europe	MENA	jlSCF_14	2379257	2409662	0.3680635166537567	332	95034	258200	28648
NYC	E_Asia	jlSCF_14	2379257	2409662	0.5697931394119894	332	1634618	2868792	66088
NYC	MENA	jlSCF_14	2379257	2409662	0.5632058807786322	332	378792	672564	17996
N_Europe	E_Asia	jlSCF_14	2409662	2431818	0.3013837152910342	233	233664	775304	80272
N_Europe	MENA	jlSCF_14	2409662	2431818	0.3023222508647851	233	54886	181548	19764
NYC	E_Asia	jlSCF_14	2409662	2431818	0.4760798623472173	233	962862	2022480	37240
NYC	MENA	jlSCF_14	2409662	2431818	0.4827657579264841	233	228578	473476	11164
NYC	N_Europe	jlSCF_14	2409662	2431818	0.2953046419865854	233	444854	1506424	129236
MENA	E_Asia	jlSCF_14	2409662	2431818	0.0590981441065949	233	14406	243764	9740
NYC	MENA	jlSCF_14	2431818	2482333	0.5187447841129144	481	512192	987368	13112
MENA	E_Asia	jlSCF_14	2431818	2482333	0.1073180201095009	481	54178	504836	18492
N_Europe	E_Asia	jlSCF_14	2431818	2482333	0.3163824943081204	481	500264	1581200	185032
N_Europe	MENA	jlSCF_14	2431818	2482333	0.3530749288112542	481	132920	376464	39120
NYC	E_Asia	jlSCF_14	2431818	2482333	0.4877525990292329	481	2023428	4148472	103568
NYC	N_Europe	jlSCF_14	2431818	2482333	0.306050026830104	481	946778	3093540	283080
MENA	E_Asia	jlSCF_14	2482333	2492534	0.0815684629901446	89	7780	95380	1452
N_Europe	E_Asia	jlSCF_14	2482333	2492534	0.2354471871028162	89	70394	298980	27828
N_Europe	MENA	jlSCF_14	2482333	2492534	0.2249216747365423	89	15794	70220	6676
NYC	E_Asia	jlSCF_14	2482333	2492534	0.4071064274302569	89	318012	781152	5608
NYC	MENA	jlSCF_14	2482333	2492534	0.3956634544106746	89	72590	183464	1656
NYC	N_Europe	jlSCF_14	2482333	2492534	0.2669560197260884	89	153520	575076	49704
MENA	E_Asia	jlSCF_14	3126389	3174865	0.2756440947285886	548	158900	576468	19756
NYC	N_Europe	jlSCF_14	3126389	3174865	0.0602407532110391	548	213626	3546204	300756
NYC	MENA	jlSCF_14	3126389	3174865	0.1521329180833738	548	170384	1119968	19872
NYC	E_Asia	jlSCF_14	3126389	3174865	0.2525267556138448	548	1201492	4757880	86440
N_Europe	MENA	jlSCF_14	3126389	3174865	0.151772078817	548	65194	429552	43920
N_Europe	E_Asia	jlSCF_14	3126389	3174865	0.2542321425831468	548	463934	1824844	187412
MENA	E_Asia	jlSCF_14	3633056	3648702	0.1193503095283681	298	37402	313380	10844
N_Europe	E_Asia	jlSCF_14	3633056	3648702	0.1150416183160743	298	114604	996196	98060
N_Europe	MENA	jlSCF_14	3633056	3648702	0.0843895587832282	298	19708	233536	23936
NYC	E_Asia	jlSCF_14	3633056	3648702	0.0958969340456304	298	248510	2591428	42892
NYC	MENA	jlSCF_14	3633056	3648702	0.0650009547828033	298	39486	607468	12372
NYC	N_Europe	jlSCF_14	3633056	3648702	0.0280330672984133	298	54148	1931576	160384
NYC	N_Europe	jlSCF_14	6146841	6191605	0.1614834740607073	984	1019814	6315284	592396
NYC	E_Asia	jlSCF_14	6146841	6191605	0.2709903129163912	984	2325008	8579672	118888
NYC	MENA	jlSCF_14	6146841	6191605	0.2675189693955139	984	540414	2020096	26624
N_Europe	MENA	jlSCF_14	6146841	6191605	0.2339023223901698	984	180000	769552	80624
MENA	E_Asia	jlSCF_14	6146841	6191605	0.1894745501364034	984	198082	1045428	25164
N_Europe	E_Asia	jlSCF_14	6146841	6191605	0.2330159891993649	984	761486	3267956	345292
NYC	N_Europe	jlSCF_14	6191605	6287618	0.1814763385997291	1242	1456434	8025476	693364
NYC	MENA	jlSCF_14	6191605	6287618	0.3135036369496388	1242	793726	2531792	51568
NYC	E_Asia	jlSCF_14	6191605	6287618	0.3047281139868856	1242	3272964	10740604	238676
N_Europe	MENA	jlSCF_14	6191605	6287618	0.2787223186879202	1242	270956	972136	100952
N_Europe	E_Asia	jlSCF_14	6191605	6287618	0.2690841471338382	1242	1109886	4124680	435944
MENA	E_Asia	jlSCF_14	6191605	6287618	0.1139071301045101	1242	148272	1301692	49604
NYC	N_Europe	jlSCF_14	6287618	6330770	0.2201623440379444	329	466406	2118464	191116
NYC	MENA	jlSCF_14	6287618	6330770	0.3854583879639109	329	257534	668124	16196
NYC	E_Asia	jlSCF_14	6287618	6330770	0.4059249211694863	329	1150362	2833928	74432
N_Europe	E_Asia	jlSCF_14	6287618	6330770	0.3637185480924987	329	394284	1084036	124052
N_Europe	MENA	jlSCF_14	6287618	6330770	0.3442761469612568	329	88008	255632	28624
MENA	E_Asia	jlSCF_14	6287618	6330770	0.0652916340159764	329	22330	342004	15948
NYC	E_Asia	jlSCF_14	6330770	6332865	0.3563473839593242	28	86906	243880	3640
NYC	N_Europe	jlSCF_14	6330770	6332865	0.1728323699421965	28	31096	179920	16640
MENA	E_Asia	jlSCF_14	6330770	6332865	0.1620793023572694	28	4758	29356	1108
N_Europe	E_Asia	jlSCF_14	6330770	6332865	0.2909008542583484	28	26970	92712	10104
N_Europe	MENA	jlSCF_14	6330770	6332865	0.3699667528629479	28	8012	21656	2536
NYC	MENA	jlSCF_14	6330770	6332865	0.4331577098700386	28	24664	56940	1300
NYC	N_Europe	jlSCF_14	6332865	6565285	0.1865824804884439	2808	3384036	18136944	1575216
N_Europe	E_Asia	jlSCF_14	6332865	6565285	0.3462220026435217	2808	3229196	9326952	984024
N_Europe	MENA	jlSCF_14	6332865	6565285	0.3230014091895241	2808	706886	2188492	237620
NYC	E_Asia	jlSCF_14	6332865	6565285	0.3852669539485706	2808	9378236	24342176	480544
MENA	E_Asia	jlSCF_14	6332865	6565285	0.1179594915475775	2808	346548	2937856	117248
NYC	MENA	jlSCF_14	6332865	6565285	0.3658220578760119	2808	2089400	5711520	129120
NYC	MENA	jlSCF_14	6565285	6574512	0.3823660714285714	153	116484	304640	13600
NYC	E_Asia	jlSCF_14	6565285	6574512	0.3791622897974049	153	503890	1328956	23564
N_Europe	MENA	jlSCF_14	6565285	6574512	0.3098341436502189	153	35942	116004	16188
MENA	E_Asia	jlSCF_14	6565285	6574512	0.0164508894439064	153	2582	156952	9512
NYC	N_Europe	jlSCF_14	6565285	6574512	0.1299180861805035	153	127644	982496	91564
N_Europe	E_Asia	jlSCF_14	6565285	6574512	0.3095179770841564	153	156678	506200	55616
NYC	MENA	jlSCF_14	6574512	6592441	0.4058876110601179	328	270628	666756	15484
NYC	E_Asia	jlSCF_14	6574512	6592441	0.4047581127097239	328	1148710	2838016	61504
NYC	N_Europe	jlSCF_14	6574512	6592441	0.1989213222133364	328	417878	2100720	201840
N_Europe	E_Asia	jlSCF_14	6574512	6592441	0.3215653063417997	328	347050	1079252	125164
MENA	E_Asia	jlSCF_14	6574512	6592441	0.0434985586069256	328	14908	342724	14140
N_Europe	MENA	jlSCF_14	6574512	6592441	0.324942827852693	328	82412	253620	29772
NYC	N_Europe	jlSCF_14	6592441	6692589	0.1447591515442781	1010	947008	6541956	548244
NYC	MENA	jlSCF_14	6592441	6692589	0.5182998634601316	1010	1059832	2044824	55976
NYC	E_Asia	jlSCF_14	6592441	6692589	0.5082273148963009	1010	4435190	8726784	201616
N_Europe	MENA	jlSCF_14	6592441	6692589	0.4146315354854495	1010	325368	784716	87924
N_Europe	E_Asia	jlSCF_14	6592441	6692589	0.405151405102426	1010	1356596	3348368	360352
MENA	E_Asia	jlSCF_14	6592441	6692589	0.0813237361696925	1010	85144	1046976	51904
NYC	N_Europe	jlSCF_14	6692589	6782248	0.2233890885667236	1072	1548098	6930052	595388
NYC	E_Asia	jlSCF_14	6692589	6782248	0.3938074391656013	1072	3659432	9292440	184040
MENA	E_Asia	jlSCF_14	6692589	6782248	0.0743988538396017	1072	83502	1122356	43980
N_Europe	E_Asia	jlSCF_14	6692589	6782248	0.3861295735165622	1072	1375236	3561592	374792
N_Europe	MENA	jlSCF_14	6692589	6782248	0.3743439982411027	1072	313284	836888	89320
NYC	MENA	jlSCF_14	6692589	6782248	0.378109334232359	1072	825452	2183104	46656
N_Europe	E_Asia	jlSCF_14	7285779	7318618	0.3792577653065201	495	622808	1642176	175464
MENA	E_Asia	jlSCF_14	7285779	7318618	0.0503941290475789	495	26314	522164	16396
N_Europe	MENA	jlSCF_14	7285779	7318618	0.382000062004609	495	147860	387068	40612
NYC	E_Asia	jlSCF_14	7285779	7318618	0.3731334886860913	495	1605074	4301608	74192
NYC	MENA	jlSCF_14	7285779	7318618	0.3758319492170702	495	381050	1013884	15716
NYC	N_Europe	jlSCF_14	7285779	7318618	0.2040028094291466	495	650618	3189260	285640
N_Europe	MENA	jlSCF_14	7318618	7406525	0.3330735006228866	1446	374308	1123800	125544
NYC	E_Asia	jlSCF_14	7318618	7406525	0.3245337321676571	1446	4070698	12543220	239420
NYC	MENA	jlSCF_14	7318618	7406525	0.3285567462606534	1446	970554	2953992	53688
NYC	N_Europe	jlSCF_14	7318618	7406525	0.1615849426225903	1446	1499220	9278216	872704
N_Europe	E_Asia	jlSCF_14	7318618	7406525	0.3286390585126539	1446	1568050	4771344	538368
MENA	E_Asia	jlSCF_14	7318618	7406525	0.0495490040176291	1446	75280	1519304	53944
MENA	E_Asia	jlSCF_14	7451657	7516477	0.067324050279886	960	67592	1003980	40500
NYC	N_Europe	jlSCF_14	7451657	7516477	0.2199093269443477	960	1359914	6183976	555224
NYC	MENA	jlSCF_14	7451657	7516477	0.4179941726729029	960	817722	1956300	40500
NYC	E_Asia	jlSCF_14	7451657	7516477	0.4209698206474275	960	3493706	8299184	187216
N_Europe	MENA	jlSCF_14	7451657	7516477	0.3949011028979151	960	295326	747848	81592
N_Europe	E_Asia	jlSCF_14	7451657	7516477	0.3942058170061559	960	1250506	3172216	352904
MENA	E_Asia	jlSCF_14	10266079	10291904	0.0732347599046429	537	41288	563776	20480
N_Europe	E_Asia	jlSCF_14	10266079	10291904	0.1095667634709272	537	194978	1779536	192328
N_Europe	MENA	jlSCF_14	10266079	10291904	0.1096770442719688	537	45276	412812	51156
NYC	E_Asia	jlSCF_14	10266079	10291904	0.1372728222715974	537	641052	4669912	77168
NYC	MENA	jlSCF_14	10266079	10291904	0.1380674180539758	537	149548	1083152	33808
NYC	N_Europe	jlSCF_14	10266079	10291904	0.1428881448412698	537	488554	3419136	350604
N_Europe	E_Asia	jlSCF_14	10710210	10817897	0.0917481869257227	1151	357110	3892284	334188
N_Europe	MENA	jlSCF_14	10710210	10817897	0.1079528361613376	1151	96170	890852	103612
NYC	E_Asia	jlSCF_14	10710210	10817897	0.101104039144292	1151	1015620	10045296	129544
NYC	MENA	jlSCF_14	10710210	10817897	0.1185117193617428	1151	272430	2298760	95320
NYC	N_Europe	jlSCF_14	10710210	10817897	0.0996250028893484	1151	741322	7441124	638896
MENA	E_Asia	jlSCF_14	10710210	10817897	0.082017144263189	1151	98664	1202968	49320
MENA	E_Asia	jlSCF_14	18725443	18774186	0.1031009350935093	168	17994	174528	8256
N_Europe	E_Asia	jlSCF_14	18725443	18774186	0.2364422123550459	168	131634	556728	60168
N_Europe	MENA	jlSCF_14	18725443	18774186	0.2327956989247311	168	30310	130200	14952
NYC	E_Asia	jlSCF_14	18725443	18774186	0.3439970868316546	168	500674	1455460	29660
NYC	MENA	jlSCF_14	18725443	18774186	0.3520974416854778	168	119792	340224	9216
NYC	N_Europe	jlSCF_14	18725443	18774186	0.2808183577550456	168	304716	1085100	94260
NYC	N_Europe	jlSCF_14	18774187	18781471	0.3000346426281224	84	162824	542684	46996
NYC	E_Asia	jlSCF_14	18774187	18781471	0.5284293951285818	84	385652	729808	12752
N_Europe	MENA	jlSCF_14	18774187	18781471	0.3702403876017144	84	23842	64396	8180
N_Europe	E_Asia	jlSCF_14	18774187	18781471	0.3878303846429339	84	108290	279220	29228
MENA	E_Asia	jlSCF_14	18774187	18781471	0.1041242833364157	84	9008	86512	4880
NYC	MENA	jlSCF_14	18774187	18781471	0.5313273073263558	84	89348	168160	6560
NYC	N_Europe	jlSCF_14	18781471	18986555	0.2647685059650648	1852	3148070	11889896	1111144
MENA	E_Asia	jlSCF_14	18781471	18986555	0.0892564220164532	1852	172814	1936152	78824
N_Europe	E_Asia	jlSCF_14	18781471	18986555	0.3504798226489937	1852	2136818	6096836	703708
N_Europe	MENA	jlSCF_14	18781471	18986555	0.3558586916554314	1852	510996	1435952	164176
NYC	E_Asia	jlSCF_14	18781471	18986555	0.4971941121781072	1852	7968182	16026300	345380
NYC	MENA	jlSCF_14	18781471	18986555	0.5033874025075467	1852	1900370	3775164	76996
NYC	E_Asia	jlSCF_14	19315465	19364476	0.1353215361269735	844	995560	7356996	103964
NYC	MENA	jlSCF_14	19315465	19364476	0.2643637144800754	844	443026	1675820	79700
NYC	N_Europe	jlSCF_14	19315465	19364476	0.0852454195519258	844	466124	5468024	456856
N_Europe	E_Asia	jlSCF_14	19315465	19364476	0.1082069272197242	844	306600	2833460	265708
MENA	E_Asia	jlSCF_14	19315465	19364476	0.2564423732247785	844	222752	868624	49648
N_Europe	MENA	jlSCF_14	19315465	19364476	0.2558798921632425	844	165150	645420	83796
NYC	E_Asia	jlSCF_14	20524385	20568044	0.3992078798679491	603	2070728	5187092	143428
MENA	E_Asia	jlSCF_14	20524385	20568044	0.3661128716256197	603	222746	608408	47656
N_Europe	E_Asia	jlSCF_14	20524385	20568044	0.3125634896320423	603	620306	1984576	229640
N_Europe	MENA	jlSCF_14	20524385	20568044	0.2497221565899206	603	114146	457092	63900
NYC	MENA	jlSCF_14	20524385	20568044	0.1925630520931385	603	229938	1194092	60148
NYC	N_Europe	jlSCF_14	20524385	20568044	0.1859256818688024	603	724568	3897084	335976
MENA	E_Asia	jlSCF_14	20568044	20585928	0.281672447223967	418	123768	439404	15380
N_Europe	E_Asia	jlSCF_14	20568044	20585928	0.2412694252767634	418	335102	1388912	145984
N_Europe	MENA	jlSCF_14	20568044	20585928	0.2325758787416493	418	75616	325124	36028
NYC	E_Asia	jlSCF_14	20568044	20585928	0.2835987042200846	418	1031284	3636420	58700
NYC	MENA	jlSCF_14	20568044	20585928	0.224669116955876	418	191206	851056	18384
NYC	N_Europe	jlSCF_14	20568044	20585928	0.13520095269104	418	363756	2690484	243876
NYC	MENA	jlSCF_14	20585928	20617421	0.2363431296113181	824	397722	1682816	31104
NYC	N_Europe	jlSCF_14	20585928	20617421	0.1360536509605564	824	720440	5295264	489216
N_Europe	E_Asia	jlSCF_14	20585928	20617421	0.258154467204423	824	706006	2734820	290908
NYC	E_Asia	jlSCF_14	20585928	20617421	0.288193643309759	824	2068458	7177320	106840
MENA	E_Asia	jlSCF_14	20585928	20617421	0.2468463368724314	824	214546	869148	27364
N_Europe	MENA	jlSCF_14	20585928	20617421	0.228840731591686	824	146740	641232	70704
MENA	E_Asia	jlSCF_14	21005168	21094027	0.1030572785549298	740	79418	770620	34500
N_Europe	MENA	jlSCF_14	21005168	21094027	0.3109984907018928	740	179680	577752	61608
NYC	E_Asia	jlSCF_14	21005168	21094027	0.3493776953318216	740	2229196	6380476	161124
NYC	MENA	jlSCF_14	21005168	21094027	0.3557775824012367	740	535774	1505924	33276
N_Europe	E_Asia	jlSCF_14	21005168	21094027	0.2944065076262266	740	720514	2447344	269936
NYC	N_Europe	jlSCF_14	21005168	21094027	0.2260740587145408	740	1081560	4784096	410704
MENA	E_Asia	jlSCF_14	21094027	21115245	0.1328308565499984	129	17412	131084	9268
NYC	N_Europe	jlSCF_14	21094027	21115245	0.1867769504823666	129	149308	799392	106188
NYC	MENA	jlSCF_14	21094027	21115245	0.2820155063341313	129	71148	252284	16036
NYC	E_Asia	jlSCF_14	21094027	21115245	0.3006806089243365	129	335224	1114884	25476
N_Europe	MENA	jlSCF_14	21094027	21115245	0.238667348329925	129	22408	93888	17568
N_Europe	E_Asia	jlSCF_14	21094027	21115245	0.2614496830504229	129	108556	415208	58480
N_Europe	MENA	jlSCF_14	21229857	21276823	0.2855979096218874	171	37162	130120	17624
NYC	N_Europe	jlSCF_14	21229857	21276823	0.2022663154158025	171	216518	1070460	129960
NYC	E_Asia	jlSCF_14	21229857	21276823	0.2973676324889924	171	440612	1481708	29932
NYC	MENA	jlSCF_14	21229857	21276823	0.296745788231	171	104064	350684	4996
MENA	E_Asia	jlSCF_14	21229857	21276823	0.1841339963592771	171	33178	180184	5864
N_Europe	E_Asia	jlSCF_14	21229857	21276823	0.284747686397765	171	156552	549792	78120
N_Europe	E_Asia	jlSCF_14	24479752	26955221	0.1509625028932952	62	31306	207376	20288
N_Europe	MENA	jlSCF_14	24479752	26955221	0.2316379157033612	62	10420	44984	8584
NYC	E_Asia	jlSCF_14	24479752	26955221	0.1338393022824271	62	72126	538900	9180
NYC	MENA	jlSCF_14	24479752	26955221	0.2263730995754006	62	26444	116816	12144
NYC	N_Europe	jlSCF_14	24479752	26955221	0.0827221311803029	62	33114	400304	34936
MENA	E_Asia	jlSCF_14	24479752	26955221	0.2228497820055489	62	13494	60552	6904
NYC	N_Europe	jlSCF_13	0	36461	0.046033729211706	265	78700	1709616	150684
NYC	MENA	jlSCF_13	0	36461	0.1031434272975694	265	45898	444992	106208
NYC	E_Asia	jlSCF_13	0	36461	0.1229965683688496	265	286306	2327756	14844
N_Europe	MENA	jlSCF_13	0	36461	0.1161066729323308	265	19766	170240	58720
N_Europe	E_Asia	jlSCF_13	0	36461	0.1346974952870724	265	119752	889044	84036
MENA	E_Asia	jlSCF_13	0	36461	0.1542972804650197	265	35676	231216	57104
N_Europe	MENA	jlSCF_13	3030752	3285963	0.1145283120103971	3457	307372	2683808	303040
NYC	E_Asia	jlSCF_13	3030752	3285963	0.3603506439609003	3457	10794612	29955856	604024
NYC	MENA	jlSCF_13	3030752	3285963	0.080159751201725	3457	562514	7017412	173148
NYC	N_Europe	jlSCF_13	3030752	3285963	0.0536126275536489	3457	1196740	22321980	1946160
N_Europe	E_Asia	jlSCF_13	3030752	3285963	0.3477221779420508	3457	3983974	11457348	1236756
MENA	E_Asia	jlSCF_13	3030752	3285963	0.31404747152397	3457	1131302	3602328	158888
NYC	MENA	jlSCF_13	4126735	4235620	0.0902573024293948	3463	642480	7118316	84724
MENA	E_Asia	jlSCF_13	4126735	4235620	0.1234291798631115	3463	454878	3685336	82408
N_Europe	E_Asia	jlSCF_13	4126735	4235620	0.1223769223000707	3463	1391104	11367372	1348764
N_Europe	MENA	jlSCF_13	4126735	4235620	0.1079068005077967	3463	289340	2681388	310644
NYC	E_Asia	jlSCF_13	4126735	4235620	0.1094611093189674	3463	3303658	30181112	431808
NYC	N_Europe	jlSCF_13	4126735	4235620	0.0695875368595902	3463	1528262	21961720	2348540
NYC	N_Europe	jlSCF_13	5970657	6008238	0.1270109124680752	336	273518	2153500	205220
MENA	E_Asia	jlSCF_13	5970657	6008238	0.1826575514694326	336	65086	356328	9240
N_Europe	E_Asia	jlSCF_13	5970657	6008238	0.3297399466022732	336	367052	1113156	120636
N_Europe	MENA	jlSCF_13	5970657	6008238	0.2938991719434973	336	77232	262784	27520
NYC	E_Asia	jlSCF_13	5970657	6008238	0.3705623003719998	336	1082202	2920432	49808
NYC	MENA	jlSCF_13	5970657	6008238	0.3398434553546043	336	234284	689388	9492
MENA	E_Asia	jlSCF_13	6008238	6215686	0.1020777853246048	2635	280738	2750236	116644
NYC	N_Europe	jlSCF_13	6008238	6215686	0.0454522958604221	2635	778798	17134404	1363296
NYC	MENA	jlSCF_13	6008238	6215686	0.3623582095323647	2635	1949148	5379064	101736
NYC	E_Asia	jlSCF_13	6008238	6215686	0.3573129680012826	2635	8121022	22728036	565364
N_Europe	MENA	jlSCF_13	6008238	6215686	0.3581087078163891	2635	742388	2073080	203560
N_Europe	E_Asia	jlSCF_13	6008238	6215686	0.3533739829229707	2635	3095002	8758432	917288
N_Europe	MENA	jlSCF_13	6358308	6513325	0.3529459285528459	1894	515534	1460660	175756
N_Europe	E_Asia	jlSCF_13	6358308	6513325	0.3502205986007165	1894	2206118	6299224	655544
MENA	E_Asia	jlSCF_13	6358308	6513325	0.1609159636513262	1894	314424	1953964	106708
NYC	E_Asia	jlSCF_13	6358308	6513325	0.3608334719023486	1894	5919756	16405784	337176
NYC	MENA	jlSCF_13	6358308	6513325	0.3636574463609592	1894	1383062	3803200	136320
NYC	N_Europe	jlSCF_13	6358308	6513325	0.1445138554554836	1894	1772200	12263184	1032696
NYC	N_Europe	jlSCF_13	6635701	6735031	0.1377316931976405	586	512006	3717416	396304
NYC	MENA	jlSCF_13	6635701	6735031	0.1542849800395688	586	175306	1136248	82632
NYC	E_Asia	jlSCF_13	6635701	6735031	0.1403177247830572	586	706754	5036812	143428
N_Europe	MENA	jlSCF_13	6635701	6735031	0.1596555501348527	586	69378	434548	71756
N_Europe	E_Asia	jlSCF_13	6635701	6735031	0.1436011734832645	586	276658	1926572	225220
MENA	E_Asia	jlSCF_13	6635701	6735031	0.1664549308405119	586	98006	588784	48784
N_Europe	E_Asia	jlSCF_13	6824432	6837949	0.1441759933676792	408	194776	1350960	147216
NYC	N_Europe	jlSCF_13	6824432	6837949	0.1900107772622696	408	497186	2616620	247540
MENA	E_Asia	jlSCF_13	6824432	6837949	0.2294944169030766	408	96104	418764	25140
NYC	MENA	jlSCF_13	6824432	6837949	0.248098892151299	408	201104	810580	38060
N_Europe	MENA	jlSCF_13	6824432	6837949	0.2419438400165786	408	74720	308832	43680
NYC	E_Asia	jlSCF_13	6824432	6837949	0.2029379116155975	408	719574	3545784	60936
NYC	N_Europe	jlSCF_13	6837949	6903915	0.1793839852061005	614	721712	4023280	287000
NYC	E_Asia	jlSCF_13	6837949	6903915	0.2697925997644305	614	1415564	5246860	180900
MENA	E_Asia	jlSCF_13	6837949	6903915	0.2387340469990677	614	148526	622140	45892
N_Europe	E_Asia	jlSCF_13	6837949	6903915	0.2526386525730159	614	517312	2047636	206972
N_Europe	MENA	jlSCF_13	6837949	6903915	0.2542808290937131	614	121354	477244	53252
NYC	MENA	jlSCF_13	6837949	6903915	0.2674678957343799	614	326834	1221956	55164
NYC	E_Asia	jlSCF_13	6903915	6956401	0.2951182413082597	327	814112	2758596	132084
