pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
E_Asia	jlSCF_14	2267106	2379257	0.0142194658905655	1338	41876	2944977	102987
NYC	jlSCF_14	2267106	2379257	0.0125491129535256	1338	140658	11208601	10529
N_Europe	jlSCF_14	2267106	2379257	0.2610037258474001	1338	430961	1651168	263510
NYC	jlSCF_14	2379257	2409662	0.1422716404494382	332	395693	2781250	2570
E_Asia	jlSCF_14	2379257	2409662	0.016620816297768	332	12029	723731	32565
MENA	jlSCF_14	2379257	2409662	0.0159894459102902	332	606	37900	1940
N_Europe	jlSCF_14	2379257	2409662	0.3358982268672186	332	136111	405215	69877
MENA	jlSCF_14	2409662	2431818	0.0176152267214032	233	472	26795	1165
N_Europe	jlSCF_14	2409662	2431818	0.2974451266850166	233	84290	283380	50043
NYC	jlSCF_14	2409662	2431818	0.1430119004325518	233	278815	1949593	4112
E_Asia	jlSCF_14	2409662	2431818	0.0202462369636101	233	10388	513083	17691
NYC	jlSCF_14	2431818	2482333	0.18814637523165	481	757479	4026009	7176
E_Asia	jlSCF_14	2431818	2482333	0.025190687815302	481	26335	1045426	50292
MENA	jlSCF_14	2431818	2482333	0.018769181642392	481	1058	56369	1351
N_Europe	jlSCF_14	2431818	2482333	0.3092019497573163	481	179074	579149	109162
E_Asia	jlSCF_14	2482333	2492534	0.0187004627639903	89	3742	200102	2640
MENA	jlSCF_14	2482333	2492534	0.0042832667047401	89	45	10506	174
N_Europe	jlSCF_14	2482333	2492534	0.2264837392729191	89	24465	108021	19338
NYC	jlSCF_14	2482333	2492534	0.1409722948809782	89	105094	745494	771
E_Asia	jlSCF_14	3126389	3174865	0.0865198633622111	548	104403	1206694	41650
NYC	jlSCF_14	3126389	3174865	0.0409041727225883	548	187660	4587796	7184
N_Europe	jlSCF_14	3126389	3174865	0.0701524382021461	548	46821	667418	116770
MENA	jlSCF_14	3126389	3174865	0.1377204138992259	548	8771	63687	2073
E_Asia	jlSCF_14	3633056	3648702	0.0280284004117938	298	18459	658582	20262
MENA	jlSCF_14	3633056	3648702	0.0387482235563676	298	1336	34479	1281
N_Europe	jlSCF_14	3633056	3648702	0.0476825883186307	298	17367	364221	62217
NYC	jlSCF_14	3633056	3648702	0.0066753698344994	298	16644	2493345	5385
N_Europe	jlSCF_14	6146841	6191605	0.1603323070560588	984	189191	1179993	228111
NYC	jlSCF_14	6146841	6191605	0.1389361482044573	984	1143037	8227067	23773
E_Asia	jlSCF_14	6146841	6191605	0.1566233836278313	984	342668	2187847	53705
MENA	jlSCF_14	6146841	6191605	0.1562118496584326	984	18042	115497	2583
NYC	jlSCF_14	6191605	6287618	0.1471827142685071	1242	1526201	10369431	44739
N_Europe	jlSCF_14	6191605	6287618	0.1977656114211489	1242	299022	1512002	265300
MENA	jlSCF_14	6191605	6287618	0.0898875624170955	1242	12943	143991	5049
E_Asia	jlSCF_14	6191605	6287618	0.0582258989210007	1242	158435	2721040	108236
NYC	jlSCF_14	6287618	6330770	0.1700458196402121	329	467240	2747730	10935
MENA	jlSCF_14	6287618	6330770	0.0278782438818342	329	1056	37879	1601
N_Europe	jlSCF_14	6287618	6330770	0.2530827536917548	329	100568	397372	73427
E_Asia	jlSCF_14	6287618	6330770	0.0170379052131906	329	12182	714994	34468
E_Asia	jlSCF_14	6330770	6332865	0.0145961830335518	28	904	61934	1850
MENA	jlSCF_14	6330770	6332865	0.0261275272161741	28	84	3215	145
N_Europe	jlSCF_14	6330770	6332865	0.1934080343306711	28	6490	33556	6512
NYC	jlSCF_14	6330770	6332865	0.1328648096089956	28	31194	234780	0
N_Europe	jlSCF_14	6332865	6565285	0.2087256532798211	2808	711456	3408570	609678
MENA	jlSCF_14	6332865	6565285	0.0208865022524053	2808	6760	323654	13306
E_Asia	jlSCF_14	6332865	6565285	0.0956390585008696	2808	590027	6169310	227314
NYC	jlSCF_14	6332865	6565285	0.1548292738626336	2808	3636693	23488407	56673
MENA	jlSCF_14	6565285	6574512	0.007741859228178	153	131	16921	1439
N_Europe	jlSCF_14	6565285	6574512	0.1793234577855745	153	32915	183551	35392
E_Asia	jlSCF_14	6565285	6574512	0.0186813936046908	153	6302	337341	11193
NYC	jlSCF_14	6565285	6574512	0.0479814511303217	153	61420	1280078	2827
NYC	jlSCF_14	6574512	6592441	0.125228513191916	328	343194	2740542	9738
E_Asia	jlSCF_14	6574512	6592441	0.011184515288982	328	8040	718851	28333
MENA	jlSCF_14	6574512	6592441	0.029966410113994	328	1133	37809	1551
N_Europe	jlSCF_14	6574512	6592441	0.2375605448912616	328	93090	391858	77510
N_Europe	jlSCF_14	6592441	6692589	0.2093315024487134	1010	257784	1231463	213847
MENA	jlSCF_14	6592441	6692589	0.0290184576134401	1010	3344	115237	5963
E_Asia	jlSCF_14	6592441	6692589	0.0226513111490704	1010	49873	2201771	99009
NYC	jlSCF_14	6592441	6692589	0.0261670331530492	1010	221363	8459614	9236
NYC	jlSCF_14	6692589	6782248	0.1516263210451581	1072	1360200	8970738	17982
N_Europe	jlSCF_14	6692589	6782248	0.2493092772826841	1072	324936	1303345	230687
E_Asia	jlSCF_14	6692589	6782248	0.036524586486863	1072	85978	2353976	88040
MENA	jlSCF_14	6692589	6782248	0.0293906172999087	1072	3638	123781	4859
MENA	jlSCF_14	7285779	7318618	0.0179950812289999	495	1039	57738	1662
E_Asia	jlSCF_14	7285779	7318618	0.0144192315057184	495	15738	1091459	36151
N_Europe	jlSCF_14	7285779	7318618	0.1588486283545948	495	94859	597166	111179
NYC	jlSCF_14	7285779	7318618	0.2066215005180397	495	856536	4145435	5140
N_Europe	jlSCF_14	7318618	7406525	0.1351006440898376	1446	233960	1731746	337480
NYC	jlSCF_14	7318618	7406525	0.1552954288123726	1446	1879446	12102391	22319
MENA	jlSCF_14	7318618	7406525	0.0186640939517377	1446	3134	167916	5604
E_Asia	jlSCF_14	7318618	7406525	0.0155441050100714	1446	49419	3179276	114712
E_Asia	jlSCF_14	7451657	7516477	0.01726308166542	960	36234	2098930	87950
NYC	jlSCF_14	7451657	7516477	0.1920639071427352	960	1541653	8026771	22829
N_Europe	jlSCF_14	7451657	7516477	0.2253360696024074	960	261329	1159730	214030
MENA	jlSCF_14	7451657	7516477	0.0210076088424654	960	2333	111055	4145
E_Asia	jlSCF_14	10266079	10291904	0.0293039130884911	537	35098	1197724	25562
MENA	jlSCF_14	10266079	10291904	0.0474995927675517	537	2916	61390	3050
N_Europe	jlSCF_14	10266079	10291904	0.1206944850910126	537	77121	638977	129470
NYC	jlSCF_14	10266079	10291904	0.1631015916661856	537	726149	4452127	50618
MENA	jlSCF_14	10710210	10817897	0.0551081916537867	1151	7131	129400	8720
N_Europe	jlSCF_14	10710210	10817897	0.0905933812396356	1151	128163	1414706	232375
NYC	jlSCF_14	10710210	10817897	0.1057788762527191	1151	1007985	9529171	121964
E_Asia	jlSCF_14	10710210	10817897	0.0287805706915261	1151	74527	2589490	32488
NYC	jlSCF_14	18725443	18774186	0.2462895975175894	168	346693	1407664	1016
N_Europe	jlSCF_14	18725443	18774186	0.252897714720538	168	51514	203695	36713
MENA	jlSCF_14	18725443	18774186	0.0276024002087138	168	529	19165	995
E_Asia	jlSCF_14	18725443	18774186	0.0525692429724766	168	19352	368124	14580
E_Asia	jlSCF_14	18774187	18781471	0.0280130961900028	84	5185	185092	6260
MENA	jlSCF_14	18774187	18781471	0.01856	84	174	9375	705
N_Europe	jlSCF_14	18774187	18781471	0.3257581709616593	84	33170	101824	18380
NYC	jlSCF_14	18774187	18781471	0.1892868407816704	84	133225	703826	514
NYC	jlSCF_14	18781471	18986555	0.1448949189073743	1852	2246951	15507452	21568
N_Europe	jlSCF_14	18781471	18986555	0.2926968859310346	1852	649502	2219026	431186
MENA	jlSCF_14	18781471	18986555	0.0422544415710511	1852	9052	214226	8014
E_Asia	jlSCF_14	18781471	18986555	0.0263214998537324	1852	106623	4050795	168061
NYC	jlSCF_14	19315465	19364476	0.1038155456462353	844	731380	7044995	31945
N_Europe	jlSCF_14	19315465	19364476	0.0596242663494088	844	61593	1033019	174745
E_Asia	jlSCF_14	19315465	19364476	0.0320299188632875	844	60174	1878681	43951
MENA	jlSCF_14	19315465	19364476	0.2737574040690188	844	25512	93192	8088
N_Europe	jlSCF_14	20524385	20568044	0.2265680427267122	603	165742	731533	131360
E_Asia	jlSCF_14	20524385	20568044	0.0709857679881082	603	92453	1302416	71218
MENA	jlSCF_14	20524385	20568044	0.1668740327132582	603	10998	65906	6454
NYC	jlSCF_14	20524385	20568044	0.0897788546478677	603	453682	5053328	2827
E_Asia	jlSCF_14	20568044	20585928	0.0964191614954491	418	89218	925314	26890
MENA	jlSCF_14	20568044	20585928	0.1590899672620281	418	7678	48262	1898
N_Europe	jlSCF_14	20568044	20585928	0.1635242807519533	418	82524	504659	93499
NYC	jlSCF_14	20568044	20585928	0.0647550109287475	418	226313	3494911	10019
MENA	jlSCF_14	20585928	20617421	0.1944325347443713	824	18593	95627	3253
NYC	jlSCF_14	20585928	20617421	0.0713744564102906	824	492153	6895366	13874
E_Asia	jlSCF_14	20585928	20617421	0.1636219421607262	824	298908	1826821	50251
N_Europe	jlSCF_14	20585928	20617421	0.1647823729073735	824	163168	990203	188941
NYC	jlSCF_14	21005168	21094027	0.101518889353068	740	628173	6187745	17155
N_Europe	jlSCF_14	21005168	21094027	0.2142349647306451	740	192979	900782	158158
MENA	jlSCF_14	21005168	21094027	0.0731284549798557	740	6244	85384	3416
E_Asia	jlSCF_14	21005168	21094027	0.0359772218200797	740	57903	1609435	76285
E_Asia	jlSCF_14	21094027	21115245	0.125832942116216	129	35917	285434	8428
NYC	jlSCF_14	21094027	21115245	0.1085826401144339	129	115610	1064719	16946
N_Europe	jlSCF_14	21094027	21115245	0.2104293512132647	129	30725	146011	38588
MENA	jlSCF_14	21094027	21115245	0.093915533285612	129	1312	13970	1510
N_Europe	jlSCF_14	21229857	21276823	0.1731853897120334	171	33745	194849	49852
NYC	jlSCF_14	21229857	21276823	0.1839958302970005	171	263349	1431277	2558
E_Asia	jlSCF_14	21229857	21276823	0.1731388651877133	171	64934	375040	14498
MENA	jlSCF_14	21229857	21276823	0.1903190319031903	171	3806	19998	522
MENA	jlSCF_14	24479752	26955221	0.1861249397783844	62	1159	6227	1213
N_Europe	jlSCF_14	24479752	26955221	0.094710947109471	62	7161	75609	13113
NYC	jlSCF_14	24479752	26955221	0.0682045303131245	62	35217	516344	3526
E_Asia	jlSCF_14	24479752	26955221	0.0201596487146679	62	2773	137552	3684
NYC	jlSCF_13	0	36461	0.0255646450670577	265	56779	2220997	1028
N_Europe	jlSCF_13	0	36461	0.0633644328883256	265	20300	320369	58846
MENA	jlSCF_13	0	36461	0.1012497650817515	265	2155	21284	10516
E_Asia	jlSCF_13	0	36461	0.1027244634991641	265	61266	596411	7259
N_Europe	jlSCF_13	3030752	3285963	0.0896357594162604	3457	375594	4190225	756742
NYC	jlSCF_13	3030752	3285963	0.0071543150254671	3457	207154	28955113	31832
MENA	jlSCF_13	3030752	3285963	0.0538386077465658	3457	21349	396537	18303
E_Asia	jlSCF_13	3030752	3285963	0.1239562878007819	3457	939593	7580035	295011
NYC	jlSCF_13	4126735	4235620	0.0460950710278234	3463	1333498	28929297	107958
N_Europe	jlSCF_13	4126735	4235620	0.0852865640477749	3463	346131	4058447	897106
MENA	jlSCF_13	4126735	4235620	0.0447626146957711	3463	18255	407818	7742
E_Asia	jlSCF_13	4126735	4235620	0.0640905652653223	3463	493463	7699464	189250
NYC	jlSCF_13	5970657	6008238	0.0619376514709737	336	173658	2803755	13605
N_Europe	jlSCF_13	5970657	6008238	0.1647486356850637	336	66325	402583	78233
MENA	jlSCF_13	5970657	6008238	0.126793045770186	336	5003	39458	862
E_Asia	jlSCF_13	5970657	6008238	0.1564922428529958	336	116444	744088	21320
NYC	jlSCF_13	6008238	6215686	0.0080418167398872	2635	177403	22060065	34410
N_Europe	jlSCF_13	6008238	6215686	0.0766842339646841	2635	248480	3240301	530384
MENA	jlSCF_13	6008238	6215686	0.0922854422365248	2635	28204	305617	10583
E_Asia	jlSCF_13	6008238	6215686	0.0710726152582687	2635	407092	5727832	274698
MENA	jlSCF_13	6358308	6513325	0.1793574108818011	1894	38239	213200	14080
E_Asia	jlSCF_13	6358308	6513325	0.0598315059066323	1894	248574	4154567	159965
N_Europe	jlSCF_13	6358308	6513325	0.1777170884345264	1894	410744	2311224	399090
NYC	jlSCF_13	6358308	6513325	0.1059265796515093	1894	1678445	15845362	35828
NYC	jlSCF_13	6635701	6735031	0.1179790436886691	586	568955	4822509	91101
N_Europe	jlSCF_13	6635701	6735031	0.1441078135904855	586	100558	697797	140769
MENA	jlSCF_13	6635701	6735031	0.1372136064841406	586	8600	62676	7644
E_Asia	jlSCF_13	6635701	6735031	0.0497503818466305	586	64037	1287166	47742
MENA	jlSCF_13	6824432	6837949	0.1892755681818181	408	8528	45056	3904
E_Asia	jlSCF_13	6824432	6837949	0.0383448621364991	408	34596	902233	27191
N_Europe	jlSCF_13	6824432	6837949	0.1823591966951613	408	89170	488980	94868
NYC	jlSCF_13	6824432	6837949	0.12990779627552	408	442669	3407563	13517
NYC	jlSCF_13	6837949	6903915	0.15685571265224	614	802090	5113553	34837
N_Europe	jlSCF_13	6837949	6903915	0.169062517835925	614	130333	770916	107718
E_Asia	jlSCF_13	6837949	6903915	0.0957058948056904	614	126133	1317923	80769
MENA	jlSCF_13	6837949	6903915	0.1956069398042318	614	13349	68244	5436
MENA	jlSCF_13	6903915	6956401	0.210301493689026	327	7631	36286	2954
NYC	jlSCF_13	6903915	6956401	0.0506377687731991	327	138427	2733671	8224
N_Europe	jlSCF_13	6903915	6956401	0.1140247126083481	327	46371	406675	61262
E_Asia	jlSCF_13	6903915	6956401	0.1201044233078931	327	81800	681074	63832
E_Asia	jlSCF_13	8808489	8857467	0.0285702829072471	803	50588	1770651	58583
MENA	jlSCF_13	8808489	8857467	0.2031077651292046	803	18966	93379	2981
N_Europe	jlSCF_13	8808489	8857467	0.0517592149353757	803	50170	969296	179797
NYC	jlSCF_13	8808489	8857467	0.0368688503486554	803	247736	6719385	13770
N_Europe	jlSCF_13	13558034	13728161	0.2535362196810695	1584	491411	1938228	328476
E_Asia	jlSCF_13	13558034	13728161	0.0354569646451742	1584	122542	3456077	152275
MENA	jlSCF_13	13558034	13728161	0.023404949687245	1584	4303	183850	6230
NYC	jlSCF_13	13558034	13728161	0.1815875526054161	1584	2394353	13185667	96173
E_Asia	jlSCF_13	13728161	13743270	0.1435606993351391	271	85701	596967	20371
MENA	jlSCF_13	13728161	13743270	0.135040964309257	271	4302	31857	663
NYC	jlSCF_13	13728161	13743270	0.2025822336823663	271	459762	2269508	2827
N_Europe	jlSCF_13	13728161	13743270	0.3432710925427104	271	112400	327438	60363
E_Asia	jlSCF_13	13743270	13784584	0.0262371104905361	472	27406	1044551	30665
MENA	jlSCF_13	13743270	13784584	0.0133272311212814	472	728	54625	2015
N_Europe	jlSCF_13	13743270	13784584	0.2825217516448099	472	159012	562831	112601
NYC	jlSCF_13	13743270	13784584	0.1799653572952969	472	710870	3950038	7682
MENA	jlSCF_13	13784584	13825763	0.0157973504794634	610	1140	72164	1036
N_Europe	jlSCF_13	13784584	13825763	0.0832045275883315	610	62659	753072	119838
NYC	jlSCF_13	13784584	13825763	0.1658544050824844	610	844217	5090109	24741
E_Asia	jlSCF_13	13784584	13825763	0.030365234819038	610	41271	1359153	30427
NYC	jlSCF_9	0	478864	0.0613574438804424	5357	2751961	44851298	67147
N_Europe	jlSCF_9	0	478864	0.248004523611043	5357	1618418	6525760	1140107
MENA	jlSCF_9	0	478864	0.0287020100881792	5357	17873	622709	20131
E_Asia	jlSCF_9	0	478864	0.0479962902990166	5357	566376	11800412	402834
MENA	jlSCF_9	478864	574578	0.0437579974983106	1209	6087	139106	5974
NYC	jlSCF_9	478864	574578	0.1266047985267828	1209	1281502	10122065	15400
E_Asia	jlSCF_9	478864	574578	0.0369793499412017	1209	98363	2659944	94158
N_Europe	jlSCF_9	478864	574578	0.2705027144031207	1209	397273	1468647	261432
NYC	jlSCF_9	574578	579065	0.1247174538795338	94	97661	783058	5132
N_Europe	jlSCF_9	574578	579065	0.2711913227417976	94	30128	111095	23419
MENA	jlSCF_9	574578	579065	0.0358569716340391	94	359	10012	1268
E_Asia	jlSCF_9	574578	579065	0.0134555870481837	94	2687	199694	14438
N_Europe	jlSCF_9	721750	735815	0.1405277919082063	298	51659	367607	58831
MENA	jlSCF_9	721750	735815	0.1404227475747489	298	4936	35151	609
E_Asia	jlSCF_9	721750	735815	0.1587891837922287	298	105601	665039	13805
NYC	jlSCF_9	721750	735815	0.0184807250778553	298	46074	2493084	5646
N_Europe	jlSCF_9	1977343	2019028	0.0351259684374692	357	15338	436657	74210
E_Asia	jlSCF_9	1977343	2019028	0.0477736378057328	357	37555	786103	27143
MENA	jlSCF_9	1977343	2019028	0.0319442114596563	357	1333	41729	1111
NYC	jlSCF_9	1977343	2019028	0.0261272320980819	357	78150	2991132	2313
MENA	jlSCF_9	2887983	2910958	0.023999203345947	174	482	20084	796
N_Europe	jlSCF_9	2887983	2910958	0.19952562177085	174	41051	205743	43251
NYC	jlSCF_9	2887983	2910958	0.2029448517332724	174	295260	1454878	4112
E_Asia	jlSCF_9	2887983	2910958	0.0265251278698714	174	9900	373231	23141
MENA	jlSCF_9	2910958	2949731	0.0300939237109449	585	2041	67821	2379
N_Europe	jlSCF_9	2910958	2949731	0.2355549401212564	585	165006	700499	136636
NYC	jlSCF_9	2910958	2949731	0.1885951476597382	585	922248	4890094	15131
E_Asia	jlSCF_9	2910958	2949731	0.0569107774901377	585	73272	1287489	45141
MENA	jlSCF_9	2949731	3247952	0.0305013023281465	3447	12167	398901	14739
NYC	jlSCF_9	2949731	3247952	0.1166850609924782	3447	3365880	28845852	57243
N_Europe	jlSCF_9	2949731	3247952	0.263980905323656	3447	1110522	4206827	725830
E_Asia	jlSCF_9	2949731	3247952	0.0357924129000653	3447	271213	7577388	274878
NYC	jlSCF_9	3641554	3697830	0.1633525964325093	831	1135426	6950768	17167
N_Europe	jlSCF_9	3641554	3697830	0.1102828305123857	831	109920	996710	192451
E_Asia	jlSCF_9	3641554	3697830	0.0110959497909222	831	20427	1840942	52076
MENA	jlSCF_9	3641554	3697830	0.0373704366648628	831	3591	96092	3628
NYC	jlSCF_9	3873129	3986683	0.1219197517904611	1266	1290944	10588473	26937
N_Europe	jlSCF_9	3873129	3986683	0.2077358352898869	1266	318877	1535012	276634
MENA	jlSCF_9	3873129	3986683	0.2636968175340978	1266	38861	147370	4550
E_Asia	jlSCF_9	3873129	3986683	0.0303224971510534	1266	84349	2781730	102218
NYC	jlSCF_9	3986683	4197941	0.0043528192529393	2561	93365	21449317	24668
MENA	jlSCF_9	3986683	4197941	0.2634783343187769	2561	77983	295975	11345
E_Asia	jlSCF_9	3986683	4197941	0.023510012107615	2561	131282	5584089	249869
N_Europe	jlSCF_9	3986683	4197941	0.1728220378478287	2561	545117	3154210	510581
E_Asia	jlSCF_9	4229167	4348021	0.0347745338789122	1360	102271	2940974	157106
MENA	jlSCF_9	4229167	4348021	0.2452533958798141	1360	38584	157323	5877
N_Europe	jlSCF_9	4229167	4348021	0.1742863583881218	1360	292235	1676752	269408
NYC	jlSCF_9	4229167	4348021	0.0045761002655643	1360	52117	11388955	14645
NYC	jlSCF_9	4348021	4399199	0.1794191214630301	711	1066201	5942516	19219
N_Europe	jlSCF_9	4348021	4399199	0.2779502687621493	711	237501	854473	162968
MENA	jlSCF_9	4348021	4399199	0.2157133432697241	711	17657	81854	3466
E_Asia	jlSCF_9	4348021	4399199	0.0131073554226782	711	20864	1591778	27880
NYC	jlSCF_9	4399199	4454218	0.1673447159389755	802	1123119	6711410	13360
N_Europe	jlSCF_9	4399199	4454218	0.2572840160599328	802	248506	965882	181780
MENA	jlSCF_9	4399199	4454218	0.2553311556534667	802	23528	92147	4093
E_Asia	jlSCF_9	4399199	4454218	0.0162086051242534	802	28859	1780474	46482
NYC	jlSCF_9	4454218	4509531	0.2424964607540034	603	1220620	5033558	22597
N_Europe	jlSCF_9	4454218	4509531	0.3149460459517669	603	229727	729417	133476
MENA	jlSCF_9	4454218	4509531	0.3306004200767726	603	22823	69035	3325
E_Asia	jlSCF_9	4454218	4509531	0.0159157518329686	603	21293	1337857	35777
E_Asia	jlSCF_9	4509531	4600251	0.0153539718724645	1079	36808	2397295	60667
NYC	jlSCF_9	4509531	4600251	0.1936157045608278	1079	1748890	9032790	14625
N_Europe	jlSCF_9	4509531	4600251	0.2478934942147703	1079	325591	1313431	230618
MENA	jlSCF_9	4509531	4600251	0.2836184034451716	1079	34971	123303	6177
E_Asia	jlSCF_9	5216155	5296899	0.0304912488226252	1084	73258	2402591	66761
MENA	jlSCF_9	5216155	5296899	0.1488969708570608	1084	18669	125382	4698
N_Europe	jlSCF_9	5216155	5296899	0.250915162652809	1084	322636	1285837	265367
NYC	jlSCF_9	5216155	5296899	0.256958299417315	1084	2331294	9072655	16685
NYC	jlSCF_9	5690374	5744075	0.0114401001721988	1086	102656	8973348	132762
N_Europe	jlSCF_9	5690374	5744075	0.1180937156559096	1086	158388	1341206	212860
MENA	jlSCF_9	5690374	5744075	0.1066127702994388	1086	13583	127405	2915
E_Asia	jlSCF_9	5690374	5744075	0.0957925148801609	1086	228744	2387911	85997
E_Asia	jlSCF_9	5744075	5861281	0.0446374507428465	2029	198891	4455698	166364
MENA	jlSCF_9	5744075	5861281	0.1349518317532222	2029	31757	235321	8159
N_Europe	jlSCF_9	5744075	5861281	0.1739028988894586	2029	433778	2494369	409130
NYC	jlSCF_9	5744075	5861281	0.0594695157760256	2029	1010115	16985425	27740
NYC	jlSCF_9	5861281	5870718	0.0669554110005618	196	109867	1640898	2562
N_Europe	jlSCF_9	5861281	5870718	0.1975851450339405	196	47096	238358	42118
MENA	jlSCF_9	5861281	5870718	0.2049358084663428	196	4725	23056	464
E_Asia	jlSCF_9	5861281	5870718	0.0100702407424188	196	4334	430377	16111
NYC	jlSCF_9	5870718	5909780	0.0668095159710448	632	353513	5291357	7963
E_Asia	jlSCF_9	5870718	5909780	0.07124336355527	632	99354	1394572	45124
MENA	jlSCF_9	5870718	5909780	0.2224463178841784	632	16544	74373	1467
N_Europe	jlSCF_9	5870718	5909780	0.1768484895812997	632	135878	768330	136062
E_Asia	jlSCF_9	5909780	6017317	0.0617181814160893	1363	184191	2984388	120526
NYC	jlSCF_9	5909780	6017317	0.0757308474364845	1363	864517	11415652	13103
MENA	jlSCF_9	5909780	6017317	0.1800154242945281	1363	28477	158192	5368
N_Europe	jlSCF_9	5909780	6017317	0.1958765896999911	1363	321979	1643785	306668
NYC	jlSCF_9	6017317	6126555	0.0198341090024871	956	158813	8007065	8995
MENA	jlSCF_9	6017317	6126555	0.0451099901285104	956	4981	110419	4301
E_Asia	jlSCF_9	6017317	6126555	0.0373952233892741	956	78974	2111874	65894
N_Europe	jlSCF_9	6017317	6126555	0.051595930835069	956	60741	1177244	190792
NYC	jlSCF_9	6126555	6129450	0.0116615956551989	23	2246	192598	257
N_Europe	jlSCF_9	6126555	6129450	0.0251314405888538	23	717	28530	4383
MENA	jlSCF_9	6126555	6129450	0.0512632735261808	23	140	2731	29
E_Asia	jlSCF_9	6126555	6129450	0.0290812692885969	23	1470	50548	1846
E_Asia	jlSCF_9	6896472	6950051	0.0197843276311167	480	20895	1056139	37301
MENA	jlSCF_9	6896472	6950051	0.0545790436560605	480	3043	55754	1846
N_Europe	jlSCF_9	6896472	6950051	0.0372966113579537	480	21808	584718	102162
NYC	jlSCF_9	6896472	6950051	0.0119219596539204	480	47907	4018383	6417
MENA	jlSCF_9	7338618	7387532	0.0158382556611702	729	1338	84479	3001
E_Asia	jlSCF_9	7338618	7387532	0.0207793867490852	729	33495	1611934	48728
NYC	jlSCF_9	7338618	7387532	0.0125946540422504	729	76877	6103939	8726
N_Europe	jlSCF_9	7338618	7387532	0.0616064794917157	729	55473	900441	142758
E_Asia	jlSCF_9	9677452	9683954	0.0141904753313065	53	1573	110849	9885
MENA	jlSCF_9	9677452	9683954	0.0184068549666772	53	116	6302	58
N_Europe	jlSCF_9	9677452	9683954	0.0183695700834166	53	1231	67013	8830
NYC	jlSCF_9	9677452	9683954	0.0029061188444911	53	1290	443891	514
NYC	jlSCF_9	9751205	9763221	0.0225731091641867	53	10020	443891	514
E_Asia	jlSCF_9	9751205	9763221	0.0207993684680201	53	2424	116542	4192
N_Europe	jlSCF_9	9751205	9763221	0.076044512355111	53	4927	64791	11052
MENA	jlSCF_9	9751205	9763221	0.0448270261490985	53	276	6157	203
MENA	jlSCF_9	10227243	10262213	0.0197943586077967	312	720	36374	1066
NYC	jlSCF_9	10227243	10262213	0.0640217643974867	312	167176	2611237	4883
N_Europe	jlSCF_9	10227243	10262213	0.2240489820716818	312	85554	381854	64618
