pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
N_Europe	E_Asia	jlSCF_14	1840619	1950897	0.6595831042761064	1288
N_Europe	MENA	jlSCF_14	1950897	1987762	0.5115667241587727	508
NYC	N_Europe	jlSCF_14	1950897	1987762	0.0611883340299397	508
NYC	MENA	jlSCF_14	1950897	1987762	0.7024030285540651	508
NYC	E_Asia	jlSCF_14	1950897	1987762	0.7759089454616622	508
N_Europe	E_Asia	jlSCF_14	1950897	1987762	0.6706056264985029	508
MENA	E_Asia	jlSCF_14	1950897	1987762	0.7970868707153439	508
N_Europe	MENA	jlSCF_14	1987762	2034633	0.550003624550846	594
NYC	E_Asia	jlSCF_14	1987762	2034633	0.7224186444541125	594
NYC	N_Europe	jlSCF_14	1987762	2034633	0.0344730302903477	594
N_Europe	E_Asia	jlSCF_14	1987762	2034633	0.6601310748369321	594
NYC	MENA	jlSCF_14	1987762	2034633	0.6709970081373543	594
MENA	E_Asia	jlSCF_14	1987762	2034633	0.8230426694051493	594
NYC	MENA	jlSCF_14	2267106	2379257	0.9790880973925692	1337
MENA	E_Asia	jlSCF_14	2267106	2379257	0.9140307200184424	1337
N_Europe	E_Asia	jlSCF_14	2267106	2379257	0.7155671619551881	1337
N_Europe	MENA	jlSCF_14	2267106	2379257	0.6023252786331061	1337
NYC	N_Europe	jlSCF_14	2267106	2379257	0.3747649693282948	1337
NYC	E_Asia	jlSCF_14	2267106	2379257	0.9783437783907666	1337
NYC	N_Europe	jlSCF_14	2379257	2409662	0.288692585693951	331
MENA	E_Asia	jlSCF_14	2379257	2409662	0.8060213763140457	331
N_Europe	E_Asia	jlSCF_14	2379257	2409662	0.5337332901419729	331
N_Europe	MENA	jlSCF_14	2379257	2409662	0.3904345551239775	331
NYC	E_Asia	jlSCF_14	2379257	2409662	0.8286955982229367	331
NYC	MENA	jlSCF_14	2379257	2409662	0.7836641003573441	331
N_Europe	E_Asia	jlSCF_14	2409662	2431818	0.5014390362758182	233
N_Europe	MENA	jlSCF_14	2409662	2431818	0.3493349320049716	233
NYC	E_Asia	jlSCF_14	2409662	2431818	0.7934234566473103	233
NYC	MENA	jlSCF_14	2409662	2431818	0.7486584149528019	233
NYC	N_Europe	jlSCF_14	2409662	2431818	0.281730092052682	233
MENA	E_Asia	jlSCF_14	2409662	2431818	0.6656005755429399	233
NYC	MENA	jlSCF_14	2431818	2482333	0.7008038807978864	480
MENA	E_Asia	jlSCF_14	2431818	2482333	0.773709561436288	480
N_Europe	E_Asia	jlSCF_14	2431818	2482333	0.5008468041945557	480
N_Europe	MENA	jlSCF_14	2431818	2482333	0.4138491253698251	480
NYC	E_Asia	jlSCF_14	2431818	2482333	0.738275266116123	480
NYC	N_Europe	jlSCF_14	2431818	2482333	0.1984349118275971	480
MENA	E_Asia	jlSCF_14	2482333	2492534	0.807614236113884	89
N_Europe	E_Asia	jlSCF_14	2482333	2492534	0.5110974053659589	89
N_Europe	MENA	jlSCF_14	2482333	2492534	0.3554802766747116	89
NYC	E_Asia	jlSCF_14	2482333	2492534	0.7639916979955806	89
NYC	MENA	jlSCF_14	2482333	2492534	0.709298731466394	89
NYC	N_Europe	jlSCF_14	2482333	2492534	0.3299755151662938	89
MENA	E_Asia	jlSCF_14	3126389	3174865	0.6383190851990267	546
NYC	N_Europe	jlSCF_14	3126389	3174865	0.088736989425188	546
NYC	MENA	jlSCF_14	3126389	3174865	0.5611597497424978	546
NYC	E_Asia	jlSCF_14	3126389	3174865	0.7721486013493654	546
N_Europe	MENA	jlSCF_14	3126389	3174865	0.3580486148066298	546
N_Europe	E_Asia	jlSCF_14	3126389	3174865	0.6901842071931956	546
MENA	E_Asia	jlSCF_14	3633056	3648702	0.7365582141651191	296
N_Europe	E_Asia	jlSCF_14	3633056	3648702	0.6746835596434487	296
N_Europe	MENA	jlSCF_14	3633056	3648702	0.4608756152599799	296
NYC	E_Asia	jlSCF_14	3633056	3648702	0.8489453377606904	296
NYC	MENA	jlSCF_14	3633056	3648702	0.8110601181627753	296
NYC	N_Europe	jlSCF_14	3633056	3648702	0.0509491276111829	296
NYC	N_Europe	jlSCF_14	6146841	6191605	0.0717571803250868	983
NYC	E_Asia	jlSCF_14	6146841	6191605	0.4605474627282905	983
NYC	MENA	jlSCF_14	6146841	6191605	0.4601150471605376	983
N_Europe	MENA	jlSCF_14	6146841	6191605	0.3119719882610774	983
MENA	E_Asia	jlSCF_14	6146841	6191605	0.1871548868280583	983
N_Europe	E_Asia	jlSCF_14	6146841	6191605	0.3208012236637558	983
NYC	N_Europe	jlSCF_14	6191605	6287618	0.0452767306002028	1240
NYC	MENA	jlSCF_14	6191605	6287618	0.5726922503521048	1240
NYC	E_Asia	jlSCF_14	6191605	6287618	0.6323106149913992	1240
N_Europe	MENA	jlSCF_14	6191605	6287618	0.4199703207993996	1240
N_Europe	E_Asia	jlSCF_14	6191605	6287618	0.5442249698125792	1240
MENA	E_Asia	jlSCF_14	6191605	6287618	0.4006443465222009	1240
NYC	N_Europe	jlSCF_14	6287618	6330770	0.0331407780325207	328
NYC	MENA	jlSCF_14	6287618	6330770	0.6397263869690222	328
NYC	E_Asia	jlSCF_14	6287618	6330770	0.7221537029318902	328
N_Europe	E_Asia	jlSCF_14	6287618	6330770	0.655392351726833	328
N_Europe	MENA	jlSCF_14	6287618	6330770	0.4817463463054048	328
MENA	E_Asia	jlSCF_14	6287618	6330770	0.6875332887414236	328
NYC	E_Asia	jlSCF_14	6330770	6332865	0.7500099536290692	28
NYC	N_Europe	jlSCF_14	6330770	6332865	0.0496176819668289	28
MENA	E_Asia	jlSCF_14	6330770	6332865	0.8959469126583635	28
N_Europe	E_Asia	jlSCF_14	6330770	6332865	0.6681563549618562	28
N_Europe	MENA	jlSCF_14	6330770	6332865	0.6079168166805549	28
NYC	MENA	jlSCF_14	6330770	6332865	0.7384598360640898	28
NYC	N_Europe	jlSCF_14	6332865	6565285	0.0170099310920274	2798
N_Europe	E_Asia	jlSCF_14	6332865	6565285	0.5727785324045818	2798
N_Europe	MENA	jlSCF_14	6332865	6565285	0.5376037421393272	2798
NYC	E_Asia	jlSCF_14	6332865	6565285	0.6568530501098778	2798
MENA	E_Asia	jlSCF_14	6332865	6565285	0.4237230160214738	2798
NYC	MENA	jlSCF_14	6332865	6565285	0.6538880455369479	2798
NYC	MENA	jlSCF_14	6565285	6574512	0.8867843588226944	153
NYC	E_Asia	jlSCF_14	6565285	6574512	0.8998440518183589	153
N_Europe	MENA	jlSCF_14	6565285	6574512	0.5852924842072816	153
MENA	E_Asia	jlSCF_14	6565285	6574512	0.1265753232534736	153
NYC	N_Europe	jlSCF_14	6565285	6574512	0.1581261557468444	153
N_Europe	E_Asia	jlSCF_14	6565285	6574512	0.7034852975913899	153
NYC	MENA	jlSCF_14	6574512	6592441	0.7335053951539275	328
NYC	E_Asia	jlSCF_14	6574512	6592441	0.7933267040252046	328
NYC	N_Europe	jlSCF_14	6574512	6592441	0.0931249720020521	328
N_Europe	E_Asia	jlSCF_14	6574512	6592441	0.644421481164523	328
MENA	E_Asia	jlSCF_14	6574512	6592441	0.6015726908339801	328
N_Europe	MENA	jlSCF_14	6574512	6592441	0.4805924319181128	328
NYC	N_Europe	jlSCF_14	6592441	6692589	0.260618708967977	1005
NYC	MENA	jlSCF_14	6592441	6692589	0.948489484679077	1005
NYC	E_Asia	jlSCF_14	6592441	6692589	0.9509227356391768	1005
N_Europe	MENA	jlSCF_14	6592441	6692589	0.6216497908510268	1005
N_Europe	E_Asia	jlSCF_14	6592441	6692589	0.7352311021648194	1005
MENA	E_Asia	jlSCF_14	6592441	6692589	0.7025336695679697	1005
NYC	N_Europe	jlSCF_14	6692589	6782248	0.1056776462167651	1071
NYC	E_Asia	jlSCF_14	6692589	6782248	0.7244329979734471	1071
MENA	E_Asia	jlSCF_14	6692589	6782248	0.5413161603316322	1071
N_Europe	E_Asia	jlSCF_14	6692589	6782248	0.6524396595687436	1071
N_Europe	MENA	jlSCF_14	6692589	6782248	0.5198507120106721	1071
NYC	MENA	jlSCF_14	6692589	6782248	0.6642124519233313	1071
N_Europe	E_Asia	jlSCF_14	7285779	7318618	0.7905492491742623	495
MENA	E_Asia	jlSCF_14	7285779	7318618	0.6909293944367272	495
N_Europe	MENA	jlSCF_14	7285779	7318618	0.6871161219921017	495
NYC	E_Asia	jlSCF_14	7285779	7318618	0.645554378921614	495
NYC	MENA	jlSCF_14	7285779	7318618	0.5697737957430368	495
NYC	N_Europe	jlSCF_14	7285779	7318618	0.0870885695863289	495
N_Europe	MENA	jlSCF_14	7318618	7406525	0.6944761445024361	1444
NYC	E_Asia	jlSCF_14	7318618	7406525	0.685159059818248	1444
NYC	MENA	jlSCF_14	7318618	7406525	0.6203242471279101	1444
NYC	N_Europe	jlSCF_14	7318618	7406525	0.0875329369375554	1444
N_Europe	E_Asia	jlSCF_14	7318618	7406525	0.79015341240025	1444
MENA	E_Asia	jlSCF_14	7318618	7406525	0.6662199918966184	1444
MENA	E_Asia	jlSCF_14	7451657	7516477	0.7263920271760653	958
NYC	N_Europe	jlSCF_14	7451657	7516477	0.041952585364793	958
NYC	MENA	jlSCF_14	7451657	7516477	0.6299977180237416	958
NYC	E_Asia	jlSCF_14	7451657	7516477	0.700105794043942	958
N_Europe	MENA	jlSCF_14	7451657	7516477	0.5863549132279257	958
N_Europe	E_Asia	jlSCF_14	7451657	7516477	0.7155923976642217	958
MENA	E_Asia	jlSCF_14	10266079	10291904	0.5168637618217907	537
N_Europe	E_Asia	jlSCF_14	10266079	10291904	0.3352873951937577	537
N_Europe	MENA	jlSCF_14	10266079	10291904	0.1654282417276904	537
NYC	E_Asia	jlSCF_14	10266079	10291904	0.2506167800400288	537
NYC	MENA	jlSCF_14	10266079	10291904	0.1402850689956281	537
NYC	N_Europe	jlSCF_14	10266079	10291904	-0.0064862785190504	537
N_Europe	E_Asia	jlSCF_14	10710210	10817897	0.3607874453553532	1149
N_Europe	MENA	jlSCF_14	10710210	10817897	0.2690612980642269	1149
NYC	E_Asia	jlSCF_14	10710210	10817897	0.291810385663741	1149
NYC	MENA	jlSCF_14	10710210	10817897	0.2452475028285856	1149
NYC	N_Europe	jlSCF_14	10710210	10817897	0.0030204366536912	1149
MENA	E_Asia	jlSCF_14	10710210	10817897	0.5422643356967211	1149
MENA	E_Asia	jlSCF_14	18725443	18774186	0.5568121024203678	168
N_Europe	E_Asia	jlSCF_14	18725443	18774186	0.3721926723824109	168
N_Europe	MENA	jlSCF_14	18725443	18774186	0.2777551502448425	168
NYC	E_Asia	jlSCF_14	18725443	18774186	0.5141141150111113	168
NYC	MENA	jlSCF_14	18725443	18774186	0.4681348166430041	168
NYC	N_Europe	jlSCF_14	18725443	18774186	0.0990940249735637	168
NYC	N_Europe	jlSCF_14	18774187	18781471	0.1495745360273241	84
NYC	E_Asia	jlSCF_14	18774187	18781471	0.753564197121601	84
N_Europe	MENA	jlSCF_14	18774187	18781471	0.406496171937922	84
N_Europe	E_Asia	jlSCF_14	18774187	18781471	0.571197144436539	84
MENA	E_Asia	jlSCF_14	18774187	18781471	0.7375849164631205	84
NYC	MENA	jlSCF_14	18774187	18781471	0.704244525565192	84
NYC	N_Europe	jlSCF_14	18781471	18986555	0.1905606215528421	1847
MENA	E_Asia	jlSCF_14	18781471	18986555	0.649925947116064	1847
N_Europe	E_Asia	jlSCF_14	18781471	18986555	0.5712125887167906	1847
N_Europe	MENA	jlSCF_14	18781471	18986555	0.4138631263193411	1847
NYC	E_Asia	jlSCF_14	18781471	18986555	0.7949790799299891	1847
NYC	MENA	jlSCF_14	18781471	18986555	0.7468353334402759	1847
NYC	E_Asia	jlSCF_14	19315465	19364476	0.4527991905214944	844
NYC	MENA	jlSCF_14	19315465	19364476	0.3861092678574346	844
NYC	N_Europe	jlSCF_14	19315465	19364476	0.0238167300240065	844
N_Europe	E_Asia	jlSCF_14	19315465	19364476	0.5824169239248231	844
MENA	E_Asia	jlSCF_14	19315465	19364476	0.5829809581110103	844
N_Europe	MENA	jlSCF_14	19315465	19364476	0.4450788094722621	844
NYC	E_Asia	jlSCF_14	20524385	20568044	0.7939421453130895	600
MENA	E_Asia	jlSCF_14	20524385	20568044	0.7473686593092463	600
N_Europe	E_Asia	jlSCF_14	20524385	20568044	0.543181184466969	600
N_Europe	MENA	jlSCF_14	20524385	20568044	0.1698995406895022	600
NYC	MENA	jlSCF_14	20524385	20568044	0.3964252248975969	600
NYC	N_Europe	jlSCF_14	20524385	20568044	0.173366907970789	600
MENA	E_Asia	jlSCF_14	20568044	20585928	0.5920322937089326	418
N_Europe	E_Asia	jlSCF_14	20568044	20585928	0.4675678330600083	418
N_Europe	MENA	jlSCF_14	20568044	20585928	0.2767547711411061	418
NYC	E_Asia	jlSCF_14	20568044	20585928	0.7286567833000676	418
NYC	MENA	jlSCF_14	20568044	20585928	0.6011873819883868	418
NYC	N_Europe	jlSCF_14	20568044	20585928	0.1823322445031127	418
NYC	MENA	jlSCF_14	20585928	20617421	0.5540378388058703	824
NYC	N_Europe	jlSCF_14	20585928	20617421	0.1500067047095883	824
N_Europe	E_Asia	jlSCF_14	20585928	20617421	0.365976199579682	824
NYC	E_Asia	jlSCF_14	20585928	20617421	0.6265955301299974	824
MENA	E_Asia	jlSCF_14	20585928	20617421	0.3030496977850292	824
N_Europe	MENA	jlSCF_14	20585928	20617421	0.2040268325473987	824
MENA	E_Asia	jlSCF_14	21005168	21094027	0.5472786141265642	738
N_Europe	MENA	jlSCF_14	21005168	21094027	0.4641758576493408	738
NYC	E_Asia	jlSCF_14	21005168	21094027	0.7794048938139229	738
NYC	MENA	jlSCF_14	21005168	21094027	0.729277993965464	738
N_Europe	E_Asia	jlSCF_14	21005168	21094027	0.5995125942222875	738
NYC	N_Europe	jlSCF_14	21005168	21094027	0.3396560529586933	738
MENA	E_Asia	jlSCF_14	21094027	21115245	0.1638958296732751	129
NYC	N_Europe	jlSCF_14	21094027	21115245	0.1685587492423723	129
NYC	MENA	jlSCF_14	21094027	21115245	0.6197826409253364	129
NYC	E_Asia	jlSCF_14	21094027	21115245	0.6187334599837498	129
N_Europe	MENA	jlSCF_14	21094027	21115245	0.2946754374759636	129
N_Europe	E_Asia	jlSCF_14	21094027	21115245	0.3726064449852483	129
N_Europe	MENA	jlSCF_14	21229857	21276823	0.3598352042089776	171
NYC	N_Europe	jlSCF_14	21229857	21276823	0.1063041541611582	171
NYC	E_Asia	jlSCF_14	21229857	21276823	0.3955335380839498	171
NYC	MENA	jlSCF_14	21229857	21276823	0.3640683333838821	171
MENA	E_Asia	jlSCF_14	21229857	21276823	0.0407825775412204	171
N_Europe	E_Asia	jlSCF_14	21229857	21276823	0.3921770381011619	171
N_Europe	E_Asia	jlSCF_14	24479752	26955221	0.6266550770062882	62
N_Europe	MENA	jlSCF_14	24479752	26955221	0.4154304360137824	62
NYC	E_Asia	jlSCF_14	24479752	26955221	0.6271856217567156	62
NYC	MENA	jlSCF_14	24479752	26955221	0.5513651518743721	62
NYC	N_Europe	jlSCF_14	24479752	26955221	0.0096111449687998	62
MENA	E_Asia	jlSCF_14	24479752	26955221	0.6986122989593778	62
NYC	N_Europe	jlSCF_13	0	36461	0.0422669621120565	264
NYC	MENA	jlSCF_13	0	36461	0.5688686679000183	264
NYC	E_Asia	jlSCF_13	0	36461	0.5322849638448023	264
N_Europe	MENA	jlSCF_13	0	36461	0.3247413109379327	264
N_Europe	E_Asia	jlSCF_13	0	36461	0.3737573009874436	264
MENA	E_Asia	jlSCF_13	0	36461	0.3407032447019326	264
N_Europe	MENA	jlSCF_13	3030752	3285963	0.3158668567116099	3438
NYC	E_Asia	jlSCF_13	3030752	3285963	0.8657304113709894	3438
NYC	MENA	jlSCF_13	3030752	3285963	0.807767367035537	3438
NYC	N_Europe	jlSCF_13	3030752	3285963	0.1504553608720456	3438
N_Europe	E_Asia	jlSCF_13	3030752	3285963	0.6905900081602935	3438
MENA	E_Asia	jlSCF_13	3030752	3285963	0.6755760185265696	3438
NYC	MENA	jlSCF_13	4126735	4235620	0.4872247689898165	3440
MENA	E_Asia	jlSCF_13	4126735	4235620	0.5274421763105601	3440
N_Europe	E_Asia	jlSCF_13	4126735	4235620	0.391313812865605	3440
N_Europe	MENA	jlSCF_13	4126735	4235620	0.3431644180272112	3440
NYC	E_Asia	jlSCF_13	4126735	4235620	0.5074795083028493	3440
NYC	N_Europe	jlSCF_13	4126735	4235620	0.0616505484972233	3440
NYC	N_Europe	jlSCF_13	5970657	6008238	0.1253277144290287	336
MENA	E_Asia	jlSCF_13	5970657	6008238	0.2292861641925364	336
N_Europe	E_Asia	jlSCF_13	5970657	6008238	0.5179047993682822	336
N_Europe	MENA	jlSCF_13	5970657	6008238	0.4712386293020185	336
NYC	E_Asia	jlSCF_13	5970657	6008238	0.738553883596059	336
NYC	MENA	jlSCF_13	5970657	6008238	0.7796810134830775	336
MENA	E_Asia	jlSCF_13	6008238	6215686	0.2290189072611182	2624
NYC	N_Europe	jlSCF_13	6008238	6215686	0.1064534352220934	2624
NYC	MENA	jlSCF_13	6008238	6215686	0.949491231675471	2624
NYC	E_Asia	jlSCF_13	6008238	6215686	0.9167639314984372	2624
N_Europe	MENA	jlSCF_13	6008238	6215686	0.7696114578238634	2624
N_Europe	E_Asia	jlSCF_13	6008238	6215686	0.7929614002758721	2624
N_Europe	MENA	jlSCF_13	6358308	6513325	0.4798466341074617	1888
N_Europe	E_Asia	jlSCF_13	6358308	6513325	0.6765246924093327	1888
MENA	E_Asia	jlSCF_13	6358308	6513325	0.3568653596664867	1888
NYC	E_Asia	jlSCF_13	6358308	6513325	0.7541878839881361	1888
NYC	MENA	jlSCF_13	6358308	6513325	0.6580534821218248	1888
NYC	N_Europe	jlSCF_13	6358308	6513325	0.0121605067156896	1888
NYC	N_Europe	jlSCF_13	6635701	6735031	0.0467121894934791	582
NYC	MENA	jlSCF_13	6635701	6735031	0.1719673435068864	582
NYC	E_Asia	jlSCF_13	6635701	6735031	0.3677793566773301	582
N_Europe	MENA	jlSCF_13	6635701	6735031	0.0973131834648888	582
N_Europe	E_Asia	jlSCF_13	6635701	6735031	0.3396869322691013	582
MENA	E_Asia	jlSCF_13	6635701	6735031	0.5350898447791801	582
N_Europe	E_Asia	jlSCF_13	6824432	6837949	0.246968288145366	407
NYC	N_Europe	jlSCF_13	6824432	6837949	0.1856969284195816	407
MENA	E_Asia	jlSCF_13	6824432	6837949	0.6418150162317097	407
NYC	MENA	jlSCF_13	6824432	6837949	0.3928987433538139	407
N_Europe	MENA	jlSCF_13	6824432	6837949	0.2180214975640729	407
NYC	E_Asia	jlSCF_13	6824432	6837949	0.5410782616231419	407
NYC	N_Europe	jlSCF_13	6837949	6903915	0.0913778988646112	614
NYC	E_Asia	jlSCF_13	6837949	6903915	0.5128928883452984	614
MENA	E_Asia	jlSCF_13	6837949	6903915	0.4565716472989904	614
N_Europe	E_Asia	jlSCF_13	6837949	6903915	0.4871676344727187	614
N_Europe	MENA	jlSCF_13	6837949	6903915	0.2828607390425123	614
NYC	MENA	jlSCF_13	6837949	6903915	0.3596066090363796	614
NYC	E_Asia	jlSCF_13	6903915	6956401	0.7419988733312712	327
N_Europe	E_Asia	jlSCF_13	6903915	6956401	0.6014138411805181	327
NYC	MENA	jlSCF_13	6903915	6956401	0.7400733428389562	327
NYC	N_Europe	jlSCF_13	6903915	6956401	0.0559785701426838	327
N_Europe	MENA	jlSCF_13	6903915	6956401	0.5199638267672408	327
MENA	E_Asia	jlSCF_13	6903915	6956401	0.3009566863282946	327
MENA	E_Asia	jlSCF_13	8808489	8857467	0.6763709903800791	800
N_Europe	E_Asia	jlSCF_13	8808489	8857467	0.4830356015473109	800
N_Europe	MENA	jlSCF_13	8808489	8857467	0.544301765027134	800
NYC	E_Asia	jlSCF_13	8808489	8857467	0.5280247505425423	800
NYC	MENA	jlSCF_13	8808489	8857467	0.6722211886516233	800
NYC	N_Europe	jlSCF_13	8808489	8857467	0.0684213609773223	800
NYC	E_Asia	jlSCF_13	13558034	13728161	0.7141559261957107	1578
NYC	N_Europe	jlSCF_13	13558034	13728161	0.3421469316579531	1578
NYC	MENA	jlSCF_13	13558034	13728161	0.6599534533662751	1578
N_Europe	MENA	jlSCF_13	13558034	13728161	0.2408851039047379	1578
N_Europe	E_Asia	jlSCF_13	13558034	13728161	0.3796851409744162	1578
MENA	E_Asia	jlSCF_13	13558034	13728161	0.5239895104091761	1578
MENA	E_Asia	jlSCF_13	13728161	13743270	0.1734828560944889	270
NYC	N_Europe	jlSCF_13	13728161	13743270	0.2799852704664113	270
NYC	MENA	jlSCF_13	13728161	13743270	0.6388358892624316	270
N_Europe	MENA	jlSCF_13	13728161	13743270	0.1938538806207667	270
N_Europe	E_Asia	jlSCF_13	13728161	13743270	0.28009044658224	270
NYC	E_Asia	jlSCF_13	13728161	13743270	0.6622369773554131	270
NYC	MENA	jlSCF_13	13743270	13784584	0.6936545097067893	469
NYC	E_Asia	jlSCF_13	13743270	13784584	0.7327530311243984	469
N_Europe	MENA	jlSCF_13	13743270	13784584	0.3246506582391271	469
N_Europe	E_Asia	jlSCF_13	13743270	13784584	0.4090597028230266	469
MENA	E_Asia	jlSCF_13	13743270	13784584	0.7287569775387165	469
NYC	N_Europe	jlSCF_13	13743270	13784584	0.299406886354377	469
MENA	E_Asia	jlSCF_13	13784584	13825763	0.6779025909747811	609
NYC	N_Europe	jlSCF_13	13784584	13825763	0.0712821661280687	609
NYC	MENA	jlSCF_13	13784584	13825763	0.2129422950001124	609
NYC	E_Asia	jlSCF_13	13784584	13825763	0.3277547462734601	609
N_Europe	MENA	jlSCF_13	13784584	13825763	0.3269169435590524	609
N_Europe	E_Asia	jlSCF_13	13784584	13825763	0.3730555525948539	609
NYC	N_Europe	jlSCF_9	0	478864	0.4618263532508724	5345
NYC	MENA	jlSCF_9	0	478864	0.8729322155398508	5345
NYC	E_Asia	jlSCF_9	0	478864	0.8755633582894249	5345
N_Europe	MENA	jlSCF_9	0	478864	0.355311919534188	5345
N_Europe	E_Asia	jlSCF_9	0	478864	0.5077628624568469	5345
MENA	E_Asia	jlSCF_9	0	478864	0.6701887134943657	5345
N_Europe	E_Asia	jlSCF_9	478864	574578	0.4528131430357884	1209
NYC	E_Asia	jlSCF_9	478864	574578	0.7963289113311671	1209
NYC	MENA	jlSCF_9	478864	574578	0.755403051787004	1209
NYC	N_Europe	jlSCF_9	478864	574578	0.3793120574953511	1209
MENA	E_Asia	jlSCF_9	478864	574578	0.6182910434894905	1209
N_Europe	MENA	jlSCF_9	478864	574578	0.2758533952104323	1209
NYC	N_Europe	jlSCF_9	574578	579065	0.3152177591747335	90
NYC	MENA	jlSCF_9	574578	579065	0.7358787631872823	90
NYC	E_Asia	jlSCF_9	574578	579065	0.8082095141634189	90
N_Europe	MENA	jlSCF_9	574578	579065	0.2742387986215051	90
N_Europe	E_Asia	jlSCF_9	574578	579065	0.533760098896387	90
MENA	E_Asia	jlSCF_9	574578	579065	0.7297021648675057	90
NYC	MENA	jlSCF_9	721750	735815	0.6663001481426805	298
NYC	E_Asia	jlSCF_9	721750	735815	0.5762215491735553	298
N_Europe	MENA	jlSCF_9	721750	735815	0.1905290087677134	298
N_Europe	E_Asia	jlSCF_9	721750	735815	0.2842703939513198	298
MENA	E_Asia	jlSCF_9	721750	735815	0.2933746954459387	298
NYC	N_Europe	jlSCF_9	721750	735815	0.1606340161866556	298
NYC	E_Asia	jlSCF_9	1977343	2019028	0.7880092098101886	356
MENA	E_Asia	jlSCF_9	1977343	2019028	0.709154889839202	356
N_Europe	E_Asia	jlSCF_9	1977343	2019028	0.7285399736404488	356
N_Europe	MENA	jlSCF_9	1977343	2019028	0.7507161834172229	356
NYC	MENA	jlSCF_9	1977343	2019028	0.8120718566493967	356
NYC	N_Europe	jlSCF_9	1977343	2019028	0.0727782841262869	356
N_Europe	E_Asia	jlSCF_9	2887983	2910958	0.4791040697900228	173
N_Europe	MENA	jlSCF_9	2887983	2910958	0.1215127308218202	173
NYC	E_Asia	jlSCF_9	2887983	2910958	0.7219765033670851	173
NYC	MENA	jlSCF_9	2887983	2910958	0.6304124067417359	173
NYC	N_Europe	jlSCF_9	2887983	2910958	0.4596916888790885	173
MENA	E_Asia	jlSCF_9	2887983	2910958	0.7569074983113976	173
NYC	E_Asia	jlSCF_9	2910958	2949731	0.6975098500406837	584
NYC	N_Europe	jlSCF_9	2910958	2949731	0.3625590265884651	584
N_Europe	E_Asia	jlSCF_9	2910958	2949731	0.5083978430514552	584
N_Europe	MENA	jlSCF_9	2910958	2949731	0.2523027300095295	584
NYC	MENA	jlSCF_9	2910958	2949731	0.6453227458892015	584
MENA	E_Asia	jlSCF_9	2910958	2949731	0.6887641423287434	584
N_Europe	MENA	jlSCF_9	2949731	3247952	0.3974655342463552	3441
NYC	E_Asia	jlSCF_9	2949731	3247952	0.8272538024563734	3441
NYC	MENA	jlSCF_9	2949731	3247952	0.7981595525740641	3441
N_Europe	E_Asia	jlSCF_9	2949731	3247952	0.5054365930808189	3441
