pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
E_Asia	jlSCF_9	3591965	3611416	0.0163085616166353	237	8624	528802	11084
E_Asia	jlSCF_9	3611416	3641554	0.0119199532992636	438	11639	976430	21334
MENA	jlSCF_9	3611416	3641554	0.0134856787532548	438	694	51462	1098
N_Europe	jlSCF_9	3611416	3641554	0.1598846572695062	438	83392	521576	105202
NYC	jlSCF_9	3611416	3641554	0.1874183929838342	438	685247	3656242	16388
NYC	jlSCF_9	3641554	3697830	0.1633525964325093	831	1135426	6950768	17167
E_Asia	jlSCF_9	3641554	3697830	0.0110959497909222	831	20427	1840942	52076
MENA	jlSCF_9	3641554	3697830	0.0373704366648628	831	3591	96092	3628
N_Europe	jlSCF_9	3641554	3697830	0.1102828305123857	831	109920	996710	192451
MENA	jlSCF_9	3697830	3748284	0.0134720327421555	466	711	52776	3144
E_Asia	jlSCF_9	3697830	3748284	0.0164219609610543	466	16907	1029536	32012
NYC	jlSCF_9	3697830	3748284	0.1565855491593216	466	610880	3901254	6156
N_Europe	jlSCF_9	3697830	3748284	0.193318874837703	466	107054	553769	113077
NYC	jlSCF_9	3842571	3869511	0.2718539901188568	547	1244441	4577608	8987
N_Europe	jlSCF_9	3842571	3869511	0.2983786686683479	547	195572	655449	127308
E_Asia	jlSCF_9	3842571	3869511	0.0201493062600148	547	24332	1207585	38481
MENA	jlSCF_9	3842571	3869511	0.0668960487093296	547	4219	63068	2572
NYC	jlSCF_9	3869511	3873129	0.1131066349897235	73	69175	611591	514
N_Europe	jlSCF_9	3869511	3873129	0.195466627785691	73	17428	89161	15302
MENA	jlSCF_9	3869511	3873129	0.1903098066620079	73	1634	8586	174
E_Asia	jlSCF_9	3869511	3873129	0.0795631444321671	73	13033	163807	2487
E_Asia	jlSCF_9	3873129	3986683	0.0303224971510534	1266	84349	2781730	102218
NYC	jlSCF_9	3873129	3986683	0.1219197517904611	1266	1290944	10588473	26937
N_Europe	jlSCF_9	3873129	3986683	0.2077358352898869	1266	318877	1535012	276634
MENA	jlSCF_9	3873129	3986683	0.2636968175340978	1266	38861	147370	4550
E_Asia	jlSCF_9	3986683	4197941	0.023510012107615	2561	131282	5584089	249869
MENA	jlSCF_9	3986683	4197941	0.2634783343187769	2561	77983	295975	11345
N_Europe	jlSCF_9	3986683	4197941	0.1728220378478287	2561	545117	3154210	510581
NYC	jlSCF_9	3986683	4197941	0.0043528192529393	2561	93365	21449317	24668
E_Asia	jlSCF_9	4218218	4229167	0.0213933530006395	110	5185	242365	8215
MENA	jlSCF_9	4218218	4229167	0.3152182461659457	110	4008	12715	485
N_Europe	jlSCF_9	4218218	4229167	0.191342843089031	110	26452	138244	19166
NYC	jlSCF_9	4218218	4229167	0.0012576241429112	110	1159	921579	771
MENA	jlSCF_9	4229167	4348021	0.2452533958798141	1360	38584	157323	5877
NYC	jlSCF_9	4229167	4348021	0.0045761002655643	1360	52117	11388955	14645
N_Europe	jlSCF_9	4229167	4348021	0.1742863583881218	1360	292235	1676752	269408
E_Asia	jlSCF_9	4229167	4348021	0.0347745338789122	1360	102271	2940974	157106
N_Europe	jlSCF_9	4348021	4399199	0.2779502687621493	711	237501	854473	162968
E_Asia	jlSCF_9	4348021	4399199	0.0131073554226782	711	20864	1591778	27880
MENA	jlSCF_9	4348021	4399199	0.2157133432697241	711	17657	81854	3466
NYC	jlSCF_9	4348021	4399199	0.1794191214630301	711	1066201	5942516	19219
E_Asia	jlSCF_9	4399199	4454218	0.0162086051242534	802	28859	1780474	46482
MENA	jlSCF_9	4399199	4454218	0.2553311556534667	802	23528	92147	4093
N_Europe	jlSCF_9	4399199	4454218	0.2572840160599328	802	248506	965882	181780
NYC	jlSCF_9	4399199	4454218	0.1673447159389755	802	1123119	6711410	13360
NYC	jlSCF_9	4454218	4509531	0.2424964607540034	603	1220620	5033558	22597
N_Europe	jlSCF_9	4454218	4509531	0.3149460459517669	603	229727	729417	133476
MENA	jlSCF_9	4454218	4509531	0.3306004200767726	603	22823	69035	3325
E_Asia	jlSCF_9	4454218	4509531	0.0159157518329686	603	21293	1337857	35777
E_Asia	jlSCF_9	4509531	4600251	0.0153539718724645	1079	36808	2397295	60667
MENA	jlSCF_9	4509531	4600251	0.2836184034451716	1079	34971	123303	6177
N_Europe	jlSCF_9	4509531	4600251	0.2478934942147703	1079	325591	1313431	230618
NYC	jlSCF_9	4509531	4600251	0.1936157045608278	1079	1748890	9032790	14625
E_Asia	jlSCF_9	4779869	4828709	0.014568712311785	578	18521	1271286	45398
MENA	jlSCF_9	4779869	4828709	0.0100942427084729	578	678	67167	2193
N_Europe	jlSCF_9	4779869	4828709	0.0846659874505842	578	59667	704734	122384
NYC	jlSCF_9	4779869	4828709	0.2403391166784015	578	1160233	4827483	19047
NYC	jlSCF_9	4828709	4939800	0.2610932343360129	1300	2825369	10821303	79197
N_Europe	jlSCF_9	4828709	4939800	0.197680303022558	1300	309376	1565032	295268
MENA	jlSCF_9	4828709	4939800	0.011520889452279	1300	1745	151464	4536
E_Asia	jlSCF_9	4828709	4939800	0.0207604412787258	1300	60012	2890690	70710
E_Asia	jlSCF_9	4939800	4956032	0.0233034575979601	236	12137	520824	16784
MENA	jlSCF_9	4939800	4956032	0.0262176474975758	236	703	26814	1506
N_Europe	jlSCF_9	4939800	4956032	0.2261894116342539	236	63236	279571	58145
NYC	jlSCF_9	4939800	4956032	0.1235513581832958	236	243699	1972451	6409
E_Asia	jlSCF_9	4956032	4963783	0.026349626729614	164	9611	364749	8843
NYC	jlSCF_9	4956032	4963783	0.0952782971829744	164	130801	1372831	2309
N_Europe	jlSCF_9	4956032	4963783	0.1393752721968317	164	26562	190579	44105
MENA	jlSCF_9	4956032	4963783	0.0069415878239407	164	135	19448	232
E_Asia	jlSCF_9	4972226	5006624	0.0225947035672727	485	24388	1079368	25462
MENA	jlSCF_9	4972226	5006624	0.042035278643628	485	2333	55501	2699
NYC	jlSCF_9	4972226	5006624	0.119465649982424	485	485312	4062356	4369
N_Europe	jlSCF_9	4972226	5006624	0.2030435104298046	485	118003	581171	112864
E_Asia	jlSCF_9	5006624	5027641	0.0151279006877482	280	9454	624938	12902
MENA	jlSCF_9	5006624	5027641	0.0142451013358603	280	466	32713	887
N_Europe	jlSCF_9	5006624	5027641	0.2105821668993003	280	69852	331709	68971
NYC	jlSCF_9	5006624	5027641	0.1627306815832052	280	381684	2345495	2305
N_Europe	jlSCF_9	5027641	5175659	0.2249817514751254	2411	645719	2870095	580046
NYC	jlSCF_9	5027641	5175659	0.1562921448578439	2411	3152647	20171500	44735
E_Asia	jlSCF_9	5027641	5175659	0.0878314970647598	2411	471244	5365319	126939
MENA	jlSCF_9	5027641	5175659	0.0629456283966537	2411	17524	278399	10921
NYC	jlSCF_9	5175659	5184298	0.2841379640120037	155	368413	1296599	3076
N_Europe	jlSCF_9	5175659	5184298	0.2846492106844952	155	53986	189658	32147
MENA	jlSCF_9	5175659	5184298	0.1624422665314858	155	2884	17754	846
E_Asia	jlSCF_9	5175659	5184298	0.0106046317884396	155	3666	345698	7392
E_Asia	jlSCF_9	5184298	5216155	0.0186132459636947	500	20770	1115872	23128
MENA	jlSCF_9	5184298	5216155	0.1433194243379034	500	8415	58715	1285
N_Europe	jlSCF_9	5184298	5216155	0.2518210439876458	500	151490	601578	113922
NYC	jlSCF_9	5184298	5216155	0.2583299448663109	500	1079403	4178389	14111
N_Europe	jlSCF_9	5216155	5296899	0.250915162652809	1084	322636	1285837	265367
E_Asia	jlSCF_9	5216155	5296899	0.0304912488226252	1084	73258	2402591	66761
MENA	jlSCF_9	5216155	5296899	0.1488969708570608	1084	18669	125382	4698
NYC	jlSCF_9	5216155	5296899	0.256958299417315	1084	2331294	9072655	16685
NYC	jlSCF_9	5509477	5563721	0.0558227946948105	1092	509696	9130607	25813
MENA	jlSCF_9	5509477	5563721	0.1519249289642712	1092	19088	125641	5399
E_Asia	jlSCF_9	5509477	5563721	0.0693272617357935	1092	168808	2434944	52632
N_Europe	jlSCF_9	5509477	5563721	0.1576035265608588	1092	209616	1330021	232631
NYC	jlSCF_9	5690374	5744075	0.0114401001721988	1086	102656	8973348	132762
N_Europe	jlSCF_9	5690374	5744075	0.1180937156559096	1086	158388	1341206	212860
E_Asia	jlSCF_9	5690374	5744075	0.0957925148801609	1086	228744	2387911	85997
MENA	jlSCF_9	5690374	5744075	0.1066127702994388	1086	13583	127405	2915
NYC	jlSCF_9	5744075	5861281	0.0594695157760256	2029	1010115	16985425	27740
N_Europe	jlSCF_9	5744075	5861281	0.1739028988894586	2029	433778	2494369	409130
MENA	jlSCF_9	5744075	5861281	0.1349518317532222	2029	31757	235321	8159
E_Asia	jlSCF_9	5744075	5861281	0.0446374507428465	2029	198891	4455698	166364
NYC	jlSCF_9	5861281	5870718	0.0669554110005618	196	109867	1640898	2562
E_Asia	jlSCF_9	5861281	5870718	0.0100702407424188	196	4334	430377	16111
N_Europe	jlSCF_9	5861281	5870718	0.1975851450339405	196	47096	238358	42118
MENA	jlSCF_9	5861281	5870718	0.2049358084663428	196	4725	23056	464
N_Europe	jlSCF_9	5870718	5909780	0.1768484895812997	632	135878	768330	136062
MENA	jlSCF_9	5870718	5909780	0.2224463178841784	632	16544	74373	1467
NYC	jlSCF_9	5870718	5909780	0.0668095159710448	632	353513	5291357	7963
E_Asia	jlSCF_9	5870718	5909780	0.07124336355527	632	99354	1394572	45124
MENA	jlSCF_9	5909780	6017317	0.1800154242945281	1363	28477	158192	5368
E_Asia	jlSCF_9	5909780	6017317	0.0617181814160893	1363	184191	2984388	120526
NYC	jlSCF_9	5909780	6017317	0.0757308474364845	1363	864517	11415652	13103
N_Europe	jlSCF_9	5909780	6017317	0.1958765896999911	1363	321979	1643785	306668
MENA	jlSCF_9	6017317	6126555	0.0451099901285104	956	4981	110419	4301
NYC	jlSCF_9	6017317	6126555	0.0198341090024871	956	158813	8007065	8995
E_Asia	jlSCF_9	6017317	6126555	0.0373952233892741	956	78974	2111874	65894
N_Europe	jlSCF_9	6017317	6126555	0.051595930835069	956	60741	1177244	190792
E_Asia	jlSCF_9	6126555	6129450	0.0290812692885969	23	1470	50548	1846
MENA	jlSCF_9	6126555	6129450	0.0512632735261808	23	140	2731	29
N_Europe	jlSCF_9	6126555	6129450	0.0251314405888538	23	717	28530	4383
NYC	jlSCF_9	6126555	6129450	0.0116615956551989	23	2246	192598	257
N_Europe	jlSCF_9	6576016	6585737	0.1661067865588178	83	16367	98533	20240
NYC	jlSCF_9	6576016	6585737	0.0872835960276639	83	60566	693899	2056
E_Asia	jlSCF_9	6576016	6585737	0.0291282941732421	83	5301	181988	7086
MENA	jlSCF_9	6576016	6585737	0.0201840619117339	83	193	9562	398
NYC	jlSCF_9	6585737	6615434	0.1027937703419489	363	312167	3036828	6927
N_Europe	jlSCF_9	6585737	6615434	0.2028449593840373	363	88098	434312	85141
MENA	jlSCF_9	6585737	6615434	0.0098855232004686	363	405	40969	2591
E_Asia	jlSCF_9	6585737	6615434	0.0153003101533824	363	12101	790899	36015
MENA	jlSCF_9	6615434	6845799	0.0202515361208689	2945	6895	340468	12932
N_Europe	jlSCF_9	6615434	6845799	0.1526977397676596	2945	537103	3517426	696869
NYC	jlSCF_9	6615434	6845799	0.0980872427534391	2945	2415719	24628269	65556
E_Asia	jlSCF_9	6615434	6845799	0.0178890489615128	2945	116611	6518569	190141
E_Asia	jlSCF_9	6896472	6950051	0.0197843276311167	480	20895	1056139	37301
MENA	jlSCF_9	6896472	6950051	0.0545790436560605	480	3043	55754	1846
N_Europe	jlSCF_9	6896472	6950051	0.0372966113579537	480	21808	584718	102162
NYC	jlSCF_9	6896472	6950051	0.0119219596539204	480	47907	4018383	6417
NYC	jlSCF_9	7338618	7387532	0.0125946540422504	729	76877	6103939	8726
N_Europe	jlSCF_9	7338618	7387532	0.0616064794917157	729	55473	900441	142758
MENA	jlSCF_9	7338618	7387532	0.0158382556611702	729	1338	84479	3001
E_Asia	jlSCF_9	7338618	7387532	0.0207793867490852	729	33495	1611934	48728
E_Asia	jlSCF_9	9677452	9683954	0.0141904753313065	53	1573	110849	9885
MENA	jlSCF_9	9677452	9683954	0.0184068549666772	53	116	6302	58
NYC	jlSCF_9	9677452	9683954	0.0029061188444911	53	1290	443891	514
N_Europe	jlSCF_9	9677452	9683954	0.0183695700834166	53	1231	67013	8830
N_Europe	jlSCF_9	9751205	9763221	0.076044512355111	53	4927	64791	11052
MENA	jlSCF_9	9751205	9763221	0.0448270261490985	53	276	6157	203
E_Asia	jlSCF_9	9751205	9763221	0.0207993684680201	53	2424	116542	4192
NYC	jlSCF_9	9751205	9763221	0.0225731091641867	53	10020	443891	514
E_Asia	jlSCF_9	10175003	10207241	0.0598874255762277	176	23205	387477	13451
NYC	jlSCF_9	10175003	10207241	0.0295945297179419	176	43644	1474732	1028
N_Europe	jlSCF_9	10175003	10207241	0.0651816331651286	176	14028	215214	36642
MENA	jlSCF_9	10175003	10207241	0.0148199721503879	176	298	20108	1012
NYC	jlSCF_9	10207241	10227243	0.029929246759752	265	66442	2219969	2056
MENA	jlSCF_9	10207241	10227243	0.0420407766360895	265	1297	30851	949
N_Europe	jlSCF_9	10207241	10227243	0.0748406474424067	265	24469	326948	52267
E_Asia	jlSCF_9	10207241	10227243	0.0536707957989828	265	31607	588905	14765
E_Asia	jlSCF_9	10227243	10262213	0.0237952165635411	312	15998	672320	38416
MENA	jlSCF_9	10227243	10262213	0.0197943586077967	312	720	36374	1066
N_Europe	jlSCF_9	10227243	10262213	0.2240489820716818	312	85554	381854	64618
NYC	jlSCF_9	10227243	10262213	0.0640217643974867	312	167176	2611237	4883
MENA	jlSCF_9	10262213	10327474	0.0559825142776563	629	3970	70915	4565
N_Europe	jlSCF_9	10262213	10327474	0.2239818741798672	629	173592	775027	125072
NYC	jlSCF_9	10262213	10327474	0.0653259460248903	629	343969	5265427	8738
E_Asia	jlSCF_9	10262213	10327474	0.0397839040139961	629	54303	1364949	67913
E_Asia	jlSCF_9	10327474	10372891	0.0337802231173911	465	34038	1007631	51639
N_Europe	jlSCF_9	10327474	10372891	0.2010077834059902	465	113889	566590	98825
NYC	jlSCF_9	10327474	10372891	0.0499785061036249	465	194739	3896455	2570
MENA	jlSCF_9	10327474	10372891	0.031910137476249	465	1713	53682	2118
N_Europe	jlSCF_9	10423401	10433385	0.0151838411229861	83	1523	100304	18469
E_Asia	jlSCF_9	10423401	10433385	0.0422399015427893	83	7688	182008	7066
MENA	jlSCF_9	10423401	10433385	0.1016229168935845	83	933	9181	779
NYC	jlSCF_9	10423401	10433385	0.0085963561714139	83	5963	693666	2289
NYC	jlSCF_9	10513415	10615290	0.0622712690445728	1726	897955	14420053	52457
N_Europe	jlSCF_9	10513415	10615290	0.127959670650751	1726	264211	2064799	405107
MENA	jlSCF_9	10513415	10615290	0.0260653427290198	1726	5086	195125	11995
E_Asia	jlSCF_9	10513415	10615290	0.1042847380801842	1726	400142	3837014	94814
E_Asia	jlSCF_9	10615290	10620790	0.0782365614372451	76	13182	168489	4639
N_Europe	jlSCF_9	10615290	10620790	0.1127876848041457	76	10360	91854	16902
MENA	jlSCF_9	10615290	10620790	0.0076923076923076	76	64	8320	800
NYC	jlSCF_9	10615290	10620790	0.0686582578195351	76	43612	635204	2056
NYC	jlSCF_9	10620790	10759234	0.1010403798409741	1658	1399112	13847058	55272
N_Europe	jlSCF_9	10620790	10759234	0.1373169856062366	1658	273093	1988778	383820
MENA	jlSCF_9	10620790	10759234	0.0461667081152871	1658	8725	188989	9971
E_Asia	jlSCF_9	10620790	10759234	0.1522838135299576	1658	559472	3673877	103047
E_Asia	jlSCF_9	10759234	10771271	0.2594513082730569	316	183581	707574	12274
MENA	jlSCF_9	10759234	10771271	0.0372782900487832	316	1322	35463	2457
N_Europe	jlSCF_9	10759234	10771271	0.0463139079221761	316	18189	392733	59463
NYC	jlSCF_9	10759234	10771271	0.0279931282754678	316	74043	2645042	4618
MENA	jlSCF_9	10771271	10889243	0.0934117202880181	1620	17319	185405	8995
E_Asia	jlSCF_9	10771271	10889243	0.1141185021062807	1620	404319	3542975	147385
N_Europe	jlSCF_9	10771271	10889243	0.1154930145659096	1620	229029	1983055	335165
NYC	jlSCF_9	10771271	10889243	0.0559897993224652	1620	759786	13570079	13621
MENA	jlSCF_9	10889243	10987068	0.1241154139759433	1696	24063	193876	9644
E_Asia	jlSCF_9	10889243	10987068	0.1539568448313662	1696	580742	3772109	91379
NYC	jlSCF_9	10889243	10987068	0.1114829194013969	1696	1580822	14179948	41012
N_Europe	jlSCF_9	10889243	10987068	0.1386433460227019	1696	279340	2014810	412166
NYC	jlSCF_9	10987068	11032196	0.1671093785954608	682	951344	5692942	25628
N_Europe	jlSCF_9	10987068	11032196	0.1546652485363277	682	126222	816098	159844
MENA	jlSCF_9	10987068	11032196	0.1241111829347123	682	9792	78897	2943
E_Asia	jlSCF_9	10987068	11032196	0.1706106718582383	682	257646	1510140	43456
E_Asia	jlSCF_9	11863160	11871069	0.010950632773112	139	3308	302083	14559
MENA	jlSCF_9	11863160	11871069	0.0158385093167701	139	255	16100	580
NYC	jlSCF_9	11863160	11871069	0.2132952320037413	139	248108	1163214	2301
N_Europe	jlSCF_9	11863160	11871069	0.1818444415624226	139	30847	169634	29275
N_Europe	jlSCF_9	11871069	11894704	0.2288053440244324	286	80013	349699	59567
NYC	jlSCF_9	11871069	11894704	0.2566435248601802	286	614536	2394512	3598
E_Asia	jlSCF_9	11871069	11894704	0.0125069807504819	286	7928	633886	17622
MENA	jlSCF_9	11871069	11894704	0.0182376255326757	286	612	33557	763
NYC	jlSCF_9	11894704	11977300	0.2084397048996374	920	1602335	7687283	26917
MENA	jlSCF_9	11894704	11977300	0.0370125578321216	920	3920	105910	4490
E_Asia	jlSCF_9	11894704	11977300	0.014414802174092	920	28534	1979493	116267
N_Europe	jlSCF_9	11894704	11977300	0.2580348111448283	920	290300	1125042	191478
N_Europe	jlSCF_9	11977300	12078152	0.2229134401621378	1441	384735	1725939	336132
E_Asia	jlSCF_9	11977300	12078152	0.022135958810208	1441	69752	3151072	131526
MENA	jlSCF_9	11977300	12078152	0.0321677149850681	1441	5375	167093	5827
NYC	jlSCF_9	11977300	12078152	0.2731774990874255	1441	3283101	12018197	64588
NYC	jlSCF_9	12078152	12095897	0.2761161519709224	272	627485	2272540	8180
N_Europe	jlSCF_9	12078152	12095897	0.262797800855223	272	88191	335585	53647
MENA	jlSCF_9	12078152	12095897	0.0421343030911028	272	1344	31898	742
E_Asia	jlSCF_9	12078152	12095897	0.0245565606448534	272	14358	584691	34925
E_Asia	jlSCF_9	12095897	12132439	0.0112503521476584	690	16533	1469554	102266
MENA	jlSCF_9	12095897	12132439	0.0248556559562954	690	1920	77246	5554
NYC	jlSCF_9	12095897	12132439	0.2809017557923391	690	1616800	5755749	29901
N_Europe	jlSCF_9	12095897	12132439	0.2791087397878416	690	234671	840787	146603
NYC	jlSCF_9	12136979	12153973	0.1159680236919622	322	307630	2652714	47256
N_Europe	jlSCF_9	12136979	12153973	0.2616304521635642	322	99806	381477	79305
MENA	jlSCF_9	12136979	12153973	0.0389237477400829	322	1464	37612	1028
E_Asia	jlSCF_9	12136979	12153973	0.0090155898045511	322	6492	720086	13430
E_Asia	jlSCF_9	12153973	12218476	0.0147516637524244	683	22399	1518405	37469
NYC	jlSCF_9	12153973	12218476	0.127299791813064	683	727342	5713615	13340
N_Europe	jlSCF_9	12153973	12218476	0.2338085403954805	683	189409	810103	167270
MENA	jlSCF_9	12153973	12218476	0.0469964845654461	683	3663	77942	4018
MENA	jlSCF_9	12218476	12258254	0.0591191113092584	960	6365	107664	7536
E_Asia	jlSCF_9	12218476	12258254	0.0583754076379347	960	123424	2114315	72565
NYC	jlSCF_9	12218476	12258254	0.2412184641468093	960	1936092	8026301	23299
N_Europe	jlSCF_9	12218476	12258254	0.2496407793760265	960	291532	1167806	205954
NYC	jlSCF_9	12258254	12288361	0.2174406273890848	510	925785	4257645	18705
MENA	jlSCF_9	12258254	12288361	0.1456562305618909	510	8430	57876	3324
N_Europe	jlSCF_9	12258254	12288361	0.2185376256760408	510	136699	625517	104293
