chrom	start	end	num	list	10_137_S27_L003_NYC_rubella.bed	10_143_S28_L003_NYC_rubella.bed	10_148_S29_L003_NYC_rubella.bed	11_160_S30_L003_NYC_rubella.bed	11_161_S31_L003_NYC_rubella.bed	1_13_S2_L003_NYC_rubella.bed	1_15_S3_L003_NYC_rubella.bed	13_184_S32_L003_NYC_rubella.bed	13_188_S33_L003_NYC_rubella.bed	13_192_S34_L003_NYC_rubella.bed	1_3_S1_L003_NYC_rubella.bed	14_200_S35_L003_NYC_rubella.bed	14_201_S36_L003_NYC_rubella.bed	15_211_S37_L003_NYC_rubella.bed	15_213_S38_L003_NYC_rubella.bed	15_224_S39_L003_NYC_rubella.bed	16_227_S40_L003_NYC_rubella.bed	16_235_S41_L003_NYC_rubella.bed	16_239_S42_L003_NYC_rubella.bed	17_241_S43_L003_NYC_rubella.bed	17_249_S44_L003_NYC_rubella.bed	17_254_S45_L003_NYC_rubella.bed	18_256_S46_L003_NYC_rubella.bed	18_258_S47_L003_NYC_rubella.bed	18_270_S48_L003_NYC_rubella.bed	19_274_S49_L003_NYC_rubella.bed	19_280_S50_L003_NYC_rubella.bed	19_284_S51_L003_NYC_rubella.bed	20_290_S52_L003_NYC_rubella.bed	20_295_S53_L003_NYC_rubella.bed	20_300_S54_L003_NYC_rubella.bed	21_302_S55_L003_NYC_rubella.bed	21_306_S56_L003_NYC_rubella.bed	21_312_S57_L003_NYC_rubella.bed	2_19_S4_L003_NYC_rubella.bed	22_320_S58_L003_NYC_rubella.bed	22_321_S59_L003_NYC_rubella.bed	22_325_S60_L003_NYC_rubella.bed	2_27_S5_L003_NYC_rubella.bed	2_30_S6_L003_NYC_rubella.bed	23_337_S61_L003_NYC_rubella.bed	23_341_S62_L003_NYC_rubella.bed	24_351_S63_L003_NYC_rubella.bed	24_357_S64_L003_NYC_rubella.bed	24_359_S65_L003_NYC_rubella.bed	3_36_S7_L003_NYC_rubella.bed	3_38_S8_L003_NYC_rubella.bed	4_46_S9_L003_NYC_rubella.bed	4_54_S10_L003_NYC_rubella.bed	4_55_S11_L003_NYC_rubella.bed	5_61_S12_L003_NYC_rubella.bed	5_66_S13_L003_NYC_rubella.bed	5_69_S14_L003_NYC_rubella.bed	6_80_S15_L003_NYC_rubella.bed	6_83_S16_L003_NYC_rubella.bed	6_89_S17_L003_NYC_rubella.bed	7_105_S20_L003_NYC_rubella.bed	7_94_S18_L003_NYC_rubella.bed	7_99_S19_L003_NYC_rubella.bed	8_112_S21_L003_NYC_rubella.bed	8_117_S22_L003_NYC_rubella.bed	8_118_S23_L003_NYC_rubella.bed	9_122_S24_L003_NYC_rubella.bed	9_123_S25_L003_NYC_rubella.bed	9_127_S26_L003_NYC_rubella.bed	ERR2990227.sam_N_Europe_rubella.bed	ERR5555037.sam_N_Europe_rubella.bed	SRR1664898.sam_N_Europe_rubella.bed	SRR1665054.sam_MENA_rubella.bed	SRR1665062.sam_N_Europe_rubella.bed	SRR1665063.sam_MENA_rubella.bed	SRR1665067.sam_N_Europe_rubella.bed	SRR1665070.sam_MENA_rubella.bed	SRR1665071.sam_N_Europe_rubella.bed	SRR1665072.sam_N_Europe_rubella.bed	SRR1751470.sam_N_Europe_rubella.bed	SRR5406791.sam_N_Europe_rubella.bed	SRR5412136.sam_N_Europe_rubella.bed	SRR5412137.sam_N_Europe_rubella.bed	SRR5803007.sam_N_Europe_rubella.bed	SRR5803008.sam_N_Europe_rubella.bed	SRR5803009.sam_N_Europe_rubella.bed	SRR6179229.sam_N_Europe_rubella.bed	SRR6179230.sam_N_Europe_rubella.bed	SRR6179231.sam_N_Europe_rubella.bed	SRR6382382.sam_N_Europe_rubella.bed	SRR6382383.sam_N_Europe_rubella.bed	SRR6382384.sam_MENA_rubella.bed	SRR6382385.sam_N_Europe_rubella.bed	SRR6382386.sam_MENA_rubella.bed	SRR6382392.sam_N_Europe_rubella.bed	SRR6382393.sam_N_Europe_rubella.bed	SRR6382397.sam_MENA_rubella.bed	SRR6382399.sam_N_Europe_rubella.bed	SRR6382400.sam_N_Europe_rubella.bed	SRR8904462.sam_N_Europe_rubella.bed	SRR8904463.sam_MENA_rubella.bed	SRR8904463.sam_N_Europe_rubella.bed	SRR8904464.sam_N_Europe_rubella.bed	SRR8904465.sam_N_Europe_rubella.bed	SRR8904466.sam_MENA_rubella.bed
jlSCF_9	331575	358594	75	1,2,3,5,6,7,8,9,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,70,74,77,78,79,80,81,82,86,87,89,92,96,99	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0
jlSCF_9	358594	432811	76	1,2,3,5,6,7,8,9,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,70,74,77,78,79,80,81,82,86,87,89,92,94,96,99	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0
jlSCF_9	432811	446873	75	1,2,3,5,6,7,8,9,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,74,77,78,79,80,81,82,86,87,89,92,94,96,99	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0
jlSCF_9	446873	454035	76	1,2,3,5,6,7,8,9,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,74,76,77,78,79,80,81,82,86,87,89,92,94,96,99	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0
jlSCF_9	454035	478864	72	1,2,3,5,6,7,8,9,11,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,74,76,77,78,79,80,81,82,86,92,94	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
jlSCF_9	478864	488598	67	1,2,3,5,6,8,9,11,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,62,63,64,74,76,77,78,79,80,81,82,86,92,94	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
jlSCF_9	488598	549722	66	1,2,3,5,6,8,9,11,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,62,63,64,74,77,78,79,80,81,82,86,92,94	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
jlSCF_9	549722	570347	67	1,2,3,5,6,8,9,11,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,62,63,64,74,77,78,79,80,81,82,86,92,94,96	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
jlSCF_9	570347	574578	68	1,2,3,5,6,8,9,11,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,62,63,64,74,77,78,79,80,81,82,86,92,94,96,97	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0
jlSCF_9	574578	574579	67	1,2,3,5,6,8,9,11,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,62,63,64,74,77,78,79,80,81,82,86,92,94,96,97	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0
jlSCF_9	574579	577631	68	1,2,3,5,6,8,9,11,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,62,63,64,74,77,78,79,80,81,82,86,92,94,96,97,98	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0
jlSCF_9	577631	579065	67	1,2,3,5,6,8,9,11,14,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,62,63,64,74,77,78,79,81,82,86,92,94,96,97,98	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0
jlSCF_9	579065	592743	29	1,2,8,9,11,26,27,28,29,30,31,41,42,43,44,45,54,55,56,60,62,74,77,86,92,94,96,97,98	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0
jlSCF_9	592743	629540	28	1,2,8,9,26,27,28,29,30,31,41,42,43,44,45,54,55,56,60,62,74,77,86,92,94,96,97,98	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0
jlSCF_9	629540	660963	2	97,98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
jlSCF_9	660963	672656	3	74,97,98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
jlSCF_9	672656	681684	2	74,97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
jlSCF_9	681684	696198	3	74,97,98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
jlSCF_9	696198	721750	8	69,74,83,85,89,97,98,100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0
