chrom	start	end	num	list	ERR2990227.sam_N_Europe_rubella.bed	ERR5555037.sam_N_Europe_rubella.bed	SRR1664898.sam_N_Europe_rubella.bed	SRR1665062.sam_N_Europe_rubella.bed	SRR1665067.sam_N_Europe_rubella.bed	SRR1665071.sam_N_Europe_rubella.bed	SRR1665072.sam_N_Europe_rubella.bed	SRR1751470.sam_N_Europe_rubella.bed	SRR5406791.sam_N_Europe_rubella.bed	SRR5412136.sam_N_Europe_rubella.bed	SRR5412137.sam_N_Europe_rubella.bed	SRR5803008.sam_N_Europe_rubella.bed	SRR5803009.sam_N_Europe_rubella.bed	SRR6179229.sam_N_Europe_rubella.bed	SRR6179230.sam_N_Europe_rubella.bed	SRR6179231.sam_N_Europe_rubella.bed	SRR6382382.sam_N_Europe_rubella.bed	SRR6382383.sam_N_Europe_rubella.bed	SRR6382385.sam_N_Europe_rubella.bed	SRR6382392.sam_N_Europe_rubella.bed	SRR6382393.sam_N_Europe_rubella.bed	SRR6382399.sam_N_Europe_rubella.bed	SRR6382400.sam_N_Europe_rubella.bed	SRR8904462.sam_N_Europe_rubella.bed	SRR8904463.sam_N_Europe_rubella.bed	SRR8904464.sam_N_Europe_rubella.bed	SRR8904465.sam_N_Europe_rubella.bed
jlSCF_9	2903007	2926763	4	1,4,5,7	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	2926763	2962531	13	1,4,5,6,7,9,10,11,12,13,17,18,19	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
jlSCF_9	2962531	3003609	14	1,4,5,6,7,9,10,11,12,13,17,18,19,21	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0
jlSCF_9	3003609	3065766	15	1,4,5,6,7,9,10,11,12,13,17,18,19,21,25	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0
jlSCF_9	3065766	3147628	16	1,4,5,6,7,9,10,11,12,13,17,18,19,21,22,25	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0
jlSCF_9	3147628	3216064	6	1,4,5,7,17,22	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
jlSCF_9	3216064	3231977	5	1,4,7,17,22	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
jlSCF_9	3231977	3323006	4	1,4,17,22	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
jlSCF_9	3323006	3334869	2	17,22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
jlSCF_9	3334869	3357898	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jlSCF_9	3357898	3369431	2	22,25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
jlSCF_9	3369431	3389565	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	3389565	3399541	2	3,25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	3399541	3573648	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	3573648	3717392	3	3,23,25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
jlSCF_9	3717392	3746737	5	3,23,24,25,26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
jlSCF_9	3746737	3774444	6	3,7,23,24,25,26	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
jlSCF_9	3774444	3801083	8	3,6,7,22,23,24,25,26	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0
jlSCF_9	3801083	3827769	15	3,4,5,6,7,9,10,11,12,19,22,23,24,25,26	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0
jlSCF_9	3827769	3839617	17	3,4,5,6,7,9,10,11,12,17,18,19,22,23,24,25,26	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0
jlSCF_9	3839617	3869510	18	1,3,4,5,6,7,9,10,11,12,17,18,19,22,23,24,25,26	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0
jlSCF_9	3869510	3883104	15	1,3,4,5,6,7,9,17,18,19,22,23,24,25,26	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0
jlSCF_9	3883104	3926538	18	1,2,3,4,5,6,7,8,9,17,18,19,21,22,23,24,25,26	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0
jlSCF_9	3926538	3934557	19	1,2,3,4,5,6,7,8,9,17,18,19,20,21,22,23,24,25,26	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0
jlSCF_9	3934557	4146344	23	1,2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,23,24,25,26	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0
jlSCF_9	4146344	4187231	22	2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,23,24,25,26	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0
jlSCF_9	4187231	4362815	15	2,4,5,6,7,8,9,17,18,19,20,21,22,25,26	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0
jlSCF_9	4362815	4428775	14	2,4,5,6,7,8,9,17,18,19,20,21,25,26	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0
jlSCF_9	4428775	4490009	13	2,4,5,6,7,8,9,17,19,20,21,25,26	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0
jlSCF_9	4490009	4532304	12	2,4,5,6,7,8,9,17,19,20,25,26	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0
jlSCF_9	4532304	4572505	10	4,5,6,7,8,9,17,20,25,26	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0
jlSCF_9	4572505	4597640	8	5,6,8,9,17,20,25,26	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0
jlSCF_9	4597640	4642648	5	5,6,8,9,20	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jlSCF_9	4642648	4694597	4	5,8,9,20	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jlSCF_9	4814050	4861399	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
jlSCF_9	4861399	4972444	2	6,17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
jlSCF_9	4972444	5037284	5	6,17,18,25,26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
jlSCF_9	5037284	5083597	10	6,8,9,17,18,19,21,24,25,26	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0
jlSCF_9	5083597	5083598	9	6,8,9,17,18,19,24,25,26	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0
jlSCF_9	5083598	5111243	10	2,6,8,9,17,18,19,24,25,26	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0
jlSCF_9	5111243	5129136	7	2,6,8,9,17,19,25	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
jlSCF_9	5129136	5149909	8	2,5,6,8,9,17,19,25	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
jlSCF_9	5149909	5161255	9	2,5,6,8,9,17,19,23,25	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0
jlSCF_9	5161255	5198644	8	2,5,6,8,9,17,19,23	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
jlSCF_9	5198644	5216481	7	5,6,8,9,17,19,23	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
jlSCF_9	5216481	5247331	9	5,6,8,9,17,19,23,24,26	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0
jlSCF_9	5247331	5274806	13	5,6,8,9,10,11,12,13,17,19,23,24,26	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0
jlSCF_9	5274806	5297914	10	5,6,8,9,10,11,12,13,24,26	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
jlSCF_9	5297914	5354354	5	5,10,11,12,13	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	5354354	5505615	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	5505615	5563039	3	5,6,24	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
jlSCF_9	5614200	5691172	4	10,11,12,13	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	5691172	5791333	23	3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,26,27	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1
jlSCF_9	5791333	5820460	19	3,4,5,6,7,8,9,11,15,16,18,19,20,21,22,23,24,26,27	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1
jlSCF_9	5820460	5841454	18	3,4,6,7,8,9,11,15,16,18,19,20,21,22,23,24,26,27	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1
jlSCF_9	5841454	5862447	15	3,4,6,7,8,9,11,18,19,20,21,22,23,24,26	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0
jlSCF_9	5862447	5925639	14	3,4,6,7,8,9,18,19,20,21,22,23,24,26	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0
jlSCF_9	6600450	6648776	4	9,17,22,25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
jlSCF_9	6648776	6832381	3	9,17,22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
jlSCF_9	10651061	10760364	4	3,4,7,26	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
jlSCF_9	11406837	11476047	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	11871069	11960648	2	4,7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	11960648	12088754	5	4,7,10,11,12	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	12088754	12150237	7	2,4,7,10,11,12,13	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	12150237	12155930	8	2,4,7,10,11,12,13,18	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
jlSCF_9	12155930	12165736	9	2,4,7,10,11,12,13,18,25	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
jlSCF_9	12165736	12218477	10	2,4,7,10,11,12,13,18,24,25	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0
jlSCF_9	12218477	12242171	11	2,4,7,10,11,12,13,18,19,24,25	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0
jlSCF_9	12242171	12260091	15	2,4,5,7,8,10,11,12,13,18,19,21,24,25,26	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0
jlSCF_9	12260091	12279816	16	2,4,5,6,7,8,10,11,12,13,18,19,21,24,25,26	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0
jlSCF_9	12279816	12306052	14	2,4,5,6,8,10,11,12,13,18,19,24,25,26	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0
jlSCF_9	12306052	12424789	13	2,5,6,8,10,11,12,13,18,19,24,25,26	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0
jlSCF_9	12424789	12434428	14	2,5,6,8,9,10,11,12,13,18,19,24,25,26	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0
jlSCF_9	12434428	12479892	13	2,5,6,8,9,10,11,12,13,18,24,25,26	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0
jlSCF_9	12479892	12552713	8	8,10,11,12,13,24,25,26	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0
jlSCF_9	12552713	12628788	3	8,13,25	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	12628788	12710368	2	8,25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	12710368	12803678	3	8,9,25	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	12803678	12810923	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	12810923	13105753	2	22,25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
jlSCF_9	13105753	13295201	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
jlSCF_9	13295201	13327346	3	16,22,27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
jlSCF_9	13327346	13327347	2	16,27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
jlSCF_9	13327347	13363691	3	15,16,27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
jlSCF_9	13363691	15105287	5	14,15,16,25,27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1
jlSCF_9	22041793	22110440	18	3,4,5,7,8,9,10,11,12,13,18,19,21,22,23,24,25,26	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0
jlSCF_9	22110440	22626449	17	3,5,7,8,9,10,11,12,13,18,19,21,22,23,24,25,26	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0
jlSCF_9	22626449	22820932	18	3,5,6,7,8,9,10,11,12,13,18,19,21,22,23,24,25,26	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0
jlSCF_9	22820932	22917576	9	3,5,6,18,19,21,24,25,26	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0
jlSCF_9	22917576	23159186	4	3,5,21,25	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
jlSCF_9	23159186	23565659	2	3,25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	23565659	23630487	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jlSCF_9	23630487	23748104	4	3,8,18,26	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
jlSCF_9	23748104	23857274	8	3,8,10,11,12,18,25,26	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
jlSCF_9	23857274	23923732	11	3,4,6,7,8,10,11,12,18,25,26	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
jlSCF_9	23923732	23962547	13	2,3,4,6,7,8,10,11,12,13,18,25,26	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0
jlSCF_9	23962547	24014202	14	2,3,4,6,7,8,10,11,12,13,18,23,25,26	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0
jlSCF_9	24014202	24034004	17	2,3,4,6,7,8,9,10,11,12,13,18,19,23,24,25,26	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0
jlSCF_9	24034004	24112029	16	2,3,4,6,7,9,10,11,12,13,18,19,23,24,25,26	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0
jlSCF_9	24112029	24192245	18	2,3,4,6,7,9,10,11,12,13,17,18,19,21,23,24,25,26	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0
jlSCF_9	24192245	24230344	19	2,3,4,6,7,9,10,11,12,13,17,18,19,21,22,23,24,25,26	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0
jlSCF_9	24230344	24280921	20	2,3,4,5,6,7,9,10,11,12,13,17,18,19,21,22,23,24,25,26	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0
jlSCF_9	24280921	24301969	19	3,4,5,6,7,9,10,11,12,13,17,18,19,21,22,23,24,25,26	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0
jlSCF_9	24301969	24328479	10	3,4,6,7,9,17,21,22,24,25	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0
jlSCF_9	24328479	24548747	2	4,25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	24548747	24901526	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	24901526	25065024	2	8,25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	26212843	26224862	2	22,26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
jlSCF_9	26224862	26285353	6	6,8,18,21,22,26	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
jlSCF_9	26285353	26305850	7	6,8,9,18,21,22,26	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0
jlSCF_9	26305850	26351035	6	6,8,9,18,21,26	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
jlSCF_9	26351035	26595424	7	6,7,8,9,18,21,26	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
jlSCF_9	26595424	26757501	8	6,7,8,9,18,21,24,26	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0
jlSCF_9	26757501	26815862	9	6,7,8,9,18,19,21,24,26	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0
jlSCF_9	26815862	26883014	8	6,7,8,9,18,19,21,26	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0
jlSCF_9	26883014	26951501	5	6,7,18,19,21	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
jlSCF_9	26951501	27063751	4	7,18,19,21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
jlSCF_9	27091861	27182466	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_9	27636661	28075607	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
jlSCF_10	348846	385460	10	3,4,5,7,8,20,21,22,23,24	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0
jlSCF_10	385460	405757	14	2,3,4,5,7,8,9,17,20,21,22,23,24,25	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0
jlSCF_10	405757	481385	22	2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,23,24,25,26	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0
jlSCF_10	481385	613833	23	1,2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,20,21,22,23,24,25,26	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0
jlSCF_10	613833	646686	22	1,2,3,4,5,6,7,8,9,10,11,12,13,17,18,19,21,22,23,24,25,26	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0
jlSCF_10	646686	715363	21	1,2,3,4,5,6,7,9,10,11,12,13,17,18,19,21,22,23,24,25,26	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0
jlSCF_10	715363	736889	18	3,4,5,7,9,10,11,12,13,17,18,19,21,22,23,24,25,26	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0
jlSCF_10	736889	781861	17	3,4,5,7,9,10,11,12,17,18,19,21,22,23,24,25,26	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0
jlSCF_10	781861	956208	14	3,4,5,7,9,10,11,12,17,18,19,23,25,26	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0
jlSCF_10	956208	997547	15	3,4,5,6,7,9,10,11,12,17,18,19,23,25,26	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0
jlSCF_10	997547	1012207	11	5,6,7,9,10,11,12,17,18,25,26	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
